นิติบุคคลจัดตั้งเดือนมิถุนายน  2558,,,,,,
ทั่วประเทศ,,,,,,
ที่,เลขทะเบียน,ชื่อนิติบุคคล,"วันที่
จดทะเบียน"," ทุนจดทะเบียน
(บาท) ",รายละเอียดวัตถุประสงค์,ที่ตั้งสำนักงานใหญ่
4 ,0115558012110,บจ.วัน ทู วัน คอนสตรัคชั่น จำกัด,12/6/2558," 10,000,000 ",บริการให้คำปรึกษา ควบคุม งานก่อสร้าง ทุกประเภท,419/36 หมู่ที่ 5 ซอยศรีด่าน 29 ถนนศรีนครินทร์  ต.สำโรงเหนือ อ.เมืองสมุทรปราการ จ.สมุทรปราการ 10270
5 ,0115558013256,บจ.แสงปัญญา จรินทร์ จำกัด,29/6/2558," 10,000,000 ",ประกอบกิจการซื้อขายจัดสรรให้เช่าบ้านที่ดินอาคารพาณิชย์,400 หมู่ที่ 2  ต.แพรกษา อ.เมืองสมุทรปราการ จ.สมุทรปราการ 10280
6 ,0115558012845,บจ.ธาดาพัชรินทร์ขนส่ง จำกัด,22/6/2558," 9,750,000 ",ประกอบกิจการขนส่ง,99/24 หมู่ที่ 5  ต.บางครุ อ.พระประแดง จ.สมุทรปราการ 10130
7 ,0115558011822,บจ.เค เอ็น เอส แมนูแฟคเชอริ่ง จำกัด,9/6/2558," 5,000,000 ",รับจ้างผลิตและจำหน่าย แม่พิมพ์เหล็ก แม่พิมพ์โลหะทุกชนิด,137/9 หมู่ที่ 3  ต.บางจาก อ.พระประแดง จ.สมุทรปราการ 10130
8 ,0115558013361,บจ.อาณาจักร  ดีเวลลอปเม้นท์ จำกัด,30/6/2558," 5,000,000 ",ประกอบกิจการการเช่าและการดำเนินการเกี่ยวกับอสังหาริมทรัพย์ที่เป็นของตนเอง,60 หมู่ที่ 10 ถนนสุขสวัสดิ์  ต.บางครุ อ.พระประแดง จ.สมุทรปราการ 10130
9 ,0115558013302,บจ.เจ อาร์ อิงเจ็ท จำกัด,29/6/2558," 5,000,000 ",ประกอบกิจการเกี่ยวกับพิมพ์ป้ายต่างๆ,409/4 หมู่ที่ 5  ต.สำโรงเหนือ อ.เมืองสมุทรปราการ จ.สมุทรปราการ 10270
10 ,0115558012519,บจ.ที.ดี เฟอร์นิเจอร์ แอนด์ บิวท์อิน จำกัด,17/6/2558," 5,000,000 ",รับผลิตเฟอร์นิเจอร์ทุกชนิดทุกแบบให้แก่บุคคลนิติบุคคล,55 หมู่ที่ 9  ต.สำโรงเหนือ อ.เมืองสมุทรปราการ จ.สมุทรปราการ 10270
11 ,0115558012896,บจ.แมมมอธ 2014 จำกัด,22/6/2558," 5,000,000 ",ประกอบกิจการค้าขายของเก่า เหล็ก กระดาษ ลวด และของเก่าทุกชนิด,555/123 หมู่ที่ 1  ต.แพรกษาใหม่ อ.เมืองสมุทรปราการ จ.สมุทรปราการ 10280
12 ,0115558011245,บจ.วิน ฟาสต์เนอร์ส แมนูแฟคทอรี่ (ประเทศไทย) จำกัด,3/6/2558," 5,000,000 ",การผลิตโซ่ ลวดสปิง สลักเกลียว และตะปูควง,999/24 หมู่ที่ 15  ต.บางเสาธง อ.บางเสาธง จ.สมุทรปราการ 10540
13 ,0115558012926,บจ.หม้อแปลงการไฟฟ้า จำกัด,23/6/2558," 5,000,000 ",การผลิตจำหน่ายหม้อแปลงไฟฟ้า อุปกรณ์ไฟฟ้า อะไหล่และอุปกรณ์ของสินค้าดังกล่าว,26/11 หมู่ที่ 13  ต.บางปลา อ.บางพลี จ.สมุทรปราการ 10540
14 ,0115558012888,บจ.ยูนิเวอร์แซล แฟคเตอร์รี่ จำกัด,22/6/2558," 5,000,000 ",ออกแบบ ผลิตและจำหน่ายเครื่องมือทางการแพทย์ อุปกรณ์การแพทย์,97 หมู่ที่ 12  ต.บางพลีใหญ่ อ.บางพลี จ.สมุทรปราการ 10540
15 ,0115558012683,บจ.เดอะเบส เอ็นจิเนียริ่ง แอนด์ แมเนจเมนต์ จำกัด,19/6/2558," 5,000,000 ",ประกอบกิจการรับเหมาก่อสร้างอาคารอาคารพาณิชย์อาคารที่พักอาศัย,30/328 หมู่ที่ 12  ต.ศีรษะจรเข้น้อย อ.บางเสาธง จ.สมุทรปราการ 10540
16 ,0115558012233,บจ.โร้ด บอมเบอร์ จำกัด,15/6/2558," 5,000,000 ",ซื้อขายรถจักรยายนต์อะไหล่รถจักรยานยนต์ทั้งเก่าและใหม่,88/27 หมู่ที่ 15  ต.บางเสาธง อ.บางเสาธง จ.สมุทรปราการ 10540
17 ,0115558011504,บจ.ต้นธนา อินโนเวชั่น จำกัด,5/6/2558," 5,000,000 ",จำหน่าย ผลิต ติดตั้ง ออกแบบ ผลิตภัณฑ์จากปิโตรเคมี พลาสติก เหล็ก สังกะสี และโลหะภัณฑ์,23/1 หมู่ที่ 7 ซอยวัดสลุด ถนนบางนา-ตราด  ต.บางแก้ว อ.บางพลี จ.สมุทรปราการ 10540
18 ,0115558011369,บจ.โรงรับจำนำบางเสาธง จำกัด,4/6/2558," 5,000,000 ",ประกอบกิจการโรงรับจำนำซื้อขายของหลุดจำนำ,105/46-3 หมู่ที่ 16  ต.บางเสาธง อ.บางเสาธง จ.สมุทรปราการ 10540
19 ,0115558012829,บจ.เจบี วิศวกรรม58 จำกัด,22/6/2558," 5,000,000 ","ประกอบกิจการรับจ้างให้บริการงานด้านวิศวกรรมระบบไฟฟ้า,ระบบเครื่องปรับอากาศ",88/244 หมู่ที่ 10 ถนนเลียบวงแหวนตะวันออก  ต.บางแก้ว อ.บางพลี จ.สมุทรปราการ 10540
20 ,0115558011890,บจ.แพนดอร่า อัลลอยส์ เอเชีย จำกัด,10/6/2558," 4,000,000 ",การหลอมผสม แยกสกัดโลหะต่างๆ และโรหะมีค่า เช่น เงิน ทองคำ พาราเดียม โรเดียม,1599/64 หมู่ที่ 6 ถนนเทศบาลบางปู ซอย 47  ต.ท้ายบ้านใหม่ อ.เมืองสมุทรปราการ จ.สมุทรปราการ 10270
21 ,0115558013001,บจ.เวิลด์ แอก (ไทยแลนด์) จำกัด,23/6/2558," 3,000,000 ",ประกอบกิจการค้าส่งอาหารเสริมสำหรับสัตว์,124 ซอยแบริ่ง 32 ถนนสุขุมวิท 107  ต.สำโรงเหนือ อ.เมืองสมุทรปราการ จ.สมุทรปราการ 10270
22 ,0113558003518,หจ.ร้านอาหารสมบูรณ์(แต้จิ๋ว),23/6/2558," 3,000,000 ",จำหน่ายอาหารและเครื่องดื่ม,29/6-8 หมู่ที่ 7 ถนนศรีนครินทร์  ต.เทพารักษ์ อ.เมืองสมุทรปราการ จ.สมุทรปราการ 10270
23 ,0115558012462,บจ.ซีที ซัพพลายและก่อสร้าง จำกัด,17/6/2558," 3,000,000 ",ประกอบกิจการค้าวัสดุก่อสร้างและเคมีภัณฑ์,199/994 หมู่ที่ 3 ซอย15/5 ถนนบางพลี-ตำหรุ  ต.แพรกษาใหม่ อ.เมืองสมุทรปราการ จ.สมุทรปราการ 10280
24 ,0115558013272,บจ.มิดา สตีล จำกัด,29/6/2558," 3,000,000 ",ขายเหล็กและโลหะ,388/67 หมู่ที่ 2  ต.บางบ่อ อ.บางบ่อ จ.สมุทรปราการ 10560
25 ,0115558012357,บจ.ภูเก็ต มารีน กรุ้ป จำกัด,16/6/2558," 2,000,000 ",ประกอบกิจการขนส่งคนโดยสาร,133 หมู่บ้านกุศลส่ง หมู่ที่ 10 ถนนทางรถไฟเก่าปากน้ำ  ต.สำโรง อ.พระประแดง จ.สมุทรปราการ 10130
26 ,0115558012551,บจ.เพ็ญภัสสร์ 14 จำกัด,18/6/2558," 2,000,000 ",ประกอบกิจการเกี่ยวกับการทำธุรกิจกรรมทางการเงิน เช่น การรับจำนำรถยนต์ รับจัดไฟแนนซ์,79/10 หมู่ที่ 10  ต.บางพึ่ง อ.พระประแดง จ.สมุทรปราการ 10130
27 ,0115558012314,บจ.หมิง เชิ่น พรีซิชั่น โมลด์ส (ประเทศไทย) จำกัด,15/6/2558," 2,000,000 ",ประกอบธุรกิจ นำเข้า ส่งออก ค้าส่ง ค้าปลีก ชิ้นส่วนแม่พิมพ์เครื่องจักร อะไหล่แม่พิมพ์,2122/7 หมู่ที่ 7 ถนนศรีนครินทร์  ต.เทพารักษ์ อ.เมืองสมุทรปราการ จ.สมุทรปราการ 10270
28 ,0115558012152,บจ.ซี อีเกิ้ล จำกัด,12/6/2558," 2,000,000 ",จำหน่ายเสื้อผ้าสำเร็จรูป,6 หมู่ที่ 6  ต.สำโรงเหนือ อ.เมืองสมุทรปราการ จ.สมุทรปราการ 10270
29 ,0115558011849,บจ.วีว่า เฮลท์ เมด จำกัด,9/6/2558," 2,000,000 ",ขายส่งสินค้าทางเภสัชภัณฑ์และทางการแพทย์,193 หมู่ที่ 2  ต.บางเมือง อ.เมืองสมุทรปราการ จ.สมุทรปราการ 10270
30 ,0115558012853,บจ.ทีเอ็กซ์ซี เทค จำกัด,22/6/2558," 2,000,000 ",ประกอบกิจการจำหน่ายชิ้นส่วนอะไหล่และอุปกรณ์อิเล็คทรอนิกส์ไฟฟ้าออโตเมชั่นรวมทั้งวงจร,999/28 หมู่ที่ 6  ต.เทพารักษ์ อ.เมืองสมุทรปราการ จ.สมุทรปราการ 10270
31 ,0115558012306,บจ.ซัน เอ็นจิเนียริ่ง โซลูชั่นส์ จำกัด,15/6/2558," 2,000,000 ",ประกอบกิจการจำหน่ายสินค้าเกี่ยวกับอะไหล่สำหรับซ่อมแซมเครื่องจักรในโรงงานอุตสาหกรรมพลาสติกวิศวกรรมฯ,62/25 หมู่ที่ 6 ซอยเรวัติ 9 ถนนเทพารักษ์  ต.บางเมืองใหม่ อ.เมืองสมุทรปราการ จ.สมุทรปราการ 10270
32 ,0115558012098,บจ.ปากน้ำฟิชชิ่ง ดอท คอม จำกัด,12/6/2558," 2,000,000 ",ประกอบกิจการค้าอุปกรณ์ที่ใช้ในการประมงทุกชนิดทุกประเภท,146 ถนนประโคนชัย  ต.ปากน้ำ อ.เมืองสมุทรปราการ จ.สมุทรปราการ 10270
33 ,0115558012861,บจ.ไทยชิฟู แอร์คอนดิชั่นนิ่ง เอ็นจิเนียริ่ง จำกัด,22/6/2558," 2,000,000 ",ประกอบกิจการการจำหน่ายสายไฟสวิตซ์และอุปกรณ์ติดตั้งอื่นๆชนิดใช้ในโรงงานอุตสาหกรรม,999/29 หมู่ที่ 6  ต.เทพารักษ์ อ.เมืองสมุทรปราการ จ.สมุทรปราการ 10270
34 ,0115558012918,บจ.ควีนส์แลนด์ ไฮด์ แอนด์ สกิน จำกัด,23/6/2558," 2,000,000 ",ขายส่งเคมีภัณฑ์ทุกชนิด,98/31 หมู่ที่ 6  ต.บางเมืองใหม่ อ.เมืองสมุทรปราการ จ.สมุทรปราการ 10270
35 ,0115558011385,บจ.ซีซ่า คอลลาเจน จำกัด,4/6/2558," 2,000,000 ",ผลิตและจำหน่ายผลิตภัณฑ์อาหารเสริมและเครื่องสำอางทุกประเภท,888/180 หมู่ที่ 3  ต.บางปูใหม่ อ.เมืองสมุทรปราการ จ.สมุทรปราการ 10280
36 ,0115558013027,บจ.ยิ่งเจริญทรัพย์ พริ้นติ้ง จำกัด,24/6/2558," 2,000,000 ",ประกอบกิจการโรงงานพิมพ์ย้อมสกรีนผ้าทุกชนิด,9/1107 หมู่ที่ 5  ต.แพรกษา อ.เมืองสมุทรปราการ จ.สมุทรปราการ 10280
37 ,0113558003585,หจ.คนฬักงาน ก่อสร้าง,24/6/2558," 2,000,000 ",ประกอบกิจการรับเหมาก่อสร้างอาคารสถานที่,109/908 หมู่ที่ 2  ต.แพรกษาใหม่ อ.เมืองสมุทรปราการ จ.สมุทรปราการ 10280
38 ,0115558012331,บจ.เพรมโทรนิค (ไทยแลนด์) จำกัด,16/6/2558," 2,000,000 ",จำหน่ายเครื่องจักรทั้งในประเทศและนอกประเทศ,111/55 หมู่ที่ 4 ถนนเทพารักษ์  ต.แพรกษาใหม่ อ.เมืองสมุทรปราการ จ.สมุทรปราการ 10280
39 ,0113558003283,หจ.วีคเดย์ มาร์เก็ต,11/6/2558," 2,000,000 ",เช่าช่วง ให้เช่าช่วงที่ดินพร้อมสิ่งปลูกสร้างและระบบสาธารณูปโภค,211 หมู่ที่ 4 ถนนสุขุมวิท กม.39  ต.บางปูใหม่ อ.เมืองสมุทรปราการ จ.สมุทรปราการ 10280
40 ,0115558013213,บจ.ฮีร่า ฟายน์ เคมีคอล จำกัด,26/6/2558," 2,000,000 ",ประกอบกิจการผลิตสีย้อมผ้าและสีผง,190 หมู่ที่ 12  ต.บางพลีใหญ่ อ.บางพลี จ.สมุทรปราการ 10540
41 ,0113558003429,หจ.ที.เอ.เมคคานิค,19/6/2558," 2,000,000 ",ประกอบกิจการโรงงานกลึงกัดไสเชื่อมเจาะปั๊มโลหะทุกชนิด,9/35 หมู่ที่ 12  ต.ราชาเทวะ อ.บางพลี จ.สมุทรปราการ 10540
42 ,0115558013167,บจ.ทีเอฟ โมลด์ จำกัด,26/6/2558," 2,000,000 ",ประกอบกิจการผลิตออกแบบแม่พิมพ์ทุกชนิด,123/248 หมู่ที่ 3  ต.บางปลา อ.บางพลี จ.สมุทรปราการ 10540
43 ,0115558012900,บจ.ไทย กรีนวีลส์ จำกัด,22/6/2558," 2,000,000 ",ประกอบการผลิตและพัฒนารถยนต์ยานพาหนะที่ขับเคลื่อนด้วยพลังงานไฟฟ้า,888/47 หมู่ที่ 19 ซอยยิ่งเจริญ ถนนเทพารักษ์(บางพลี-ตำหรุ)  ต.บางพลีใหญ่ อ.บางพลี จ.สมุทรปราการ 10540
44 ,0115558012161,บจ.วายเอ็นเค ซัพพลาย แอนด์ เซอร์วิส จำกัด,12/6/2558," 2,000,000 ",ประกอบกิจการรับจ้างผลิตชิ้นส่วนยานยนต์และอิเล็กทรอนิกส์,99/776 หมู่ที่ 1  ต.ศีรษะจรเข้น้อย อ.บางเสาธง จ.สมุทรปราการ 10540
45 ,0115558012187,บจ.วันทเวนตี้ จำกัด,15/6/2558," 2,000,000 ",รับเหมาตกแต่งภายในอาคารสถานที่รับจ้างทำเฟอร์นิเจอร์และชิ้นส่วนเฟอร์นิเจอร์ทุกชนิด,73/5 หมู่ที่ 3  ต.บางพลีใหญ่ อ.บางพลี จ.สมุทรปราการ 10540
46 ,0115558013132,บจ.ชญาพัฒ จำกัด,25/6/2558," 2,000,000 ",ประกอบกิจการนำเข้ามาเพื่อจำหน่ายผ้าผ้าเช็ดตัวเสื้อผ้าสำเร็จรูป,335/413 หมู่ที่ 4  ต.บางพลีใหญ่ อ.บางพลี จ.สมุทรปราการ 10540
47 ,0115558013019,บจ.สยามเพียเลส สตีล จำกัด,24/6/2558," 2,000,000 ",ประกอบกิจการจำหน่ายซอฟต์แวร์ โปรแกรมคอมพิวเตอร์ ทุกประเภท,59/207 บ้านกลางเมืองศรีนครินทร์ หมู่ที่ 16 ซอยน็อตติ้ง ฮิวล์  ต.บางแก้ว อ.บางพลี จ.สมุทรปราการ 10540
48 ,0115558011164,บจ.ฉาง หลง ทรานสปอร์ท จำกัด,2/6/2558," 2,000,000 ",กิจกรรมการบริการอื่นๆส่วนบุคคล,199/9 หมู่ที่ 21  ต.บางพลีใหญ่ อ.บางพลี จ.สมุทรปราการ 10540
49 ,0115558012713,บจ.รัตนฤทธิกรณ์ จำกัด,19/6/2558," 2,000,000 ",ประกอบกิจการค้าทำปั้มน้ำมัน,5/6 หมู่ที่ 15  ต.บางพลีใหญ่ อ.บางพลี จ.สมุทรปราการ 10540
50 ,0115558011491,บจ.โปปี้ เรียล เอสเตท จำกัด,5/6/2558," 2,000,000 ",เป็นที่ปรึกษาเกี่ยวกับการบริการด้านธุรกิจ การจัดการ ให้กับบุคคล นิติบุคคลและธุรกิจต่างๆ,99/55 หมู่ที่ 4  ต.บางโฉลง อ.บางพลี จ.สมุทรปราการ 10540
51 ,0115558012390,บจ.ไทยเนคเทค (ประเทศไทย) จำกัด,16/6/2558," 2,000,000 ",ทำการออกแบบผลิตภัณฑ์และผลิตเกี่ยวกับงานประกอบวัสดุอุปกรณ์ไฟฟ้า,76/89 หมู่ที่ 13  ต.บางพลีใหญ่ อ.บางพลี จ.สมุทรปราการ 10540
52 ,0115558013108,บจ.แปดแปดแปด กู๊ด เซอร์วิส จำกัด,25/6/2558," 2,000,000 ",ประกอบกิจการให้เช่ารถยนต์ทุกชนิด,60/268 หมู่ที่ 15  ต.ราชาเทวะ อ.บางพลี จ.สมุทรปราการ 10540
53 ,0115558012489,บจ.เดอะคิงส์เอ็มไพเออร์ จำกัด,17/6/2558," 2,000,000 ",ประกอบกิจการขายสลากกินแบ่ง,444/66 หมู่ที่ 12 ถนนกิ่งแก้ว-บางพลี  ต.บางพลีใหญ่ อ.บางพลี จ.สมุทรปราการ 10540
54 ,0115558011652,บจ.ซี.บี. ติวเตอร์ริ่ง จำกัด,9/6/2558," 2,000,000 ",ประกอบกิจการสถาบันกวดวิชาและสอนภาษาต่างประเทศในทุกระดับชั้น,29/2 อาคารวิวพอยท์ คอมเพล็กซ์ ห้องเลขที่ S1-M หมู่ที่ 4 ถนนบางนา-ตราด กม.26  ต.บางบ่อ อ.บางบ่อ จ.สมุทรปราการ 10560
55 ,0115558011440,บจ.เอ็นพีพี บ็อกซ์ จำกัด,4/6/2558," 1,000,000 ",ประกอบกิจการโรงงานผลิตกล่องกระดาษลูกฟูก,150/18 หมู่ที่ 19 ซอยสุขสวัสดิ์ 64 ถนนสุขสวัสดิ์  ต.บางพึ่ง อ.พระประแดง จ.สมุทรปราการ 10130
56 ,0115558012594,บจ.ชิโนริช ออโตเมชั่น จำกัด,18/6/2558," 1,000,000 ",การซ่อมมอเตอร์ไฟฟ้าเครื่องกำเนิดไฟฟ้าหม้อแปลงไฟฟ้า,21/20 หมู่ที่ 3 ซอยสุขสวัสดิ์ 70/15 ถนนสุขสวัสดิ์  ต.บางครุ อ.พระประแดง จ.สมุทรปราการ 10130
57 ,0115558011237,บจ.สิริ 28 จำกัด,3/6/2558," 1,000,000 ",ประกอบกิจการผลิต และขายไฟฟ้าให้กับภาครัฐบาลและเอกชน,11/288 หมู่ที่ 3  ต.สำโรง อ.พระประแดง จ.สมุทรปราการ 10130
58 ,0113558003364,หจ.เจริญสุข สมาร์ทรูฟ,16/6/2558," 1,000,000 ",รับจ้างติดตั้งฉนวนทำความร้อนแผ่นหลังคาโปร่ง-หลังคาเมทัลชีทฯ,58/92 หมู่ที่ 11  ต.บางหญ้าแพรก อ.พระประแดง จ.สมุทรปราการ 10130
59 ,0113558003640,หจ.อุดม โฟรเซ่น,29/6/2558," 1,000,000 ",ประกอบกิจการขายส่งสัตว์น้ำเช่นปลากุ้งหอยปูปลาหมึก,116/26 หมู่ที่ 9  ต.บางจาก อ.พระประแดง จ.สมุทรปราการ 10130
60 ,0115558011555,บจ.เอส ที เอ็นจิเนียริ่ง ซีสเต็มส์ จำกัด,5/6/2558," 1,000,000 ",ประกอบกิจการค้าอุปรณ์สัญญาณเตือนภัย สัญญาณเตือนอัคคีภัย,213/4 หมู่ที่ 4  ต.สำโรง อ.พระประแดง จ.สมุทรปราการ 10130
61 ,0115558011784,บจ.จงมีทรัพย์ สตีล จำกัด,9/6/2558," 1,000,000 ",ประกอบกิจการซื้อ ขายเหล็ก และเศษเหล็ก ทุกชนิด ทุกประเภท,59/3 หมู่ที่ 19  ต.บางหญ้าแพรก อ.พระประแดง จ.สมุทรปราการ 10130
62 ,0115558012497,บจ.ที.เอส.บี.เคมิคอล จำกัด,17/6/2558," 1,000,000 ",ประกอบกิจการนำเข้าส่งออกเคมีภัณฑ์ทุกชนิด,61 หมู่ที่ 9  ต.บางพึ่ง อ.พระประแดง จ.สมุทรปราการ 10130
63 ,0115558011717,บจ.เวิลด์ไวด์ โฮเต็ล ซัพพลาย จำกัด,9/6/2558," 1,000,000 ",จำหน่าย เครื่องมือ เครื่องใช้ เฟอร์นิเจอร์ วัสดุ อุปกรณ์ สินค้าเพื่อการอุปโภคและบริโภค ทุกชนิด,39/82 หมู่ที่ 14  ต.บางพึ่ง อ.พระประแดง จ.สมุทรปราการ 10130
64 ,0115558013159,บจ.เกียรติอำพร ขนส่ง จำกัด,26/6/2558," 1,000,000 ",ประกอบกิจการขนส่งและขนถ่ายสินค้า,28/19 หมู่ที่ 14  ต.บางครุ อ.พระประแดง จ.สมุทรปราการ 10130
65 ,0115558011288,บจ.สุริยา ชิปปิ้ง จำกัด,3/6/2558," 1,000,000 ",ประกอบกิจการบริการชิปปิ้งนำของออกจากท่าเรือและท่าอากาศยาน,99/55 หมู่ที่ 6  ต.สำโรง อ.พระประแดง จ.สมุทรปราการ 10130
66 ,0115558012675,บจ.ดี วัน โซลาร์ จำกัด,19/6/2558," 1,000,000 ",ประกอบกิจการค้าที่ดินจัดสรรที่ดินซื้อและขายที่ดิน,1945 ถนนชุมนุมพานิช  ต.ตลาด อ.พระประแดง จ.สมุทรปราการ 10130
67 ,0115558012985,บจ.รุ่งเรืองหรรษา จำกัด,23/6/2558," 1,000,000 ",ประกอบธุรกิจ ให้เช่าอสังหาริมทรัพย์ทุกชนิด,19/141 หมู่ที่ 17  ต.บางหญ้าแพรก อ.พระประแดง จ.สมุทรปราการ 10130
68 ,0115558012977,บจ.วัศพลหรรษา จำกัด,23/6/2558," 1,000,000 ",ประกอบธุรกิจ จัดหา ให้เช่าอสังหาริมทรัพย์ทุกชนิด,19/141 หมู่ที่ 17  ต.บางหญ้าแพรก อ.พระประแดง จ.สมุทรปราการ 10130
69 ,0115558011938,บจ.อินฟินิตี้ ออดิท โซลูชั่นส์ จำกัด,11/6/2558," 1,000,000 ",ประกอบกิจการตรวจสอบบัญชี ที่ปรึกษาด้านบัญชี และวางแผนภาษี,2/3 หมู่ที่ 15  ต.บางครุ อ.พระประแดง จ.สมุทรปราการ 10130
70 ,0115558011482,บจ.บีเจเค อินชัวร์ จำกัด,5/6/2558," 1,000,000 ",กิจการบริหารและสนับสนุน โดยการให้คำปรึกษาแนะนำ และวางแผนทางด้านการเงิน,14/3 หมู่ที่ 5 ถนนเพชรหึงษ์  ต.บางกอบัว อ.พระประแดง จ.สมุทรปราการ 10130
71 ,0115558012578,บจ.โฟร์ดับบลิว  ไวร์คัท เอ็นจิเนียริ่ง จำกัด,18/6/2558," 1,000,000 ",ประกอบธุรกิจทางด้านออกแบบจำหน่ายชิ้นส่วนอะไหล่เครื่องจักรทุกชนิดทุกประเภท,74/11 หมู่ที่ 8  ต.สำโรงกลาง อ.พระประแดง จ.สมุทรปราการ 10130
72 ,0115558011407,บจ.โพธิ์รัตน์ เอส.เค. จำกัด,4/6/2558," 1,000,000 ",ให้บริการรับเหมาค่าแรงงานทุกประเภท,24/107 หมู่ที่ 12  ต.บางหัวเสือ อ.พระประแดง จ.สมุทรปราการ 10130
73 ,0115558013337,บจ.บ้านทรัพย์ดาว จำกัด,29/6/2558," 1,000,000 ",ประกอบกิจกรรมประมงทะเล,100 ถนนท้ายบ้าน  ต.ปากน้ำ อ.เมืองสมุทรปราการ จ.สมุทรปราการ 10270
74 ,0115558012128,บจ.อี้-ฮุย รีนิว จำกัด,12/6/2558," 1,000,000 ",ประกอบกิจการเหมืองแร่ โรงงานถลุงแร่ แยกแร่ แปรสภาพแร่ หลอมแร่ วิเคราะห์,6/5 หมู่ที่ 7  ต.บางเมือง อ.เมืองสมุทรปราการ จ.สมุทรปราการ 10270
75 ,0113558003593,หจ.นิราดา,25/6/2558," 1,000,000 ",ประกอบกิจการผลิตขายปลีกขายส่งเสื้อผ้าเครื่องแต่งกายกระเป๋ารองเท้า,3637 หมู่ที่ 1  ต.สำโรงเหนือ อ.เมืองสมุทรปราการ จ.สมุทรปราการ 10270
76 ,0115558013191,บจ.ฮาชิ บิวตี้ คอสเมด จำกัด,26/6/2558," 1,000,000 ",ประกอบกิจการผลิตเครื่องสำอางและอาหารเสริม,2 ซอย35(อัศวนนท์ 2) ถนนสุขุมวิท  ต.ปากน้ำ อ.เมืองสมุทรปราการ จ.สมุทรปราการ 10270
77 ,0115558012624,บจ.กรีน ซัพพลาย เอ็นจิเนียริ่ง จำกัด,19/6/2558," 1,000,000 ",ประกอบกิจการประกอบชิ้นส่วนอิเลคทรอนิคส์,88/364 หมู่ที่ 8  ต.เทพารักษ์ อ.เมืองสมุทรปราการ จ.สมุทรปราการ 10270
78 ,0115558012349,บจ.พีเอเอ็น อินเตอร์เทรด แอนด์ ซัพพลาย จำกัด,16/6/2558," 1,000,000 ",ประกอบกิจการค้าระบบไฟฟ้าทุกชนิดทุกประเภทและงานติดตั้ง,80/89 หมู่ที่ 6  ต.บางเมืองใหม่ อ.เมืองสมุทรปราการ จ.สมุทรปราการ 10270
79 ,0115558012667,บจ.สตางค์ทองพันธุ์ชั่งการโยธา จำกัด,19/6/2558," 1,000,000 ",ประกอบกิจการรับเหมาก่อสร้างอาคารพาณิชย์ อาคารที่พักอาศัย สถานที่ทำการ,234/192 หมู่บ้านกิตตินครสมุทรปราการ หมู่ที่ 7 ซอย13 ถนนสุขุมวิท  ต.ท้ายบ้านใหม่ อ.เมืองสมุทรปราการ จ.สมุทรปราการ 10270
80 ,0115558012527,บจ.รุ่ง อานนท์ เอ็นจิเนียริ่ง (2015) จำกัด,17/6/2558," 1,000,000 ",ประกอบกิจการรับเหมาก่อสร้าง,6/35 หมู่ที่ 5 ซอยด่านสำโรง 11  ต.สำโรงเหนือ อ.เมืองสมุทรปราการ จ.สมุทรปราการ 10270
81 ,0115558012411,บจ.เทพวิษณุรักษ์ จำกัด,16/6/2558," 1,000,000 ",รับเหมาก่อสร้าง,80/243 หมู่ที่ 5  ต.บางเมืองใหม่ อ.เมืองสมุทรปราการ จ.สมุทรปราการ 10270
82 ,0115558011318,บจ.ว.อุดม ก่อสร้าง จำกัด,4/6/2558," 1,000,000 ",ประกอบกิจการรับเหมาก่อสร้างอาคาร อาคารพาณิชย์ อาคารที่พักอาศัย ถนน สะพาน เขื่อนและงานก่อสร้างอื่นทุก,116/62 หมู่ที่ 4  ต.บางเมือง อ.เมืองสมุทรปราการ จ.สมุทรปราการ 10270
83 ,0115558012217,บจ.พงษ์ภาเธียร จำกัด,15/6/2558," 1,000,000 ",จำหน่ายรถยนต์มือสอง,17/1 ซอย27 (บุญศิริ 4/1) ถนนสุขุมวิท  ต.ปากน้ำ อ.เมืองสมุทรปราการ จ.สมุทรปราการ 10270
84 ,0115558013124,บจ.อู่สมชัย เซอร์วิส จำกัด,25/6/2558," 1,000,000 ",ประกอบกิจการรับบริการซ่อมปะผุเคาะพ่นสีซ่อมเครื่องและช่วงล่างรถยนต์,38/50 หมู่ที่ 9  ต.บางเมืองใหม่ อ.เมืองสมุทรปราการ จ.สมุทรปราการ 10270
85 ,0115558012136,บจ.สาโรจน์ ออโต้กลาส จำกัด,12/6/2558," 1,000,000 ",ให้บริการรับซ่อมแซมบำรุงรักษายานพาหนะทุกประเภท,7/20 หมู่ที่ 7  ต.เทพารักษ์ อ.เมืองสมุทรปราการ จ.สมุทรปราการ 10270
86 ,0113558003526,หจ.ภัทร์ภัณฑ์ กลการ,23/6/2558," 1,000,000 ",ขายปลีกชิ้นส่วนเครื่องยนต์,5/29 หมู่ที่ 8  ต.สำโรงเหนือ อ.เมืองสมุทรปราการ จ.สมุทรปราการ 10270
87 ,0115558013043,บจ.บีแลนด์ อินเตอร์เทรด จำกัด,24/6/2558," 1,000,000 ",จำหน่ายผลไม้อบแห้งทุกชนิด,234/10 หมู่ที่ 6  ต.บางเมือง อ.เมืองสมุทรปราการ จ.สมุทรปราการ 10270
