นิติบุคคลจัดตั้งเดือนกรกฎาคม  2558,,,,,,
ทั่วประเทศ,,,,,,
ที่,เลขทะเบียน,ชื่อนิติบุคคล,"วันที่
จดทะเบียน"," ทุนจดทะเบียน
(บาท) ",รายละเอียดวัตถุประสงค์,ที่ตั้งสำนักงานใหญ่
75,0205558020901,บจ.บ้าน นอร์เวย์ เซอร์วิส จำกัด,23/7/2558," 2,000,000 ",ประกอบกิจการรับจองโรงแรม ห้องพัก,391/9 หมู่ที่ 10  ต.หนองปรือ อ.บางละมุง จ.ชลบุรี 20150
76,0205558020952,บจ.โอเชี่ยน มิราเคิล จำกัด,23/7/2558," 2,000,000 ",ประกอบกิจการให้บริการดำน้ำ รับสอนดำน้ำ,77/238 หมู่ที่ 1  ต.หนองปรือ อ.บางละมุง จ.ชลบุรี 20150
77,0205558020961,บจ.เนเชอรัลรี โกรน จำกัด,23/7/2558," 2,000,000 ",การทำฟาร์ม ออร์แกนิค อควาโปนิกส์ผสมผสานระหว่างการเพาะปลูกและการเพาะเลี้ยงสัตร์น้ำ,21/175 หมู่ที่ 10 หมู่บ้านโชคชัยการ์เด้นโฮม 2  ต.หนองปรือ อ.บางละมุง จ.ชลบุรี 20150
78,0205558021258,บจ.อเวนิว บีช โฮเทล จำกัด,27/7/2558," 2,000,000 ",ประกอบกิจการให้เช่าห้องพัก เกทส์เฮ้าส์ จัดหาห้องพักให้กับนักท่องเที่ยว บริการอินเตอร์เน็ต,334/110 หมู่ที่ 12  ต.หนองปรือ อ.บางละมุง จ.ชลบุรี 20150
79,0205558021282,บจ.ซูลูชั่น บิสซิเนส เอเซีย จำกัด,27/7/2558," 2,000,000 ",ประกอบธุรกิจงานบริการเพื่อสุขภาพและเสริมความงาม,20/158-159 ห้องบี1 หมู่ที่ 10  ต.หนองปรือ อ.บางละมุง จ.ชลบุรี 20150
80,0205558021304,บจ.มูกิฮานะ(ไทยแลนด์) จำกัด,27/7/2558," 2,000,000 ",ประกอบกิจการการผลิตและจำหน่ายอาหาร ขนมปังและของหวานพร้อมเครื่องดื่ม,222/109 หมู่ที่ 9  ต.หนองปรือ อ.บางละมุง จ.ชลบุรี 20150
81,0205558021321,บจ.ยัวร์ ไกด์ ไลน์ จำกัด,27/7/2558," 2,000,000 ",ประกอบกิจการขายตั๋วเครื่องบินทั้งในและนอกประเทศ,336/5 หมู่ที่ 9  ต.หนองปรือ อ.บางละมุง จ.ชลบุรี 20150
82,0205558021461,บจ.มิราแม็กซ์ อินเตอร์เนชั่นแนล (บีเคเค) จำกัด,28/7/2558," 2,000,000 ",ประกอบกิจการให้คำปรึกษาด้านการเงิน การลงทุน และจัดหาเงินทุนซื้อ ขาย,202/132 หมู่ที่ 9  ต.หนองปรือ อ.บางละมุง จ.ชลบุรี 20150
83,0205558021525,บจ.สยาม พร็อพเพอร์ตี้  เมนเทนแนนซ์ จำกัด,29/7/2558," 2,000,000 ",การให้เช่า การขาย การซื้อและดำเนินการด้านอสังหาริมทรัพย์,434/66 หมู่ที่ 12  ต.หนองปรือ อ.บางละมุง จ.ชลบุรี 20150
84,0205558021541,บจ.ไทย พรอพเพอร์ตี้ แคร์ จำกัด,29/7/2558," 2,000,000 ",ผลิต ออกแบบและจัดวางระบบเว็บไซต์ ตลอดจนรับผลิต ออกแบบ สื่อโฆษณาที่เกี่ยวข้อง,391/161 หมู่ที่ 10  ต.หนองปรือ อ.บางละมุง จ.ชลบุรี 20150
85,0205558021584,บจ.เมด อิน สุด จำกัด,29/7/2558," 2,000,000 ",การบริการจัดหาอาหารและเครื่องดื่ม รวมถึง ไอศกรีมและเค้ก กาแฟ,410/9 หมู่ที่ 12  ต.หนองปรือ อ.บางละมุง จ.ชลบุรี 20150
86,0205558021185,บจ.เอเอเอ็ม หนองชาก จำกัด,27/7/2558," 2,000,000 ",ประกอบกิจการซื้อ ขาย ให้เช่า เช่าซื้อ รถจักรยานยนต์และรถยนต์,9/38 หมู่ที่ 3  ต.หนองชาก อ.บ้านบึง จ.ชลบุรี 20170
87,0205558021568,บจ.ดับบลิวบี (ไทยแลนด์) จำกัด,29/7/2558," 2,000,000 ",ประกอบกิจการรับจ้าง ออกแบบ ผลิต และซ่อมแซม แม่พิมพ์ และเครื่องจักรต่างๆ,201/4 หมู่ที่ 2  ต.หนองบอนแดง อ.บ้านบึง จ.ชลบุรี 20170
88,0205558021266,บจ.บัญชร คอนสตรัคชั่น 2015 จำกัด,27/7/2558," 2,000,000 ",รับเหมาก่อสร้าง อาคารพาณิชย์ อาคารที่พักอาศัย,134/106 หมู่ที่ 6  ต.พลูตาหลวง อ.สัตหีบ จ.ชลบุรี 20180
89,0205558019482,บจ.ฮันชิน เนจิ (ประเทศไทย) จำกัด,9/7/2558," 2,000,000 ",ค้าสลักภัณฑ์ ชิ้นส่วน และอะไหล่,99/78 หมู่ที่ 10  ต.หนองขาม อ.ศรีราชา จ.ชลบุรี 20210
90,0205558020316,บจ.ไอยะ เจ โฮม จำกัด,17/7/2558," 2,000,000 ",ประกอบกิจการก่อสร้างอาคารที่พักอาศัย อาคารพาณิชย์ อาคารชุด คอนโดมิเนียม อพาร์เม้นท์เพื่อให้เช่า ขาย,188/154 หมู่ที่ 1  ต.หนองขาม อ.ศรีราชา จ.ชลบุรี 20210
91,0205558018818,บจ.โอเอซิส เซอร์วิส แอนด์ ซัพพลาย จำกัด,1/7/2558," 2,000,000 ",ประกอบกิจการโรงน้ำแข็ง,122/201 หมู่ที่ 2  ต.บึง อ.ศรีราชา จ.ชลบุรี 20230
92,0205558020073,บจ.ทวิน โลจิสติกส์ จำกัด,15/7/2558," 2,000,000 ",ประกอบกิจการตัวแทนนำเข้าหรือจำหน่ายรถบรรทุกใหม่ รถบรรทุกใช้แล้วทุกประเภท,106/39 หมู่ที่ 9  ต.ทุ่งสุขลา อ.ศรีราชา จ.ชลบุรี 20230
93,0205558020332,บจ.พรอำไพรุ่งเรือง คอนสตรัคชั่น จำกัด,17/7/2558," 2,000,000 ",ประกอบกิจการรับจ้างขนส่งบรรทุกพืชผลทางการเกษตรทุกชนิด,999/9 หมู่ที่ 6  ต.บ่อวิน อ.ศรีราชา จ.ชลบุรี 20230
94,0205558020464,บจ.มันเดย์ คลีนนิ่ง แอนด์ เอ็นจิเนียริ่ง จำกัด,20/7/2558," 2,000,000 ",ประกอบกิจการให้บริการทำความสะอาด อาคาร และโรงงานอุตสาหกรรมต่างๆ,285/34 หมู่ที่ 5 ถนนบ่อวินอ่าวอุดม  ต.บ่อวิน อ.ศรีราชา จ.ชลบุรี 20230
95,0205558018745,บจ.เจมส์ เทรดเดอร์ จำกัด,1/7/2558," 2,000,000 ",ประกอบกิจการจำหน่ายสินค้าเกี่ยวกับเครื่องประดับ อัญมณีต่างๆ,144/3 หมู่ที่ 12 ซอยนาจอมเทียน 3 (ห้องที่ 2 ซ้ายมือ)  ต.นาจอมเทียน อ.สัตหีบ จ.ชลบุรี 20250
96,0205558019130,บจ.เอ.อี.ซี. ทวีทรัพย์ จำกัด,3/7/2558," 2,000,000 ",ประกอบกิจการร้านอาหาร ไอศครีม เบเกอรี่ เครื่องดื่มทุกชนิด ภัตตาคารบาร์ ไนท์คลับ,70/24 หมู่ที่ 2  ต.นาจอมเทียน อ.สัตหีบ จ.ชลบุรี 20250
97,0205558020065,บจ.จีเวลลี่ คอร์เปอร์เรชั่น จำกัด,15/7/2558," 2,000,000 ",ซื้อจัดหา รับ เช่า เช่าซื้อถือกรรมสิทธิ์ ครอบครอง ปรับปรุงใช้ และจัดการโดยประการอื่นซึ่งทรัพย์สินใดๆ,65/30 หมู่ที่ 2  ต.นาจอมเทียน อ.สัตหีบ จ.ชลบุรี 20250
98,0205558020707,บจ.ดาราวดี จำกัด,22/7/2558," 2,000,000 ",ประกอบกิจการซื้อ ขาย เช่า ให้เช่า จำนอง ที่ดิน บ้าน คอนโดมิเนียม โรงแรมอาคารพาณิชย์,333/14 หมู่ที่ 1  ต.นาจอมเทียน อ.สัตหีบ จ.ชลบุรี 20250
99,0205558018923,บจ.ศรีสำราญ เทรเวล พัทยา จำกัด,1/7/2558," 1,400,000 ",ประกอบกิจการบริการรถยนต์ให้เช่า ทุกชนิดทุกประเภท,114/6 หมู่ที่ 2  ต.ตะเคียนเตี้ย อ.บางละมุง จ.ชลบุรี 20150
100,0205558019440,บจ.สหพชร เอ็นจิเนียริ่ง จำกัด,8/7/2558," 1,200,000 ",การก่อสร้างที่พักอาศัย,134/23 หมู่ที่ 5  ต.บึง อ.ศรีราชา จ.ชลบุรี 20230
101,0203558003495,หจ.เค.เอส.เอ็น. พรีซิชั่น ทูลส์,2/7/2558," 1,000,000 ",รับจ้างผลิตชิ้นงาน ชิ้นส่วนเครื่องจักร เครื่องมือ และรับจ้างผลิตชิ้นส่วนของอะไหล่เครื่องจักร,58/14 หมู่ที่ 2  ต.สำนักบก อ.เมืองชลบุรี จ.ชลบุรี 20000
102,0203558003509,หจ.เอ.ซี.โฟร์คลิฟท์ แอนด์ เซอร์วิส,2/7/2558," 1,000,000 ",ประกอบกิจการซื้อ ขาย ให้เช่า รถโฟร์คลิฟท์ใหม่ และมือสองทุกประเภท,262/4 ซอยหลังตลาดบุรีบริบาล  ต.บางปลาสร้อย อ.เมืองชลบุรี จ.ชลบุรี 20000
103,0203558004009,หจ.ฑีฆาโชค โมเดิร์น เฮ้าส์,29/7/2558," 1,000,000 ",รับเหมาก่อสร้างอาคารพาณิชย์ โยธาทุกประเภท โครงการจัดสรรที่ดินพร้อมสิ่งปลูกสร้าง,111/42 หมู่ที่ 4  ต.สำนักบก อ.เมืองชลบุรี จ.ชลบุรี 20000
104,0205558018842,บจ.ไทยเน็ตเวิร์ค ไอทีเซอร์วิส จำกัด,1/7/2558," 1,000,000 ",การบริการงานสินค้า และบริการทางด้านไอที ครบวงจร ศูนย์บริการไอที และติดตั้งระบบเทคโนโลยีสารสนเทศ,99/36 ห้องเลขที่ A3 ชั้นที่ 1 หมู่ที่ 6  ต.ดอนหัวฬ่อ อ.เมืองชลบุรี จ.ชลบุรี 20000
105,0205558018885,บจ.พลธนาพูล จำกัด,1/7/2558," 1,000,000 ",ประกอบกิจการบริการออกแบบสระว่ายน้ำ และสร้างสระว่ายน้ำทุกชนิด รวมทั้งบริการซ่อมแซมดูแล,12/10 หมู่ที่ 4  ต.หนองข้างคอก อ.เมืองชลบุรี จ.ชลบุรี 20000
106,0205558018893,บจ.อีสเตอร์ ดิสทริบิวชั่น จำกัด,1/7/2558," 1,000,000 ",ประกอบกิจการการขายส่งผลิตภัณฑ์อาหารอื่นๆ ซึ่งมิได้จัดประเภทไว้ในที่อื่น,39/21 หมู่ที่ 3  ต.หนองรี อ.เมืองชลบุรี จ.ชลบุรี 20000
107,0205558019067,บจ.ทศวรรษ โลจิสติกส์ จำกัด,3/7/2558," 1,000,000 ",ประกอบกิจการ ขนส่งสินค้า ทุกชนิดทุกประเภท รวมทั้งคนโดยสาร,66/76 หมู่ที่ 9  ต.นาป่า อ.เมืองชลบุรี จ.ชลบุรี 20000
108,0205558019407,บจ.ณริช สตีล เวอร์ค จำกัด,8/7/2558," 1,000,000 ",ประกอบกิจการรับเหมางานเหล็ก งานโครงสร้าง งานก่อสร้างทุกประเภท,66/59 หมู่ที่ 4  ต.คลองตำหรุ อ.เมืองชลบุรี จ.ชลบุรี 20000
109,0205558019717,บจ.ไอซ์ เทอราพี แอนด์ บิสโตร จำกัด,10/7/2558," 1,000,000 ",ประกอบกิจการผลิต จำหน่าย อาหาร เครื่องดื่ม และอาหารเสริมเพื่อสุขภาพ ทุกชนิด,395/3 หมู่ที่ 5  ต.บ้านสวน อ.เมืองชลบุรี จ.ชลบุรี 20000
110,0205558019865,บจ.พรพัฒน์ เอ็นจิเนียริ่ง จำกัด,14/7/2558," 1,000,000 ",ประกอบกิจการรับปรึกษาออกแบบรับเหมาก่อสร้างทุกชนิด,46/16 หมู่ที่ 6  ต.บ้านสวน อ.เมืองชลบุรี จ.ชลบุรี 20000
111,0205558019911,บจ.เอ็มดี แอนด์ โอ เทรดดิ้ง จำกัด,14/7/2558," 1,000,000 ",ประกอบกิจการจำหน่ายอุปกรณ์ เครื่องมือเครื่องใช้ในโรงงานอุตสาหกรรมทุกชนิด,29/9 หมู่ที่ 7  ต.นาป่า อ.เมืองชลบุรี จ.ชลบุรี 20000
112,0205558020090,บจ.สหชัย ดิจิตอล จำกัด,15/7/2558," 1,000,000 ",ประกอบกิจการรับจ้างติดตั้ง บำรุงรักษาจานดาวเทียม เคเบิล อินเตอร์เน็ต กล้องวงจรปิด,56/2 หมู่ที่ 6 ถนนเศรษฐกิจ  ต.บ้านสวน อ.เมืองชลบุรี จ.ชลบุรี 20000
113,0205558020146,บจ.พีพีเอส อินดัสทรี (ไทยแลนด์) จำกัด,16/7/2558," 1,000,000 ",ประกอบกิจการนำเข้า ซื้อขาย แผ่นอลูมิเนียมหลังคาอลูมิเนียมเครื่องมือเครื่องใช้โรงงานทุกประเภท,515/45 หมู่ที่ 5  ต.บ้านสวน อ.เมืองชลบุรี จ.ชลบุรี 20000
114,0205558020189,บจ.พูลสวัสดิ์กุลขนส่ง จำกัด,16/7/2558," 1,000,000 ",ประกอบกิจการขนส่งทุกชนิด,72/73 หมู่ที่ 1  ต.นาป่า อ.เมืองชลบุรี จ.ชลบุรี 20000
115,0205558020251,บจ.เอสวีอาร์ ศิวรัณย์ซัพพลายแอนด์เซอร์วิส จำกัด,17/7/2558," 1,000,000 ",ประกอบกิจการจัดทำบรรจุภัณฑ์ประเภทกล่องกระดาษ กล่องพลาสติก ถุงพลาสติก พาเลทไม้,40/63 หมู่ที่ 9  ต.นาป่า อ.เมืองชลบุรี จ.ชลบุรี 20000
116,0205558020367,บจ.คอนซูม จำกัด,17/7/2558," 1,000,000 ",บริการนำเข้าและส่งออก สินค้าทุกประเภท,222/72 หมู่ที่ 4  ต.นาป่า อ.เมืองชลบุรี จ.ชลบุรี 20000
117,0205558020391,บจ.มณีพงพันธ์ พร็อพเพอร์ตี้ จำกัด,20/7/2558," 1,000,000 ",ประกอบกิจการธุรกิจโรงแรม ให้บริการห้องพัก จำหน่ายอาหาร เครื่องดื่ม และเครื่องบริโภคอื่น,20/1 หมู่ที่ 12  ต.นาป่า อ.เมืองชลบุรี จ.ชลบุรี 20000
118,0205558020618,บจ.นวจักร ออโตเมชั่น จำกัด,21/7/2558," 1,000,000 ",กิจการให้บริการจัดการ เป็นที่ปรึกษา เขียนแบบออกแบบ เขียนโปรแกรมหรือพัฒนางานงานระบบควบคุมเครื่องจักร,111/161 หมู่ที่ 8  ต.นาป่า อ.เมืองชลบุรี จ.ชลบุรี 20000
119,0205558020651,บจ.โอแกนิก จำกัด,21/7/2558," 1,000,000 ",กิจการค้าปุ๋ยอินทรีย์ ปุ๋ยชีวภาพ ปุ๋ยหมัก รวมถึงหมักด้วยจุลินทรีย์ ปุ๋ยที่ทำจากขี้ใส้เดือน น้ำยาเคมี,98/42 หมู่ที่ 3  ต.ดอนหัวฬ่อ อ.เมืองชลบุรี จ.ชลบุรี 20000
120,0205558020740,บจ.อีแคร์ บิวตี้ จำกัด,22/7/2558," 1,000,000 ",ประกอบกิจการซื้อขายอุปกรณ์ เครื่องมือ สินค้าเกี่ยวกับความงาม เครื่องสำอาง ทุกชนิด,99/11 หมู่ที่ 3  ต.บ้านสวน อ.เมืองชลบุรี จ.ชลบุรี 20000
121,0205558020910,บจ.บูรพา คลีน แอนด์ เซอร์วิส จำกัด,23/7/2558," 1,000,000 ",ประกอบกิจการจำหน่ายอุปกรณ์ทำความสะอาดทุกชนิด,199/309 หมู่ที่ 1  ต.หนองไม้แดง อ.เมืองชลบุรี จ.ชลบุรี 20000
122,0205558021142,บจ.ก้องปัญญาทรัพย์ จำกัด,24/7/2558," 1,000,000 ",ประกอบกิจการเป็นตัวแทนจำหน่ายสินค้าเพื่อการอุปโภค และสินค้าเพื่อการบริโภคทุกชนิดทุกประเภท,72/617 หมู่ที่ 1  ต.นาป่า อ.เมืองชลบุรี จ.ชลบุรี 20000
123,0203558003444,หจ.อังคณาวิศัลย์ ช็อป,1/7/2558," 1,000,000 ",ประกอบธุรกิจรับเป็นผู้บริหารงานร้านเซเว่น-อีเลฟเว่น,25/171 หมู่ที่ 3  ต.สุรศักดิ์ อ.ศรีราชา จ.ชลบุรี 20110
124,0203558003592,หจ.กาญจน์เจริญทรัพย์,8/7/2558," 1,000,000 ",ประกอบกิจการจำหน่าย ตัด เย็บ  ผ้า เศษผ้า ผ้าเย็บวนทุกประเภท,88/162 หมู่ที่ 9  ต.สุรศักดิ์ อ.ศรีราชา จ.ชลบุรี 20110
125,0205558019059,บจ.โปร นัมเบอร์ วัน จำกัด,3/7/2558," 1,000,000 ",ประกอบกิจการรับเหมาก่อสร้างต่อเติมอาคารต่างๆ ของภาครัฐและเอกชน,97/44 หมู่ที่ 7  ต.สุรศักดิ์ อ.ศรีราชา จ.ชลบุรี 20110
126,0205558019211,บจ.เอดับบลิวพี ซัพพลาย แอนด์ เทรดดิ้ง จำกัด,6/7/2558," 1,000,000 ",บริการรับขนส่งสินค้าภายประเทศทุกชนิด,350/108 หมู่ที่ 8  ต.สุรศักดิ์ อ.ศรีราชา จ.ชลบุรี 20110
127,0205558019245,บจ.สยาม พาร์ทส์ แอนด์ มิสค์ จำกัด,6/7/2558," 1,000,000 ",การขายส่งขายปลีกวัสดุอุปกรณ์สิ้นเปลืองโรงงาน ได้แก่ ถุงมือผ้า กระดาษ น็อต หินเจียรและสิ้นเปลืองอื่นๆ,99/21 หมู่ที่ 2  ต.สุรศักดิ์ อ.ศรีราชา จ.ชลบุรี 20110
128,0205558019270,บจ.พรีเมียร์ อินเตอร์เทค จำกัด,6/7/2558," 1,000,000 ",ประกอบกิจการค้า เครื่องจักร เครื่องมือ ทางการเกษตรและอุปกรณ์ ทางการเกษตร ทุกชนิด,151/64 หมู่ที่ 7  ต.สุรศักดิ์ อ.ศรีราชา จ.ชลบุรี 20110
129,0205558019521,บจ.เพชรรัตน์ แมชชีนเนอร์รี่ จำกัด,9/7/2558," 1,000,000 ",รับออกแบบและรับทำชิ้นส่วนแม่พิมพ์ ชิ้นส่วนเครื่องจักรและออกแบบอุปกรณ์จับยึดชิ้นงาน,126/61 หมู่ที่ 7  ต.สุรศักดิ์ อ.ศรีราชา จ.ชลบุรี 20110
130,0205558019555,บจ.สยามไบร์ท เอ็นเทอร์ไพร์ส จำกัด,9/7/2558," 1,000,000 ",ประกอบกิจการนำสินค้าเข้า-ออก ตามพิธีกรมศุลกากร,206/14 หมู่ที่ 9  ต.สุรศักดิ์ อ.ศรีราชา จ.ชลบุรี 20110
131,0205558019563,บจ.ว.เวชชิรารัตน์ เซอร์วิส จำกัด,9/7/2558," 1,000,000 ",ประกอบกิจการจำหน่ายวัสดุสิ้นเปลือง อุปกรณ์ที่ใช้ในโรงงาน อะไหล่และเครื่องมือเครื่องจักรทุกชนิด,99/217 หมู่ที่ 7  ต.สุรศักดิ์ อ.ศรีราชา จ.ชลบุรี 20110
132,0205558019989,บจ.บิ๊ก เอ็นจิเนียริ่ง แอนด์ เซอร์วิส จำกัด,14/7/2558," 1,000,000 ",ประกอบกิจการรับซ่อมมอเตอร์ไฟฟ้า เครื่องสูบน้ำ ปั๊มน้ำไฟฟ้า อุปกรณ์ เครื่องแปลงไฟฟ้า เครื่องกำเนิดไฟฟ,888/11 หมู่ที่ 8  ต.สุรศักดิ์ อ.ศรีราชา จ.ชลบุรี 20110
133,0205558020413,บจ.แม๊กซ์ คอฟฟี่ แอนด์ อินเตอร์เทรดดิ้ง จำกัด,20/7/2558," 1,000,000 ",ประกอบกิจการผลิตและจำหน่ายสินค้าเพื่อการส่งออก,415/41 หมู่ที่ 3  ต.สุรศักดิ์ อ.ศรีราชา จ.ชลบุรี 20110
134,0205558020626,บจ.ณัฎฐมาศ จำกัด,21/7/2558," 1,000,000 ",ประกอบกิจการผลิตภาพยนต์และวิดีทัศน์ทุกประเภท รายการวิทยุ โทรทัศน์ ละคร รายการบันเทิง,99/26 หมู่บ้านวิวไม้ 2 หมู่ที่ 3 ถนนเก้ากิโล  ต.สุรศักดิ์ อ.ศรีราชา จ.ชลบุรี 20110
135,0205558021061,บจ.อาเวียน่า จำกัด,24/7/2558," 1,000,000 ",จำหน่ายเครื่องสำอางและอุปกรณ์เสริมความงามทุกชนิด และให้บริการเสริมความงามทุกประเภท,20/39 หมู่ที่ 1  ต.สุรศักดิ์ อ.ศรีราชา จ.ชลบุรี 20110
136,0205558021100,บจ.บีพี อินดิเพนเด้นท์ มารีน อินสเปคเตอร์ (2015) จำกัด,24/7/2558," 1,000,000 ",ประกอบกิจการเป็นตัวแทนในการตรวจสอบสินค้า วัตถุดิบ น้ำมันดิบ เคมีภัณฑ์และสินค้าทางการเกษตร,213/484 หมู่ที่ 5  ต.สุรศักดิ์ อ.ศรีราชา จ.ชลบุรี 20110
137,0205558021223,บจ.วินบอร์น ทรานสปอร์ต จำกัด,27/7/2558," 1,000,000 ",ประกอบกิจการขนส่งและขนถ่ายสินค้าและคนโดยสาร ทุกชนิดทุกประเภท,75/1 หมู่ที่ 4  ต.สุรศักดิ์ อ.ศรีราชา จ.ชลบุรี 20110
138,0205558021231,บจ.เอ็นจิเนียริ่ง โซลูชั่น แอนด์ เซอร์วิส จำกัด,27/7/2558," 1,000,000 ",ให้คำปรึกษาและออกแบบทางด้านวิศวกรรมทุกประเภท,567/30 หมู่บ้านผาแดง หมู่ที่ 4 ถนนสุขุมวิท  ต.สุรศักดิ์ อ.ศรีราชา จ.ชลบุรี 20110
139,0205558021622,บจ.ดิ เอ วิช จำกัด,29/7/2558," 1,000,000 ",กิจกรรมการบริการอื่น ๆ,144/31 หมู่ที่ 4    ต.หนองขาม   อ.ศรีราชา  จ.ชลบุรี 20110
140,0203558003762,หจ.เยาว์แอล,16/7/2558," 1,000,000 ",ให้ความรู้และฝึกอบรมภาษาอังกฤษ,42/4 ถนนบางแสนสาย 4 เหนือ  ต.แสนสุข อ.เมืองชลบุรี จ.ชลบุรี 20130
141,0203558003932,หจ.ยัวร์ดรีมเฟอร์นิเจอร์แอนด์เอ็นจิเนียร์ริ่ง,27/7/2558," 1,000,000 ",ออกแบบ สั่งซื้อ สั่งผลิต จำหน่าย ติดตั้ง เฟอร์นิเจอร์,9/249 หมู่ที่ 3  ต.เสม็ด อ.เมืองชลบุรี จ.ชลบุรี 20130
142,0205558019024,บจ.วาเลนไทน์ อ๊อฟเลิฟ จำกัด,2/7/2558," 1,000,000 ",รับถ่ายภาพ/เช่าชุดแต่งงาน/เช่าชุดในงานมงคลต่างๆ รวมถึงการจัดเลี้ยงทั้งในและนอกสถานที่,5/22 หมู่ที่ 4 ซอยชมศิริ  ต.ห้วยกะปิ อ.เมืองชลบุรี จ.ชลบุรี 20130
143,0205558019075,บจ.พีเคอาร์ กรุ๊ป คอร์ปอเรชั่น จำกัด,3/7/2558," 1,000,000 ",ประกอบกิจการค้า ซื้อ ขาย สินค้าอุปโภค บริโภค ทุกประเภท,114/30 หมู่ที่ 1  ต.เสม็ด อ.เมืองชลบุรี จ.ชลบุรี 20130
144,0205558019105,บจ.เบสต์ อินเตอร์เทรด คอนซัลติ้ง จำกัด,3/7/2558," 1,000,000 ",ประกอบกิจการจำหน่ายวัสดุสิ้นเปลือง อุปกรณ์ที่ใช้ในโรงงาน อะไหล่และเครื่องมือเครื่องจักรทุกชนิด,79/708 ถนนแสนสุข  ต.แสนสุข อ.เมืองชลบุรี จ.ชลบุรี 20130
145,0205558019121,บจ.เสริมดวง เอ็นจิเนียริ่ง แอนด์ เซอร์วิส จำกัด,3/7/2558," 1,000,000 ",รับเหมาก่อสร้างครบวงจร รับเหมาวางระบบ ติดตั้งซ่อมบำรุงระบบสาธารณูปโภค ระบบไฟฟ้าแรงดันต่ำและแรงดันสูง,4/17 ซอย1 ถนนสุขุมวิท  ต.ห้วยกะปิ อ.เมืองชลบุรี จ.ชลบุรี 20130
146,0205558019202,บจ.ทองคีรีทรัพย์ จำกัด,6/7/2558," 1,000,000 ",ประกอบกิจการกำจัดขยะทุกชนิด,1 ซอย8 ถนนบางแสนล่าง  ต.แสนสุข อ.เมืองชลบุรี จ.ชลบุรี 20130
147,0205558019342,บจ.เดอะ เบส แอคเคาน์ ซิสเต็ม จำกัด,7/7/2558," 1,000,000 ",บริการรับเป็นที่ปรึกษาในการบริหารงาน วางระบบบัญชี ภาษี โปรแกรม คอมพิวเตอร์,94/1 หมู่ที่ 1  ต.ห้วยกะปิ อ.เมืองชลบุรี จ.ชลบุรี 20130
148,0205558019822,บจ.แมกซ์ เมทัล อินเตอร์เนชั่นแนล จำกัด,14/7/2558," 1,000,000 ",ประกอบกิจการนำเข้าส่งออก วัตถุดิบ อะไหล่ ชิ้นส่วนเครื่องจักร เครื่องจักร ทองแดง เหล็ก และสารเคมี,8/13 ซอย3 (ถนนมิตรสัมพันธ์)  ต.แสนสุข อ.เมืองชลบุรี จ.ชลบุรี 20130
149,0205558019946,บจ.เคดับเบิ้ลยู  เอ็นจิเนียริ่ง จำกัด,14/7/2558," 1,000,000 ",การขายส่งเครื่องจักร อุปกรณ์ชนิดใช้ในงานอุตสาหกรรม,127/805 หมู่ที่ 3  ต.เสม็ด อ.เมืองชลบุรี จ.ชลบุรี 20130
150,0205558020154,บจ.พอยท์อีสท์ จำกัด,16/7/2558," 1,000,000 ",ซื้อขาย นำเข้าส่งออก ยารักษาโรค เวชภัณฑ์ เครื่องสำอาง เครื่องมือแพทย์ และอุปกรณ์เสริมความงาม,168/288 หมู่ที่ 3  ต.เสม็ด อ.เมืองชลบุรี จ.ชลบุรี 20130
151,0205558020197,บจ.เอชซี เน็ตเวิร์ค จำกัด,16/7/2558," 1,000,000 ",ประกอบกิจการรับเหมาแรงงานในกิจการต่างๆ ทั้งในและนอกประเทศ,12/3 หมู่ที่ 2  ต.เสม็ด อ.เมืองชลบุรี จ.ชลบุรี 20130
152,0205558020243,บจ.พสิษฐ์ บรรจุภัณฑ์ จำกัด,17/7/2558," 1,000,000 ",ประกอบกิจการผลิตและจำหน่ายกล่องบรรจุภัณฑ์,188/271 หมู่ที่ 4  ต.เสม็ด อ.เมืองชลบุรี จ.ชลบุรี 20130
153,0205558020782,บจ.อาร์พี  คอนเวอร์ซานท์ จำกัด,22/7/2558," 1,000,000 ",กลึง กัด ขึ้นรูป ทำแม่พิมพ์ยาง แม่พิมพ์พลาสติก ทุกชนิด ติดตั้ง แก้ไข ซ่อมบำรุง เครื่องจักร ทุกชนิด,199/124 หมู่ที่ 5  ต.ห้วยกะปิ อ.เมืองชลบุรี จ.ชลบุรี 20130
154,0205558020839,บจ.ไพร์ม เซิร์ฟ แอนด์ โซลูชั่น จำกัด,22/7/2558," 1,000,000 ",ประกอบกิจการค้าเกี่ยวกับระบบทำความเย็น ระบบระบายความร้อนของเครื่องจักรในโรงงานอุตสาหกรรม,88/210 หมู่ที่ 1  ต.เหมือง อ.เมืองชลบุรี จ.ชลบุรี 20130
155,0205558020936,บจ.บูรพาอีเวนท์ จำกัด,23/7/2558," 1,000,000 ",ประกอบกิจการจัดงานออแกไนท์ จัดดนตรี จัดคอนเสริ์ต จัดเวที แสงสีเสียง คาราโอเกะ,23/53 หมู่ที่ 4  ต.บ้านปึก อ.เมืองชลบุรี จ.ชลบุรี 20130
156,0205558020979,บจ.พี.เอส.วาย.ซัพพลาย (2015) จำกัด,23/7/2558," 1,000,000 ",ประกอบกิจการผลิตและจำหน่ายเคมีภัณฑ์อุตสาหกรรม,127/708 หมู่ที่ 3  ต.เสม็ด อ.เมืองชลบุรี จ.ชลบุรี 20130
