นิติบุคคลจัดตั้งเดือนกันยายน  2558,,,,,,,,
ทั่วประเทศ,,,,,,,,
ที่,เลขทะเบียน,ชื่อนิติบุคคล,"วันที่
จดทะเบียน"," ทุนจดทะเบียน
(บาท) ",รายละเอียดวัตถุประสงค์,ที่ตั้งสำนักงานใหญ่,,
151,0205558025504,บจ.ทีพีพี เอ-วัน อินเตอร์ จำกัด,8/9/2558," 1,000,000 ",ประกอบกิจการ รับจ้างติดตามทวงถามเร่งรัดหนี้สน,29 ซอยชนสุขา ถนนเจิมจอมพล  ต.ศรีราชา อ.ศรีราชา จ.ชลบุรี 20110,,
152,0205558025512,บจ.เอ็มดีแอล บาย มาดามลิซ่า จำกัด,9/9/2558," 1,000,000 ",ประกอบกิจการจำหน่ายปลีก-ส่ง เสื้อผ้าสำหรับบุรุษ สตรี เด็กทั้งชายและหญิง,15/229 หมู่ที่ 4  ต.สุรศักดิ์ อ.ศรีราชา จ.ชลบุรี 20110,,
153,0205558025521,บจ.เอแคร์ คาวาอิ บาย มาดาม ลิซ่า จำกัด,9/9/2558," 1,000,000 ",ประกอบกิจการจำหน่ายปลีก-ส่ง ผลิตภัณฑ์เครื่องสำอาง,15/229 หมู่ที่ 4  ต.สุรศักดิ์ อ.ศรีราชา จ.ชลบุรี 20110,,
154,0205558025636,บจ.ณพจิรา ทรานสปอร์ต จำกัด,9/9/2558," 1,000,000 ",ประกอบกิจการขนส่ง และขนถ่ายสินค้า,151/75 หมู่ที่ 7  ต.สุรศักดิ์ อ.ศรีราชา จ.ชลบุรี 20110,,
155,0205558025890,บจ.โคตรเพชร โลจิสติคส์ จำกัด,11/9/2558," 1,000,000 ",ประกอบกิจการรับจ้างขนส่งสินค้าทั่วราชอาณาจักร รับจ้างขนส่งตู้คอนเทนเนอร์ ให้บริการโลจิสติคส์,322/155 หมู่ที่ 8  ต.สุรศักดิ์ อ.ศรีราชา จ.ชลบุรี 20110,,
156,0205558025903,บจ.พีค ซัพพลาย แอนด์ เซอร์วิส จำกัด,11/9/2558," 1,000,000 ",การขายปลีกสินค้าทั่วไป และขายส่งสินค้าทั่วไป,155/35 หมู่ที่ 7  ต.สุรศักดิ์ อ.ศรีราชา จ.ชลบุรี 20110,,
157,0205558025997,บจ.อีเดน การ์เดนส์ แลนด์สเคปแอนด์เซอร์วิส จำกัด,14/9/2558," 1,000,000 ",ให้บริการดูแลสนามหญ้า ติดตั้งระบบสปริงเกอร์ ดูแลงานสวนแบบครบวงจร ให้คำปรึกษางานสวน งานโครงสร้าง ศาลา,119/19 หมู่ที่ 1  ต.สุรศักดิ์ อ.ศรีราชา จ.ชลบุรี 20110,,
158,0205558026004,บจ.พีเคเค อินเตอร์ ซิสเต็ม จำกัด,14/9/2558," 1,000,000 ",ประกอบกิจการออกแบบ ผลิต จำหน่าย และติดตั้งระบบไฟฟ้า ซ่อมบำรุงระบบโรงงานอุตสาหกรรม,144/11 หมู่ที่ 7  ต.สุรศักดิ์ อ.ศรีราชา จ.ชลบุรี 20110,,
159,0205558026080,บจ.ที บิ้ว อินเตอร์เนชั่นแนล จำกัด,14/9/2558," 1,000,000 ",ประกอบกิจการจำหน่ายผลิตภัณฑ์ อาหารเสริมเพื่อสุขภาพ และเครื่องสำอางค์ทุกชนิด,88/276 หมู่ที่ 9  ต.สุรศักดิ์ อ.ศรีราชา จ.ชลบุรี 20110,,
160,0205558026314,บจ.กัส อลูมินั่ม จำกัด,16/9/2558," 1,000,000 ",ประกอบกิจการรับติดตั้งกระจกอลูมิเนียม สแตนเลส เหล็ก อลูมิเนียมคอมโพสิตและงานที่เกี่ยวข้องกับสถาปัตย์,213/46 หมู่ที่ 5  ต.สุรศักดิ์ อ.ศรีราชา จ.ชลบุรี 20110,,
161,0205558026331,บจ.เอ็มพี เทค พรีซิชั่น จำกัด,16/9/2558," 1,000,000 ",ประกอบกิจการ ซื้อ-ขาย วัสดุ อุปกรณ์ เครื่องจักร เกี่ยวกับการก่อสร้างทุกชนิด,181/7 หมู่ที่ 10  ต.สุรศักดิ์ อ.ศรีราชา จ.ชลบุรี 20110,,
162,0205558026799,บจ.เอเอ็นซี ศรีราชา คอนสตรัคชั่น จำกัด,22/9/2558," 1,000,000 ",ประกอบกิจการรับเหมาก่อสร้างทุกประเภท,83/4 ถนนสุขุมวิท  ต.ศรีราชา อ.ศรีราชา จ.ชลบุรี 20110,,
163,0205558026845,บจ.กาญจนา รุ่งโรจน์กิจ 2015 จำกัด,22/9/2558," 1,000,000 ",ประกอบกิจการรับเหมาก่อสร้างอาคาร อาคารพาณิชย์ อาคารที่พักอาศัย สถานที่ทำการ,303/37 หมู่ที่ 8  ต.สุรศักดิ์ อ.ศรีราชา จ.ชลบุรี 20110,,
164,0205558026977,บจ.กฤตธรรม เทรดดิ๊งแอนด์คอนซัลแทนซ์ จำกัด,23/9/2558," 1,000,000 ",ประกอบกิจการบริการที่ปรึกษาและให้คำแนะนำปัญหาเกี่ยวกับด้านบริหารงานด้านการเงิน การจัดการ,99/169 หมู่ที่ 5  ต.สุรศักดิ์ อ.ศรีราชา จ.ชลบุรี 20110,,
165,0205558027001,บจ.ทู พิลลาร์ เอ็นจิเนียริ่ง แอนด์ คอนสตรัคชั่น จำกัด,24/9/2558," 1,000,000 ",ประกอบกิจการรับเหมาก่อสร้างอาคาร อาคารพาณิชย์ อาคารที่พักอาศัย และงานก่อสร้างอย่างอื่นทุกชนิด,91/23 หมู่ที่ 3  ต.สุรศักดิ์ อ.ศรีราชา จ.ชลบุรี 20110,,
166,0205558027337,บจ.โค ทา เซอร์วิส จำกัด,28/9/2558," 1,000,000 ",ประกอบกิจการให้เช่าห้องพักรายวันและรายเดือน,63 ถนนเจิมจอมพล  ต.ศรีราชา อ.ศรีราชา จ.ชลบุรี 20110,,
167,0205558027604,บจ.พลอยแพรทอง ทรานสปอร์ต จำกัด,29/9/2558," 1,000,000 ",ประกอบกิจการรับจ้างขนส่งสินค้าทุกชนิด บริการรับจ้างส่งบุคคล จากบุคคล คณะบุคคล นิติบุคคล ผู้ประกอบการ,100/34 หมู่ที่ 8  ต.เขาคันทรง อ.ศรีราชา จ.ชลบุรี 20110,,
168,0203558004785,หจ.สำเร็จ ด้วยกัน,15/9/2558," 1,000,000 ",ประกอบธุรกิจบริการรับเป็นที่ปรึกษา และให้คำแนะนำเกี่ยวกับด้านบริหารงานพาณิชยกรรม,9/163 หมู่ที่ 2  ต.เสม็ด อ.เมืองชลบุรี จ.ชลบุรี 20130,,
169,0205558024737,บจ.พันวา 333 จำกัด,2/9/2558," 1,000,000 ",ประกอบกิจการ ปลูกสร้างอาคารที่พักอาศัย อาคารพาณิชย์ อาคารชุด คอนโดมิเนียม อพาร์ทเม้น,27/60 ถนนบางแสนสาย 4 (ใต้)  ต.แสนสุข อ.เมืองชลบุรี จ.ชลบุรี 20130,,
170,0205558025181,บจ.นำสำเร็จ จำกัด,4/9/2558," 1,000,000 ",ประกอบกิจการรับเหมาก่อสร้าง รับจ้างถมที่ดิน ปรับที่ดิน ทุกชนิด,78/6 หมู่ที่ 5  ต.เหมือง อ.เมืองชลบุรี จ.ชลบุรี 20130,,
171,0205558025466,บจ.ชลไลฟ์ แอสเสท คอร์ปอเรชั่น จำกัด,8/9/2558," 1,000,000 ",ประกอบกิจการให้ รับซื้อ ขาย ฝากขาย เช่า บ้านอาคาร สถานที่ ที่ดินที่อยู่อาศัย สิ่งปลูกสร้างต่างๆ,9/7 หมู่ที่ 5  ต.เสม็ด อ.เมืองชลบุรี จ.ชลบุรี 20130,,
172,0205558025679,บจ.โปร คอนซัลแทนท์ จำกัด,9/9/2558," 1,000,000 ",ประกอบกิจการให้บริการให้คำปรึกษาด้านโลจิสติกส์,53/197 หมู่ที่ 6  ต.ห้วยกะปิ อ.เมืองชลบุรี จ.ชลบุรี 20130,,
173,0205558025857,บจ.เอสที โซลิด จำกัด,11/9/2558," 1,000,000 ",นำเข้า ชิ้นส่วน วัสดุ อุปกรณ์เครื่องจักร และเครื่องมือเครื่องใช้ ในโรงงานอุตสาหกรรมทุกประเภท,46/97 หมู่ที่ 7  ต.เสม็ด อ.เมืองชลบุรี จ.ชลบุรี 20130,,
174,0205558026039,บจ.บ้านมงคล การโยธา จำกัด,14/9/2558," 1,000,000 ",ประกอบกิจการรับเหมาก่อสร้าง และงานก่อสร้างอย่างอื่นทุกชนิด รวมทั้งรับงานโยธาทุกประเภท,125/9 ถนนเทศบาลพัฒนา 1  ต.เหมือง อ.เมืองชลบุรี จ.ชลบุรี 20130,,
175,0205558026098,บจ.กิตติพัทธ์ เบสท์ทรัค จำกัด,14/9/2558," 1,000,000 ",ประกอบกิจการค้าเครื่องดับเพลิง และอุปกรณ์ที่เกี่ยวข้อง,46/31 หมู่ที่ 1  ต.เสม็ด อ.เมืองชลบุรี จ.ชลบุรี 20130,,
176,0205558026365,บจ.สามมุข คอนสตรัคชั่น แอนด์ ซัพพลาย จำกัด,16/9/2558," 1,000,000 ",ประกอบกิจการรับจ้างเหมาแรงงานในกิจการทุกประเภท,15 ซอย4 ถนนบางแสน-อ่างศิลา  ต.แสนสุข อ.เมืองชลบุรี จ.ชลบุรี 20130,,
177,0205558026403,บจ.เพาเวอร์เฮ้าส์ อินเตอร์เนชั่นแนล จำกัด,17/9/2558," 1,000,000 ",ประกอบกิจการด้านรักษาความปลอดภัยต่างๆ ทุกชนิดทุกประเภท ทั้งในประเทศและต่างประเทศ,130/63 หมู่ที่ 5  ต.เหมือง อ.เมืองชลบุรี จ.ชลบุรี 20130,,
178,0205558026497,บจ.ทีเอ็นพี เทส คอร์ปอเรชั่น จำกัด,17/9/2558," 1,000,000 ",ให้คำปรึกษาด้านเทคนิคที่เกี่ยวข้อง เช่น การให้คำปรึกษาทางด้านกระบวนการผลิตทางอุตสาหกรรม,1/8 หมู่ที่ 4  ต.บ้านปึก อ.เมืองชลบุรี จ.ชลบุรี 20130,,
179,0205558026683,บจ.เค ออโต้การาจ จำกัด,18/9/2558," 1,000,000 ",ประกอบกิจการนำเข้ายานพาหนะทุกชนิดเพื่อจำหน่ายรวมถึงอะไหล่,54 หมู่ที่ 1  ต.เสม็ด อ.เมืองชลบุรี จ.ชลบุรี 20130,,
180,0205558027272,บจ.ทรัพย์สุขสกล จำกัด,25/9/2558," 1,000,000 ",ประกอบกิจการจำหน่ายสินค้าบรรจุภัณฑ์ทุกชนิด รวมถึงการปรับปรุง ซ่อมแซม ทำความสะอาด,114/115 หมู่ที่ 4  ต.เสม็ด อ.เมืองชลบุรี จ.ชลบุรี 20130,,
181,0205558027361,บจ.โปรไดรฟ์ ทรานสปอร์ต จำกัด,28/9/2558," 1,000,000 ",ประกอบกิจการขนส่งโดยสารไม่ประจำทางทั่วราชอาณาจักร,100/39 หมู่ที่ 5  ต.เหมือง อ.เมืองชลบุรี จ.ชลบุรี 20130,,
182,0205558027671,บจ.อิชิไทย ซอร์ทติ้งแอนด์ซัพพลาย จำกัด,30/9/2558," 1,000,000 ",ประกอบกิจการรับซ่อมแซมและแก้ไขวัตถุดิบในโรงงานอุตสาหกรรม,16/402 หมู่ที่ 5  ต.ห้วยกะปิ อ.เมืองชลบุรี จ.ชลบุรี 20130,,
183,0205558027701,บจ.เดอะ ริช ออโต้ เซอร์วิส จำกัด,30/9/2558," 1,000,000 ",ประกอบกิจการ ซ่อมสีรถยนต์ เคาะ ปะผุ รถยนต์ ทุกประเภท,8/62 หมู่ที่ 2  ต.เสม็ด อ.เมืองชลบุรี จ.ชลบุรี 20130,,
184,0205558027728,บจ.ดิจิ ปริ๊นการ์ด จำกัด,30/9/2558," 1,000,000 ",จัดจำหน่ายสินค้า/ผลิตบัตรพลาสติก อุปกรณ์ที่เกี่ยวข้องครบวงจร และอุปกรณ์ที่เกี่ยวกับการก่อสร้าง,89/198 หมู่ที่ 4  ต.เหมือง อ.เมืองชลบุรี จ.ชลบุรี 20130,,
185,0205558027752,บจ.ณัฐวรา คัลเลอร์ จำกัด,30/9/2558," 1,000,000 ",ประกอบกิจการ จำหน่าย สี อุปกรณ์ สี ไฟฟ้า ประปา และอุปกรณ์ก่อสร้างทุกชนิดทุกประเภท,26/28 หมู่ที่ 5  ต.บ้านปึก อ.เมืองชลบุรี จ.ชลบุรี 20130,,
186,0203558004751,หจ.ไทยรุ่งเรืองพัฒนา,14/9/2558," 1,000,000 ",ประกอบกิจการค้าเครื่องดับเพลิง และอุปกรณ์ที่เกี่ยวข้อง,64 หมู่ที่ 2  ต.บ้านช้าง อ.พนัสนิคม จ.ชลบุรี 20140,,
187,0203558004939,หจ.มายด์ เฟอร์นิเจอร์,24/9/2558," 1,000,000 ",ประกอบกิจการจำหน่ายเฟอร์นิเจอร์ เครื่องเรือน และเครื่องตกแต่งทุกชนิด,29/2 ถนนจารุวร  ต.พนัสนิคม อ.พนัสนิคม จ.ชลบุรี 20140,,
188,0205558025661,บจ.ทีเอส วอเตอร์ สเตชั่น จำกัด,9/9/2558," 1,000,000 ",ประกอบกิจการผลิตและจำหน่ายน้ำดื่ม น้ำผลไม้ ในภาชนะบรรจุปิดสนิททุกชนิดทุกประเภท,30 หมู่ที่ 5  ต.โคกเพลาะ อ.พนัสนิคม จ.ชลบุรี 20140,,
189,0205558025768,บจ.โขงเฟรม จำกัด,10/9/2558," 1,000,000 ",ประกอบกิจการ ซื้อ ขาย เครื่องจักร เครื่องมือเครื่องใช้ รวมทั้งอะไหล่ ที่เกี่ยวข้องทุกชนิด,32/26 หมู่ที่ 3  ต.กุฎโง้ง อ.พนัสนิคม จ.ชลบุรี 20140,,
190,0205558026136,บจ.มี เอ็นเตอร์ไพรส์ จำกัด,14/9/2558," 1,000,000 ",ประกอบกิจการซื้อมา-ขายไป เครื่องจักรโรงงาน ขายอุปกรณ์เครื่องมือ เครื่องใช้,32/95 หมู่ที่ 3  ต.กุฎโง้ง อ.พนัสนิคม จ.ชลบุรี 20140,,
191,0205558026900,บจ.เดอะ เมจิก คอนซัลแตนท์ จำกัด,23/9/2558," 1,000,000 ",ประกอบกิจการรับจ้างฝึกอบรมและเป็นวิทยากร,108-110 ถนนศรีกุญชร  ต.พนัสนิคม อ.พนัสนิคม จ.ชลบุรี 20140,,
192,0203558004475,หจ.ไอทีพี เซอร์วิส แอนด์ คอนสตรัคชั่น,1/9/2558," 1,000,000 ",ประกอบกิจการรับจ้าง ขน ตัก ขุด ถ่ายเท เคลื่อนย้าย อิฐ หิน ดิน ทราย ปูน แร่ธาตุอื่นๆ ทุกชนิด,255/67 หมู่ที่ 5  ต.นาเกลือ อ.บางละมุง จ.ชลบุรี 20150,,
193,0203558004564,หจ.วิไลวรรณ โมเดลลิ้ง สตูดิโอ (ไทยแลนด์),4/9/2558," 1,000,000 ",ประกอบกิจการรับถ่ายรูป นิตยสาร รับทำแฟนเพจ รูปสินค้าหรือผลิตภัณฑ์ต่างๆ,520/11 หมู่ที่ 9  ต.หนองปรือ อ.บางละมุง จ.ชลบุรี 20150,,
194,0203558004688,หจ.ยู แอนด์ เอ็น กู๊ดไลค์,10/9/2558," 1,000,000 ",ประกอบกิจการงานรับเหมาเดินสายโทรศัพท์และอินเตอร์เนต และอื่นๆที่เกี่ยวข้องทั้งหมด,155 หมู่ที่ 6  ต.หนองปรือ อ.บางละมุง จ.ชลบุรี 20150,,
195,0203558004742,หจ.ซี.เอ็ม.พี.คาร์วอช,14/9/2558," 1,000,000 ",การบำรุงรักษารถยนต์ทั่วไป,1 หมู่ที่ 4 ถนนพรประภานิมิตร  ต.หนองปรือ อ.บางละมุง จ.ชลบุรี 20150,,
196,0203558004823,หจ.ลานนาไทย โมเดิร์นโฮม คอนสตรัคชั่น,18/9/2558," 1,000,000 ",บริการ ออกแบบ ตกแต่งและรับเหมาก่อสร้างทุกชนิด,83/9 หมู่ที่ 3  ต.หนองปลาไหล อ.บางละมุง จ.ชลบุรี 20150,,
197,0203558004858,หจ.ไอ ปริ้นท์ติ้ง อิงค์เจ็ท แอนด์ แร๊พ แอดเวอร์ไทซิ่ง,21/9/2558," 1,000,000 ",ประกอบกิจการรับปรึกษา ออกแบบ ผลิต และติดตั้ง งานสื่อสิ่งพิมพ์อิงค์เจ็ท งานพิมพ์ออฟเซ็ทงานสกรีน สื่อส,93/2 หมู่ที่ 12  ต.หนองปรือ อ.บางละมุง จ.ชลบุรี 20150,,
198,0203558004866,หจ.พีเอ็นเอ็น เอ็กซ์เชนจ์,22/9/2558," 1,000,000 ",ประกอบกิจการเเลกเปลี่ยนเงินตราต่างประเทศทุกชนิด,571/19 หมู่ที่ 5  ต.นาเกลือ อ.บางละมุง จ.ชลบุรี 20150,,
199,0205558024591,บจ.ธนกร เซฟตี้ การ์ด แอนด์ เซอร์วิส จำกัด,1/9/2558," 1,000,000 ",ประกอบกิกจารให้บริการรักษาความปลอดภัยตามสถานที่ต่างๆ,36 หมู่ที่ 4  ต.หนองปลาไหล อ.บางละมุง จ.ชลบุรี 20150,,
200,0205558024656,บจ.เฟิร์ส คลาส เวดดิ้ง สตูดิโอ จำกัด,1/9/2558," 1,000,000 ",ประกอบกิจการร้านสตูดิโอ บริการถ่ายภาพและวีดีโอทั้งในและนอกสถานที่ให้บริการออแกไนซ์,300/33 หมู่ที่ 12  ต.หนองปรือ อ.บางละมุง จ.ชลบุรี 20150,,
201,0205558024681,บจ.ที.เอ็น.ซี. กรีน (179) จำกัด,1/9/2558," 1,000,000 ",จำหนายสินค้าประเภทแร่ตกตะกอน และบำบัดกลิ่นในห้องน้ำ,3/218 หมู่ที่ 9  ต.หนองปลาไหล อ.บางละมุง จ.ชลบุรี 20150,,
202,0205558024699,บจ.เฟิร์ส เฟิร์น เรทเตอร์รอง จำกัด,2/9/2558," 1,000,000 ",ประกอบกิจการขายอาหารและเครื่องดื่ม,131/13 หมู่ที่ 6  ต.นาเกลือ อ.บางละมุง จ.ชลบุรี 20150,,
203,0205558024711,บจ.เอ็มบาสซี ลีเกิ้ล เซอร์วิสเซส จำกัด,2/9/2558," 1,000,000 ",ประกอบกิจการบริการรับปรึกษาทางด้านธุรกิจ กฎหมายธุรกิจ บัญชีภาษีอากร ใบอนุญาติทำงาน วีซ่า,65/44 หมู่ที่ 12 ซอย7 ถนนเทพประสิทธิ์  ต.หนองปรือ อ.บางละมุง จ.ชลบุรี 20150,,
204,0205558024796,บจ.กรีนเวอร์ค  คอนสตรักชั่น จำกัด,2/9/2558," 1,000,000 ",ประกอบกิจการรับเหมาก่อสร้าง อาคารพาณิชย์ อาคารที่พักอาศัย สถานที่ทำการ ถนน สะพาน,39/28 หมู่ที่ 4  ต.ห้วยใหญ่ อ.บางละมุง จ.ชลบุรี 20150,,
205,0205558024826,บจ.ไดมอนด์ โกลด์ 2015 จำกัด,2/9/2558," 1,000,000 ",ประกอบกิจการจำหน่ายวัสดุก่อสร้างทุกชนิด,42/73 หมู่ที่ 5  ต.หนองปรือ อ.บางละมุง จ.ชลบุรี 20150,,
206,0205558024907,บจ.เฟิร์ส แคลิฟอร์เนีย เอสโคร จำกัด,2/9/2558," 1,000,000 ",การให้เช่า การขาย การซื้อและดำเนินงานด้านอสังหาริมทรัพย์,460/48 หมู่ที่ 12  ต.หนองปรือ อ.บางละมุง จ.ชลบุรี 20150,,
207,0205558024940,บจ.เบสท์ เซอร์วิส แอ็ดวานซ์ จำกัด,3/9/2558," 1,000,000 ",ประกอบกิจการเป็นตัวแทนจำหน่ายอุปกรณ์ น้ำมัน น้ำมันหล่อเย็น มีดกลึงต่างๆ ในโรงงานอุตสาหกรรม,217/25 หมู่ที่ 12 ซอย15 ถนนเทพประสิทธิ์  ต.หนองปรือ อ.บางละมุง จ.ชลบุรี 20150,,
208,0205558024974,บจ.เค ซี ซี เอส เวิลด์ซัพพลาย แอนด์ เซอร์วิส จำกัด,3/9/2558," 1,000,000 ",ประกอบกิจการ จำหน่ายสินค้าทั่้วไป ทุกประเภท,2/12 หมู่ที่ 4  ต.ตะเคียนเตี้ย อ.บางละมุง จ.ชลบุรี 20150,,
209,0205558025075,บจ.ออโตเมชั่น ซิสเต็ม อิน โปรดักส์ จำกัด,3/9/2558," 1,000,000 ",รับออกแบบวงจรอิเล็กทรอนิกส์ จากแนวคิดของลูกค้า แผ่นวงจรพิมพ์ ทุกรูปแบบ ตามมาตรฐานสากล ตรงตามสเปคเครื,126/439 หมู่บ้านไลฟ บางละมุง หมู่ที่ 4  ต.บางละมุง อ.บางละมุง จ.ชลบุรี 20150,,
210,0205558025121,บจ.เดชาการช่างแอนด์เซอร์วิส จำกัด,4/9/2558," 1,000,000 ",ประกอบกิจการรับเหมาก่อสร้างทุกชนิด,18/328 ถนนสุขุมวิท  ต.หนองปรือ อ.บางละมุง จ.ชลบุรี 20150,,
211,0205558025199,บจ.บีอาร์ บิสซิเนส แอนด์ เซอร์วิส จำกัด,4/9/2558," 1,000,000 ",ประกอบกิจการ ซื้อ ขาย เช่า ให้เช่า เช่าซื้อ เช่าช่วงขายฝาก อสังหาริมทรัพย์ และสังหาริมทรัพย์,168/159 หมู่ที่ 2  ต.บางละมุง อ.บางละมุง จ.ชลบุรี 20150,,
212,0205558025202,บจ.เค เอ พลัส เอเจนซี่ จำกัด,4/9/2558," 1,000,000 ",การให้คำปรึกษาด้านการศึกษาแนะแนว ประเมินผล ทดสอบ ทางการศึกษา แลกเปลี่ยนนักศึกษา,245/28 หมู่ที่ 5  ต.หนองปรือ อ.บางละมุง จ.ชลบุรี 20150,,
213,0205558025253,บจ.จี.ซี.เอ็นเตอร์ไพรส์เซส จำกัด,7/9/2558," 1,000,000 ",ประกอบธุรกิจรับเป็นผู้จัดการและดูแลผลประโยชน์ เก็บผลประโยชน์และจัดการทรัพย์สินให้บุคคลอื่น,15/9 หมู่ที่ 13  ต.หนองปรือ อ.บางละมุง จ.ชลบุรี 20150,,
214,0205558025300,บจ.จี.ไอ.พี. (ไทยแลนด์) จำกัด,7/9/2558," 1,000,000 ",ประกอบกิจการ ขาย ให้เช่า อสังหาริมทรัพย์,154/77 หมู่ที่ 10  ต.หนองปรือ อ.บางละมุง จ.ชลบุรี 20150,,
215,0205558025334,บจ.แอช ทาวน์ พร็อพเพอร์ตี้ส์ จำกัด,7/9/2558," 1,000,000 ",ประกอบกิจการให้คำปรึษาเกี่ยวกับการซื้อ ขาย เช่า ให้เช่า อสังหาริมทรัพย์ทุกประเภท,257/20 หมู่ที่ 11  ต.หนองปรือ อ.บางละมุง จ.ชลบุรี 20150,,
216,0205558025342,บจ.เอ็น.เอ็น.แอล 2015 จำกัด,7/9/2558," 1,000,000 ",ประกอบกิจการรับซื้อของเก่า ของมือสอง วัสดุรีไซเคิล วัสดุเหลือใช้ ทุกชนิดในโรงงานอุตสาหกรรม,125/31 หมู่ที่ 5  ต.เขาไม้แก้ว อ.บางละมุง จ.ชลบุรี 20150,,
217,0205558025423,บจ.ทาร์ดิส 2015 จำกัด,8/9/2558," 1,000,000 ",ประกอบกิจการซื้อขาย เช่า ให้เช่า เช่าซื้อ ขายฝาก ที่ดิน สิ่งปลูกสร้าง บ้านพักอาศัย คอนโดมิเนียม,78/116 หมู่ที่ 5  ต.หนองปรือ อ.บางละมุง จ.ชลบุรี 20150,,
218,0205558025458,บจ.กันต์ธีร์88 จำกัด,8/9/2558," 1,000,000 ",ประกอบกิจการค้าวัสดุก่อสร้าง อุปกรณ์และเครื่องมือเครื่องใช้ในการก่อสร้าง และเครื่องมือช่างทุกประเภท,249 หมู่ที่ 1  ต.หนองปรือ อ.บางละมุง จ.ชลบุรี 20150,,
219,0205558025491,บจ.ชาร์ลอตต้า จำกัด,8/9/2558," 1,000,000 ",ประกอบกิจการซื้อ ขาย ให้เช่า และจัดหา อสังหาริมทรัพย์ทุกประเภท,419/206 หมู่ที่ 12  ต.หนองปรือ อ.บางละมุง จ.ชลบุรี 20150,,
220,0205558025571,บจ.โฮมแอนด์ไลฟ์สไตล์ จำกัด,9/9/2558," 1,000,000 ",การบริการเป็นตลาดกลางในการซื้อขายสินค้าโดยวิธีสื่ออิเลคทรอนิกส์ผ่านระบบเครือข่ายอินเตอร์,75/268 (E2) หมู่ที่ 12  ต.หนองปรือ อ.บางละมุง จ.ชลบุรี 20150,,
221,0205558025652,บจ.ที.พี. ซัพพลาย เซอร์วิส เซ็นเตอร์ จำกัด,9/9/2558," 1,000,000 ",จัดซื้อ จัดหา นำเข้า จำหน่าย วัสดุอุปกณ์ สินค้าอุปโภค บริโภคทั่วไป,50/809 หมู่ที่ 5  ต.หนองปรือ อ.บางละมุง จ.ชลบุรี 20150,,
222,0205558025687,บจ.ไอคิว วัน จำกัด,9/9/2558," 1,000,000 ",ผลิตและติดตั้งระบบกระแสไฟฟ้าด้วยพลังงานแสงอาทิตย์,152/27 หมู่ที่ 5  ต.นาเกลือ อ.บางละมุง จ.ชลบุรี 20150,,
223,0205558025792,บจ.ไทยซิลค์ พาเลซ จำกัด,10/9/2558," 1,000,000 ",การขายปลีกด้ายและผ้า,98/69 หมู่ที่ 6 ถนนพัทยาเหนือ  ต.นาเกลือ อ.บางละมุง จ.ชลบุรี 20150,,
224,0205558025911,บจ.เอฟบีเอส ที่ปรึกษาและฝ่ายจัดการ จำกัด,11/9/2558," 1,000,000 ",ให้บริการติดตั้งส่วนประกอบอาคารและตกแต่งภายใน,24/4 หมู่ที่ 2  ต.หนองปรือ อ.บางละมุง จ.ชลบุรี 20150,,
225,0205558025971,บจ.โชคระพี อินเตอร์การ์ด จำกัด,14/9/2558," 1,000,000 ",ประกอบกิจการให้บริการรักษาความปลอดภัยให้กับบุคคล คณะบุคคล สานที่ราชการ หน่วยงานราชการ,33/432 หมู่ที่ 7  ต.หนองปรือ อ.บางละมุง จ.ชลบุรี 20150,,
226,0205558026012,บจ.พอร์ทเทเบิล อีเว้นท์ เอเชีย จำกัด,14/9/2558," 1,000,000 ",บริการให้เช่าห้องน้ำสุขาเคลื่อนที่ทั่วประเทศ,36/1 หมู่ที่ 6 ซอยมาบสอง-ค่ายมวย 11  ต.หนองปรือ อ.บางละมุง จ.ชลบุรี 20150,,
227,0205558026021,บจ.ลี อินเตอร์เทค จำกัด,14/9/2558," 1,000,000 ",รับเหมาติดตั้งเครื่องปรับอากาศ ระบบทำความเย็น ระบบงานไฟฟ้า สำหรับที่อยู่อาศัย อาคาร สำนักงาน โรงงาน,126/1 หมู่ที่ 6  ต.นาเกลือ อ.บางละมุง จ.ชลบุรี 20150,,
228,0205558026055,บจ.พีวายอี จำกัด,14/9/2558," 1,000,000 ",ประกอบธุรกิจรับเป็นผู้จัดการและดูแลผลประโยชน์ เก็บผลประโยชน์และจัดการทรัพย์สินให้บุคคลอื่น,99/596 หมู่ที่ 10  ต.หนองปรือ อ.บางละมุง จ.ชลบุรี 20150,,
229,0205558026071,บจ.เยอรมัน-ไทย คินเดอร์ไฮล์ฟสเวิร์ค จำกัด,14/9/2558," 1,000,000 ",ซื้อ จัดหา เช่า เช่าซื้อถือกรรมสิทธิ์ ครอบครอง ปรับปรุงใช้ และจัดการโดยประการอื่น ซึ่วทรัพย์สินใดๆ,434/33 หมู่ที่ 12  ต.หนองปรือ อ.บางละมุง จ.ชลบุรี 20150,,
230,0205558026110,บจ.แอล.แอล.ที. ฮาร์ดแวร์ จำกัด,14/9/2558," 1,000,000 ",จำหน่ายปลีก ส่ง และรับจัดหา สินค้าวัสดุก่อสร้างทุกประเภท เกี่ยวกับโรงงาน โกดัง ถนน ไฟฟ้า ประปา,33/1210 หมู่ที่ 7  ต.หนองปรือ อ.บางละมุง จ.ชลบุรี 20150,,
