นิติบุคคลจัดตั้งเดือนมีนาคม  2558,,,,,,
ทั่วประเทศ,,,,,,
ที่,เลขทะเบียน,ชื่อนิติบุคคล,"วันที่
จดทะเบียน"," ทุนจดทะเบียน
(บาท) ",รายละเอียดวัตถุประสงค์,ที่ตั้งสำนักงานใหญ่
1822 ,0105558049064,บจ.แคตตาล็อก ช็อปปิ้ง (ประเทศไทย) จำกัด,18/3/2558," 1,000,000 ",ประกอบกิจรับเป็นที่ปรึกษาเกี่ยวกับธุรกิจ ขายตรง และธุรกิจตลาดแบบตรง และกิจการพาณิชย์,219/2 อาคารอโศกทาวเวอร์ส ถนนสุขุมวิท 21  แขวงคลองเตยเหนือ เขตวัฒนา กรุงเทพมหานคร 10110
1823 ,0105558049218,บจ.เอพี เอ็มอี 1 จำกัด,19/3/2558," 1,000,000 ",พัฒนาอสังหาริมทรัพย์การจัดการที่ดินเปล่าหรือจัดสรรที่ดินพร้อมสิ่งปลูกสร้างหรืออาคารชุด,170/57 อาคารโอเชี่ยนทาวเวอร์ 1 ชั้นที่ 18 ถนนรัชดาภิเษกตัดใหม่  แขวงคลองเตย เขตคลองเตย กรุงเทพมหานคร 10110
1824 ,0105558049692,บจ.จีเนียส คอนซัลติ้ง จำกัด,19/3/2558," 1,000,000 ",บริการให้คำปรึกษาด้านกฎหมายและบัญชี และบริการให้คำปรึกษาด้านธุรกิจ,1000/60 อาคารลิเบอร์ตี้ ชั้น 3 ซอยสุขุมวิท 55 (ทองหล่อ)  แขวงคลองตันเหนือ เขตวัฒนา กรุงเทพมหานคร 10110
1825 ,0105558049994,บจ.กิตติชัย ทรานสปอร์ต แอนด์ เซอร์วิส จำกัด,20/3/2558," 1,000,000 ",ประกอบกิจการรับขนส่งและขนถ่ายสินค้าทั้งทางบก ทางน้ำ ทางอากาศ,16/116 ซอยเคหะคลองเตย 3  แขวงคลองเตย เขตคลองเตย กรุงเทพมหานคร 10110
1826 ,0105558050429,บจ.โช โอยู คอมเมิร์ซ จำกัด,20/3/2558," 1,000,000 ",ประกอบกิจการค้าส่งค้าปลีก คอมพิวเตอร์ อุปกรณ์อิเล็กทรอนิกส์ เครื่องใช้สำนัก เครื่องตกแต่ง,399 อาคารอินเตอร์เชนจ 21 ชั้นที่ 32 ถนนสุขุมวิท  แขวงคลองเตยเหนือ เขตวัฒนา กรุงเทพมหานคร 10110
1827 ,0105558050933,บจ.เอฟโวลูชั่น ฟู้ดส์ (ประเทศไทย) จำกัด,20/3/2558," 1,000,000 ",ประกอบกิจการร้านจำหน่ายอาหารและเครื่องดื่มทุกชนิด,18/8 อาคารฟิโก้ เพลส ชั้นที่ 12 ถนนสุขุมวิท 21 (อโศก)  แขวงคลองเตยเหนือ เขตวัฒนา กรุงเทพมหานคร 10110
1828 ,0105558051441,บจ.แมกซ์คอม ดีไซน์ จำกัด,23/3/2558," 1,000,000 ",ประกอบกิจการรับออกแบบเสื้อผ้าตัดเย็บเสื้อผ้าและงานที่เกี่ยวกับผ้าทุกชนิด,984/69 ถนนสุขุมวิท 71  แขวงคลองตันเหนือ เขตวัฒนา กรุงเทพมหานคร 10110
1829 ,0105558051859,บจ.เวอร์เทคซ์ ดิจิตอล จำกัด,24/3/2558," 1,000,000 ",ซื้อขาย ขายปลีกขายส่งและให้บริการ ซ่อมแซม บำรุงรักษา ติดตั้ง วางระบบคอมพิวเตอร์และซอฟท์แวร์,597/5 ห้องเลขที่ 303 ชั้นที่ 3 ถนนสุขุมวิท  แขวงคลองตันเหนือ เขตวัฒนา กรุงเทพมหานคร 10110
1830 ,0105558052090,บจ.เบ็ญจรัตน์ อินเตอร์เทรด จำกัด,24/3/2558," 1,000,000 ",นำเข้าและจัดจำหน่ายสินค้าประเภทอาหาร ยา อาหารเสริม และส่งออกสินค้าอุปโภคบริโภคไปต่างประเทศ,116/23-24 ถนน ณ ระนอง  แขวงคลองเตย เขตคลองเตย กรุงเทพมหานคร 10110
1831 ,0105558052308,บจ.เคเอส เอนเตอร์ไพรส์ 2016 จำกัด,24/3/2558," 1,000,000 ",จำหน่าย หลอดไฟ โคมไฟ แผงโซล่าเซลล์ และอุปกรณ์ต่อร่วมกับแผงโซล่าเซลล์,157 ซอยสุขุมวิท 50  แขวงพระโขนง เขตคลองเตย กรุงเทพมหานคร 10110
1832 ,0105558052316,บจ.แฮปปี้ เอ็น.แอล จำกัด,24/3/2558," 1,000,000 ",ประกอบกิจการร้านอาหาร ภัตตาคาร ผับ ร้านคาราโอเกะ,2 ซอยสุขุมวิท 24 ถนนสุขุมวิท  แขวงคลองตัน เขตคลองเตย กรุงเทพมหานคร 10110
1833 ,0105558052626,บจ.แอลบี เอสธีท จำกัด,24/3/2558," 1,000,000 ",ประกอบกิจการรับต่อขนตากึ่งถาวร และจำหน่ายผลิตภัณฑ์เสริมความงาม,120/2 ซอยสุขุมวิท 26  แขวงคลองตัน เขตคลองเตย กรุงเทพมหานคร 10110
1834 ,0105558053151,บจ.เนเจอร์รัล เทล จำกัด,25/3/2558," 1,000,000 ",ประกอบกิจการ ผลิต นำเข้า ส่งออกเพื่อจำหน่าย อุปกรณ์ของใช้ ของเล่น,75 ถนนสุนทรโกษา  แขวงคลองเตย เขตคลองเตย กรุงเทพมหานคร 10110
1835 ,0105558053533,บจ.เอสเอ็นเค สุขุมวิทแอสเซท จำกัด,26/3/2558," 1,000,000 ",ประกอบกิจการให้เช่าอาคารพาณิชย์ อาคารที่พักอาศัย อาคารสำนักงาน,96 ซอยเอกมัย 10 (เจริญมิตร)  แขวงพระโขนงเหนือ เขตวัฒนา กรุงเทพมหานคร 10110
1836 ,0105558053550,บจ.เอสเอ็นเค เอกมัยแอสเซท จำกัด,26/3/2558," 1,000,000 ",ประกอบกิจการให้เช่าอาคารพาณิชย์ อาคารที่พักอาศัย อาคารสำนักงาน,96 ซอยเอกมัย 10 (เจริญมิตร)  แขวงพระโขนงเหนือ เขตวัฒนา กรุงเทพมหานคร 10110
1837 ,0105558053690,บจ.เพิ่มทรัพย์ เอ็นเนอร์ยี จำกัด,26/3/2558," 1,000,000 ",ประกอบกิจการผลิตและจำหน่ายกระแสไฟฟ้า,139/138 ถนนอาจณรงค์  แขวงคลองเตย เขตคลองเตย กรุงเทพมหานคร 10110
1838 ,0105558053746,บจ.ทรัพย์วิภา เอ็นเนอร์ยี จำกัด,26/3/2558," 1,000,000 ",ประกอบกิจการผลิตและจำหน่ายกระแสไฟฟ้า,139/138 ถนนอาจณรงค์  แขวงคลองเตย เขตคลองเตย กรุงเทพมหานคร 10110
1839 ,0105558053827,บจ.ฟิวส์โซล อินเตอร์เนชั่นแนล จำกัด,26/3/2558," 1,000,000 ",ประกอบกิจการค้าน้ำมันเชื้อเพลิงถ่านหินผลิตภัณฑ์อย่างอื่นที่ก่อให้เกิดพลังงานและสถานีบริการน้ำมันเชื้,399 อาคารอินเตอร์เชนจ21 ชั้น 33 ห้อง 3317 ถนนสุขุมวิท  แขวงคลองเตยเหนือ เขตวัฒนา กรุงเทพมหานคร 10110
1840 ,0105558053835,บจ.นิมิตเกษตร เอ็นเนอร์ยี จำกัด,26/3/2558," 1,000,000 ",ประกอบกิจการผลิตและจำหน่ายกระแสไฟฟ้า,139/138 ถนนอาจณรงค์  แขวงคลองเตย เขตคลองเตย กรุงเทพมหานคร 10110
1841 ,0105558053975,บจ.คีพ ไลฟ์ เพาเวอร์ เอ็นเนอร์ยี จำกัด,26/3/2558," 1,000,000 ",ประกอบกิจการผลิตและจำหน่ายกระแสไฟฟ้า,139/138 ถนนอาจณรงค์  แขวงคลองเตย เขตคลองเตย กรุงเทพมหานคร 10110
1842 ,0105558053983,บจ.ทรัพย์สุวรรณ เอ็นไวรอนเมนท์ จำกัด,26/3/2558," 1,000,000 ",ประกอบกิจการผลิตและจำหน่ายกระแสไฟฟ้า,139/138 ถนนอาจณรงค์  แขวงคลองเตย เขตคลองเตย กรุงเทพมหานคร 10110
1843 ,0105558054033,บจ.เกษตรกรีน เพาเวอร์ จำกัด,26/3/2558," 1,000,000 ",ประกอบกิจการผลิตและจำหน่ายกระแสไฟฟ้า,139/138 ถนนอาจณรงค์  แขวงคลองเตย เขตคลองเตย กรุงเทพมหานคร 10110
1844 ,0105558055234,บจ.บราเธอร์ คูซีน จำกัด,27/3/2558," 1,000,000 ",ประกอบกิจการรับจัดเลี้ยงเครื่องดื่ม จัดงาน จัดงานสังสรรค์ นิทรรศการหรือกิจกรรมทุกชนิด,305/13 ซอยสุขุมวิท 31 (สวัสดี)  แขวงคลองตันเหนือ เขตวัฒนา กรุงเทพมหานคร 10110
1845 ,0105558055986,บจ.นิวสยาม โกลบอล จำกัด,30/3/2558," 1,000,000 ",นำเข้าส่งออก จำหน่ายเกมและของเล่น ยานยนต์สำหรับเด็ก รวมถึงของใช้สำหรับเด็กทุกชนิด,59/60 ซอยสุขุมวิท 26  แขวงคลองตัน เขตคลองเตย กรุงเทพมหานคร 10110
1846 ,0105558056648,บจ.แฮปปี้ ฮอสพิทัลลิตี้ กรุ๊ป จำกัด,31/3/2558," 1,000,000 ",รับจ้างบริหาร รับเป็นที่ปรึกษาและให้คำแนะนำปัญหาเกี่ยวกับการบริหารธุรกิจโรแรม รีสอร์ทบ้านพักตากอากาศ,96/64 ถนนสุนทรโกษา  แขวงคลองเตย เขตคลองเตย กรุงเทพมหานคร 10110
1847 ,0105558057067,บจ.เอสเอสเอ แลนด์ โฮลดิ้งส์ จำกัด,31/3/2558," 1,000,000 ",กิจกรรมเกี่ยวกับอสังหาริมทรัพย์,75/36 อาคารโอเชี่ยนทาวเวอร์ 2 ชั้น 21 ซอยสุขุมวิท 19 (วัฒนา) ถนนสุขุมวิท  แขวงคลองเตยเหนือ เขตวัฒนา กรุงเทพมหานคร 10110
1848 ,0105558057105,บจ.ฟารีดา อารี อินเตอร์เนชั่นแนล บิสซิเนส จำกัด,31/3/2558," 1,000,000 ",ประกอบกิจการค้า เครื่องสำอาง เครื่องใช้เสริมเสริมความงาม,19 ซอยสุขุมวิท 5 (เลิศสิน 1)  แขวงคลองเตยเหนือ เขตวัฒนา กรุงเทพมหานคร 10110
1849 ,0103558006118,หจ.สามจี โลจิสติกส์ โซลูชั่น,16/3/2558," 1,000,000 ",ประกอบกิจการให้บริการเกี่ยวกับโลจิสติกส์ นำเข้าและส่งออกสินค้าทุกชนิด,117 ซอยจันทน์ 16 แยก 2  แขวงทุ่งวัดดอน เขตสาทร กรุงเทพมหานคร 10120
1850 ,0103558007114,หจ.พาวเวอร์แมส โกลด์,26/3/2558," 1,000,000 ",ให้บริการเครื่องออกกำลังกาย และให้คำแนะนำปรึกษาด้านการออกกำลังกาย,1 ซอยเทพเสถียร ถนนสาธุประดิษฐ์ ซอย 9  แขวงช่องนนทรี เขตยานนาวา กรุงเทพมหานคร 10120
1851 ,0103558007122,หจ.พี วาย พี เพลส,26/3/2558," 1,000,000 ",ประกอบกิจการห้องพักให้เช่าและบริการสาธารณูปโภค ซักอบรีด,676/1 ซอยเจริญกรุง 67  แขวงยานนาวา เขตสาทร กรุงเทพมหานคร 10120
1852 ,0103558007157,หจ.ฐานิกา 2015,26/3/2558," 1,000,000 ",บริการรับจ้างผลิตแปรรูปผลิตภัณฑ์กล่องกระดาษลูกฟูก,49/10 ซอยเซ่งกี่  แขวงบางคอแหลม เขตบางคอแหลม กรุงเทพมหานคร 10120
1853 ,0105558038445,บจ.ซีเอสเอส คลีนนิ่ง แอนด์ แซนนิไทส์ซิ่ง โซลูชั่น จำกัด,2/3/2558," 1,000,000 ",ประกอบกิจการทำความสะอาด,505/35 ตรอกวัดจันทร์ใน ถนนเจริญกรุง 107  แขวงบางโคล่ เขตบางคอแหลม กรุงเทพมหานคร 10120
1854 ,0105558038569,บจ.อาร์แอนด์เอฟ คอร์ปอเรชั่น จำกัด,2/3/2558," 1,000,000 ",ประกอบกิจการค้าสินค้าอุปโภค บริโภค,552/9 ตรอกสวนหลวง 1  แขวงบางคอแหลม เขตบางคอแหลม กรุงเทพมหานคร 10120
1855 ,0105558038674,บจ.บุญจิน พาวเวอร์ จำกัด,2/3/2558," 1,000,000 ",ประกอบกิจการผลิตไฟฟ้าจากพลังงานธรรมชาติ,388 ถนนนราธิวาสราชนครินทร์  แขวงช่องนนทรี เขตยานนาวา กรุงเทพมหานคร 10120
1856 ,0105558039824,บจ.พัทยา แอร์ไลน์ จำกัด,5/3/2558," 1,000,000 ",ประกอบกิจการขนส่งคนและสิ่งของ,43 อาคารไทยซีซี ทาวเวอร์ ห้อง 198 ชั้น 19 ถนนสาทรใต้  แขวงยานนาวา เขตสาทร กรุงเทพมหานคร 10120
1857 ,0105558040903,บจ.เอส.พี.พี มายนิ่ง 2015 จำกัด,5/3/2558," 1,000,000 ",การทำเหมืองแร่และเหมืองหิน,161 ซอยเจริญราษฎร์ 8 ถนนเจริญราษฎร์  แขวงบางโคล่ เขตบางคอแหลม กรุงเทพมหานคร 10120
1858 ,0105558040962,บจ.แฮปปี้ วัลเล่ย์ มาร์เก็ตติ้ง จำกัด,6/3/2558," 1,000,000 ",ประกอบกิจการนายหน้าตัวแทน ตัวแทนค้าต่างในกิจการและธุรกิจทุกประเภท,2/14 ซอยพระรามที่ 3 ช 28/1 ถนนพระราม 3  แขวงบางโพงพาง เขตยานนาวา กรุงเทพมหานคร 10120
1859 ,0105558041276,บจ.สิงขรวิศวกร 88 จำกัด,6/3/2558," 1,000,000 ",ประกอบกิจการค้าขายอุปกรณ์ไฟฟ้าแรงสูงและแรงต่ำ,47/327 ซอยนิมิตใหม่ 40 ถนนนิมิตใหม่  แขวงสามวาตะวันออก เขตคลองสามวา กรุงเทพมหานคร 10120
1860 ,0105558041764,บจ.ศิริเวลเนส เซ็นเตอร์ จำกัด,6/3/2558," 1,000,000 ",ประกอบกิจการสถานพยาบาลและสถานเสริมความงาม,125/5 ซอยจันทร์ 32  แขวงทุ่งวัดดอน เขตสาทร กรุงเทพมหานคร 10120
1861 ,0105558042353,บจ.เฮีย เฮ้าส์ จำกัด,9/3/2558," 1,000,000 ",ให้บริการเป็นนายหน้า ตัวแทน ซื้อขาย ให้เช่า อสังหาริมทรัพย์,20/9 ถนนนนทรี  แขวงช่องนนทรี เขตยานนาวา กรุงเทพมหานคร 10120
1862 ,0105558042442,บจ.กิเดโอน จำกัด,9/3/2558," 1,000,000 ",นำเข้าสินค้ามาจำหน่ายทางอินเตอร์เน็ต ซึ่งสินค้าอุปโภค บริโภค ทั่วไป,559/185 ถนนนนทรี  แขวงช่องนนทรี เขตยานนาวา กรุงเทพมหานคร 10120
1863 ,0105558043104,บจ.เอส อาร์ พี เทคโนโลยี จำกัด,10/3/2558," 1,000,000 ",ประกอบกิจการด้านวิศวกรรมทางสถาปัตยกรรม รวมทั้งกิจการโฆษณา,864/56 ตรอกวัดจันทร์ใน  แขวงบางโคล่ เขตบางคอแหลม กรุงเทพมหานคร 10120
1864 ,0105558044143,บจ.คอนวาลท์ เอ็นเนอยี่ (ประเทศไทย) จำกัด,11/3/2558," 1,000,000 ",ให้บริการติดตั้ง จำหน่าย และออกแบบ ผลิตภัณฑ์ทางเลือกทางด้านพลังงานทดแทนทางธรรมชาติ,167-169 ซอยจันทน์ 16 ถนนจันทน์  แขวงทุ่งวัดดอน เขตสาทร กรุงเทพมหานคร 10120
1865 ,0105558044364,บจ.เอเซี่ยน อินเตอร์เนชั่นแนล โลจิสติกส์ จำกัด,11/3/2558," 1,000,000 ",รับบริการขนส่งสินค้าอุปโภคบริโภคทุกชนิด,43 ห้องเลขที่ 255 ถนนสาทรใต้  แขวงยานนาวา เขตสาทร กรุงเทพมหานคร 10120
1866 ,0105558045395,บจ.นิวเวิลด์ เซอร์วิส จำกัด,12/3/2558," 1,000,000 ",ประกอบธุรกิจให้บริการจัดหาแรงงาน รับเหมาแรงงานให้กับสถานประกอบการ โรงงานอุตสาหกรรม,42/322 ซอยนิมิตใหม่ 20  แขวงทรายกองดิน เขตคลองสามวา กรุงเทพมหานคร 10120
1867 ,0105558045824,บจ.เอส.อาร์.เจ ออโตแอนด์เซอร์วิส จำกัด,13/3/2558," 1,000,000 ",ประกอบกิจการให้บริการรับซ่อม พ่นสี เคาะ ปะ บำรุงรักษารถยนต์ รถจักรยานยนต์และยานพาหนะทุกชนิด,48/603 ซอยนิมิตใหม่ 40 ถนนนิมิตใหม่  แขวงสามวาตะวันออก เขตคลองสามวา กรุงเทพมหานคร 10120
1868 ,0105558045875,บจ.ซิกส์สตาร์ ซัพพลาย จำกัด,13/3/2558," 1,000,000 ",ประกอบกิจการนำเข้าและจำหน่ายอุปกรณ์เครื่องใช้ไฟฟ้า,429/8 ถนนสาธุประดิษฐ์  แขวงช่องนนทรี เขตยานนาวา กรุงเทพมหานคร 10120
1869 ,0105558045948,บจ.เจจีวีลเลอร์ จำกัด,13/3/2558," 1,000,000 ",ประกอบกิจการผลิต จำหน่ายในประเทศและส่งออก เฟอร์นิเจอร์ เครื่องเรือน เครื่องตกแต่งบ้าน และอาคาร,88/279 อาคารดิ เอ็มไพร์ เพลส ชั้นที่ 20 ถนนนราธิวาสราชนครินทร์  แขวงยานนาวา เขตสาทร กรุงเทพมหานคร 10120
1870 ,0105558046294,บจ.โนว่าโฟน จำกัด,13/3/2558," 1,000,000 ",ประกอบกิจการขายปลีก โทรศัพท์และอุปกรณ์การสื่อสารที่ใช้ส่งสัญญาณอิเล็กทรอนิกส์,199/19 ซอยพระรามที่ 3 ซอย 77 แยก 9  แขวงช่องนนทรี เขตยานนาวา กรุงเทพมหานคร 10120
1871 ,0105558046405,บจ.อัลลายอันซ์ ออฟชอร์ เซอร์วิสเซส จำกัด,16/3/2558," 1,000,000 ",ประกอบกิจการเป็นตัวแทน หรือนายเรือเรือเดินทะเลระหว่างประเทศ,43 อาคารไทยซีซีทาวเวอร์ ห้องเลขที่ 63 ชั้นที่ 6 ถนนสาทรใต้  แขวงยานนาวา เขตสาทร กรุงเทพมหานคร 10120
1872 ,0105558046707,บจ.พรู เวลตี้ จำกัด,16/3/2558," 1,000,000 ",ประกอบกิจการรับเป็นที่ปรึกษาให้คำแนะนำ จัดฝึกอบรม และสัมมนา,1420/177 ซอยพระรามที่ 3 ซ.64  แขวงช่องนนทรี เขตยานนาวา กรุงเทพมหานคร 10120
1873 ,0105558046839,บจ.นิวโฮม จำกัด,16/3/2558," 1,000,000 ",ประกอบกิจการซื้อขาย ตัวแทนนายหน้า เช่า และให้เช่า รับเป็นที่ปรึกษา เกี่ยวกับอสังหาริมทรัพย์,297/121 คอนโดลุมพินี เพลส พระราม 3 - ริเวอร์วิว ชั้น 8 ห้อง 121 ถนนพระราม 3  แขวงบางโคล่ เขตบางคอแหลม กรุงเทพมหานคร 10120
1874 ,0105558046987,บจ.เจริญกรุงแอร์ เซลส์ แอนด์ เซอร์วิส จำกัด,16/3/2558," 1,000,000 ",ประกอบกิจการจำหน่าย ติดตั้ง ล้าง ซ่อม เครื่องปรับอากาศ และเครื่องทำความเย็นทุกชนิด,182 ถนนแฉล้มนิมิตร  แขวงบางโคล่ เขตบางคอแหลม กรุงเทพมหานคร 10120
1875 ,0105558047860,บจ.โก เอ๊กซ์เปิร์ท จำกัด,17/3/2558," 1,000,000 ",ประกอบกิจการผลิตและขายส่งเสื้อผ้าสำเร็จรูป,116/63-64 ซอยนนทรี 12 ถนนนนทรี  แขวงช่องนนทรี เขตยานนาวา กรุงเทพมหานคร 10120
1876 ,0105558048998,บจ.ทองดี การาจ (2015) จำกัด,18/3/2558," 1,000,000 ",ประกอบกิจการอู่ซ่อมรถยนต์,49 ถนนวงแหวนอุตสาหกรรม  แขวงช่องนนทรี เขตยานนาวา กรุงเทพมหานคร 10120
1877 ,0105558050381,บจ.เอ็ม 48 จำกัด,20/3/2558," 1,000,000 ",บริการสลายไขมันหน้าท้อง ลดน้ำหนัก ปรับสรีระ เผาผลาญไขมัน กระชับหน้าท้อง ลดหน้าท้อง ฟิตเนสสถานที่ออกก,43 อาคารไทยซีซี ทาวเวอร์ ห้องเลขที่ 206 ชั้นที่ 20 ถนนสาทรใต้  แขวงยานนาวา เขตสาทร กรุงเทพมหานคร 10120
1878 ,0105558051751,บจ.ปิง พระราม3 จำกัด,23/3/2558," 1,000,000 ",ประกอบกิจการ ค้ามีดซอยผักบุ้ง และวัสดุอุปกรณ์ของมีดซอยผักบุ้งทุกชนิด,38 ซอยจันทน์ 43 แยก 18  แขวงบางโคล่ เขตบางคอแหลม กรุงเทพมหานคร 10120
1879 ,0105558051808,บจ.มิซู เรสเตอร์รอง จำกัด,23/3/2558," 1,000,000 ",ให้บริการด้านอาหารและเครื่องดื่มทุกชนิดรวมถึงเครื่องดื่มที่มีแอลกอฮอล์อาหารในภัตตาคาร ร้านอาหารบุฟเฟ,120/1 ถนนนิมิตใหม่  แขวงทรายกองดิน เขตคลองสามวา กรุงเทพมหานคร 10120
1880 ,0105558051956,บจ.เอเอ็นที (กรุงเทพ) จำกัด,24/3/2558," 1,000,000 ",ประกอบกิจการนำเข้าส่งออก อาหารทะเลสด อาหารทะเลแช่แข็ง อาหารทะเลแปรรูปทุกชนิด และสัตว์ทะเลที่มีชีวิต,119 ตรอกหลังตลาดเก่าวัดพระยาไกร ซอยเจริญกรุง 76 ถนนเจริญกรุง  แขวงวัดพระยาไกร เขตบางคอแหลม กรุงเทพมหานคร 10120
1881 ,0105558052014,บจ.เอ็มแอนด์ดับบลิว โซป แอนด์ สปา จำกัด,24/3/2558," 1,000,000 ",ประกอบกิจการผลิตและจำหน่ายเครื่องสำอางและสมุนไพร,559/23 หมู่บ้านธนาพัฒน์ เฮ้าส์ ถนนนนทรี  แขวงช่องนนทรี เขตยานนาวา กรุงเทพมหานคร 10120
1882 ,0105558052162,บจ.สคิปแทร็ค จำกัด,24/3/2558," 1,000,000 ",ประกอบกิจการค้าเครื่องกีฬา ได้แก่ เชือกกระโดด อุปกรณ์การแข่งขันกระโดดเชือก,435/97 อาคารลุมพินีเพลส ถนนสวนพลู  แขวงทุ่งมหาเมฆ เขตสาทร กรุงเทพมหานคร 10120
1883 ,0105558052294,บจ.เดอะโกเมด จำกัด,24/3/2558," 1,000,000 ",ค้าเครื่องดื่ม,31 ซอยสาธุประดิษฐ์ 10 ถนนสาธุประดิษฐ์  แขวงทุ่งวัดดอน เขตสาทร กรุงเทพมหานคร 10120
1884 ,0105558052405,บจ.สุขกมลคลินิก จำกัด,24/3/2558," 1,000,000 ",ประกอบกิจการค้า นำเข้าส่งออก วัสดุอุปกรณ์เวชภัณฑ์และสิ่งประดิษฐ์เกี่ยวกับการแพทย์และทันตกรรม,88/8 ถนนนางลิ้นจี่  แขวงช่องนนทรี เขตยานนาวา กรุงเทพมหานคร 10120
1885 ,0105558052448,บจ.ทีมเวอร์คกรุ๊ป(ไทยแลนด์) จำกัด,24/3/2558," 1,000,000 ",บริการอินเทอร์เน็ต ให้คำปรึกษาเกี่ยวกับอินเทอร์เน็ต,38/1 ตรอกมาตานุสรณ์ ถนนเจริญกรุง  แขวงบางคอแหลม เขตบางคอแหลม กรุงเทพมหานคร 10120
1886 ,0105558052545,บจ.28 เอ็น กรุ๊ป จำกัด,24/3/2558," 1,000,000 ",จำหน่าย ตัวแทนจำหน่าย เครื่องสำอาง ผลิตภัณฑ์เสริมอาหาร,27/1 ถนนเย็นอากาศ  แขวงช่องนนทรี เขตยานนาวา กรุงเทพมหานคร 10120
1887 ,0105558052740,บจ.ซี.โอ.ทรานส์ จำกัด,24/3/2558," 1,000,000 ",รับจ้าง บริการ และให้เช่ารถบรรทุก รถบด เครื่องอัดลม,42/492 หมู่บ้านเค.ซี.การ์เด้นท์โฮม ซอยนิมิตใหม่ 40 ถนนนิมิตใหม่  แขวงสามวาตะวันออก เขตคลองสามวา กรุงเทพมหานคร 10120
1888 ,0105558052804,บจ.เนสท์ เวนเจอร์ส จำกัด,25/3/2558," 1,000,000 ",ประกอบกิจการผลิตและค้าแผงพลังงานแสงอาทิตย์ ผลิตไฟฟ้า เพื่อการขาย,356 ถนนนราธิวาสราชนครินทร์  แขวงช่องนนทรี เขตยานนาวา กรุงเทพมหานคร 10120
1889 ,0105558052855,บจ.เอ็กเซเลนเซีย จำกัด,25/3/2558," 1,000,000 ",ให้ความรูและการฝึกอบรม ให้บริการงานวิจัย และรับเป็นที่ปรึกษาให้คำแนะนำวางแผน,507/639 ถนนสาธุประดิษฐ์ 31  แขวงช่องนนทรี เขตยานนาวา กรุงเทพมหานคร 10120
1890 ,0105558052910,บจ.ชาบู กริลล์ จำกัด,25/3/2558," 1,000,000 ",ประกอบกิจการจำหน่ายอาหารและเครื่องดื่มทุกประเภท,60 ซอยนราธิวาสราชนครินทร์ 8 ถนนนราธิวาสราชนครินทร์  แขวงทุ่งวัดดอน เขตสาทร กรุงเทพมหานคร 10120
1891 ,0105558053371,บจ.เอ อาร์ เอ บิซิเนส จำกัด,25/3/2558," 1,000,000 ",ประกอบกิจการซื้อขาย รับจ้างติดตั้ง ตกแต่ง ดูแลรักษา ซ่อมแซมลิฟท์โดยสาร บันไดเลื่อน ทุกชนิด,31 ซอยสวนพลู 1 ถนนสาธรใต้  แขวงทุ่งมหาเมฆ เขตสาทร กรุงเทพมหานคร 10120
1892 ,0105558053525,บจ.บีเอ็น คราฟ จำกัด,26/3/2558," 1,000,000 ",ประกอบกิจการให้บริการติดตั้ง ซ่อมแซมและบำรุงรักษา งานโครงสร้างที่เกี่่ยวกับไม้ เหล็ก,40/1 ตรอกวัดจันทร์นอก  แขวงบางคอแหลม เขตบางคอแหลม กรุงเทพมหานคร 10120
1893 ,0105558054157,บจ.คอลล็อก จำกัด,26/3/2558," 1,000,000 ",ประกอบกิจการออกแบบ วางแผน จัดระบบควบคุมงานก่อสร้าง งานช่วงงาน,53/12 ซอยนิมิตใหม่ 18  แขวงทรายกองดิน เขตคลองสามวา กรุงเทพมหานคร 10120
1894 ,0105558054505,บจ.คลินิก ดิ เอส สาทร จำกัด,26/3/2558," 1,000,000 ",ให้บริการทางการแพทย์และทันตกรรม และผลิตเครื่องมือทางการแพทย์และทันตกรรม,459/20-23 ซอยสวนพลู ถนนสาทร  แขวงทุ่งมหาเมฆ เขตสาทร กรุงเทพมหานคร 10120
1895 ,0105558054521,บจ.สกาย ลาร์ค อินเตอร์เนชันแนล จำกัด,26/3/2558," 1,000,000 ",ประกอบกิจการ ผลิต นำเข้า ยาเวชภัณฑ์ สมุนไพร,3 ซอยนราธิวาสราชนครินทร์ 10 แยก 20  แขวงทุ่งวัดดอน เขตสาทร กรุงเทพมหานคร 10120
1896 ,0105558055226,บจ.ซีพีเอส แคร์ จำกัด,27/3/2558," 1,000,000 ",ประกอบกิจการค้า ผลิตภัณฑ์ผ้า ผ้าทอจากใยสังเคราะห์ ด้าย เครื่องนุ่งห่ม เครื่องนอน,49/199 หมู่ที่ 4  แขวงสามวาตะวันออก เขตคลองสามวา กรุงเทพมหานคร 10120
1897 ,0105558055587,บจ.ดาต้า แคปปิตอล จำกัด,30/3/2558," 1,000,000 ",รับเป็นที่ปรึกษา วางแผนงาน และให้คำแนะนำเกี่ยวกับโปรแกรมคอมพิวเตอร์ งานโฆษณา,902/46 เอสวี ซิตี้ ถนนพระราม 3  แขวงบางโพงพาง เขตยานนาวา กรุงเทพมหานคร 10120
1898 ,0105558055781,บจ.อินโนเวทีฟ สปอร์ต คอนเซป จำกัด,30/3/2558," 1,000,000 ",ประกอบกิจการนำเข้าเครื่องกีฬา รวมถึงเสื้อผ้ากีฬา เครื่องใช้และอุปกรณ์กีฬาทุกชนิด,29 ซอยสุดประเสริฐ(ฝั่งซ้าย)  แขวงบางโคล่ เขตบางคอแหลม กรุงเทพมหานคร 10120
