นิติบุคคลจัดตั้งเดือนพฤศจิกายน  2558,,,,,,,,
ทั่วประเทศ,,,,,,,,
ที่,เลขทะเบียน,ชื่อนิติบุคคล,"วันที่
จดทะเบียน"," ทุนจดทะเบียน
(บาท) ",รายละเอียดวัตถุประสงค์,ที่ตั้งสำนักงานใหญ่,,
80,0125558027656,บจ.รุ่งธนชัยปาล์ม จำกัด,23/11/2558," 1,000,000 ",ประกอบกิจการให้บริการปลูกต้นไม้ ออกแบบ ตกแต่ง ดูแลรักษาต้นไม้ สนามหญ้า และจัดสวน ปรับปรุงภูมิทัศน์,129/780 หมู่ที่ 3  ต.บางรักน้อย อ.เมืองนนทบุรี จ.นนทบุรี 11000,,
81,0125558027818,บจ.ธณัฏศิษฐ์ เอ็นเตอร์ไพรส์ จำกัด,24/11/2558," 1,000,000 ",ประกอบกิจการประมูลเพื่อรับจ้างทำของ ตามวัตถุประสงค์ทั้งหมด,44/16 หมู่ที่ 3  ต.บางรักน้อย อ.เมืองนนทบุรี จ.นนทบุรี 11000,,
82,0125558027842,บจ.ทีเอ็มที เมเนจเม้นท์ จำกัด,25/11/2558," 1,000,000 ",บริหารวางแผน การจัดระเบียบ การจัดการ และการควบคุม กำกับกิจการทางการเงินงานทั่วไปของทรัพยากรทางการเงิ,119/830 หมู่ที่ 1  ต.ไทรม้า อ.เมืองนนทบุรี จ.นนทบุรี 11000,,
83,0125558028067,บจ.ไทยนีค อิมพอร์ทเอ็กซ์พอร์ท จำกัด,27/11/2558," 1,000,000 ",ประกอบกิจการค้า นำเข้าส่งออก ผลผลิตทางการเกษตรข้าว ผักผลไม้ พืชไร่ ผลิตภัณฑ์จากการประมงอาหารสดแปรรูป,95/869 หมู่ที่ 8 ถนนกรุงเทพ-นนท์  ต.บางเขน อ.เมืองนนทบุรี จ.นนทบุรี 11000,,
84,0125558028148,บจ.วัน ไดเร็คชั่น โก จำกัด,27/11/2558," 1,000,000 ",ประกอบกิจการก่อสร้างอาคาร,15 ซอยนนทบุรี 20 แยก 4  ต.บางกระสอ อ.เมืองนนทบุรี จ.นนทบุรี 11000,,
85,0125558028172,บจ.หมายเลข 55 จำกัด,30/11/2558," 1,000,000 ",ประกอบกิจการจำหน่ายอาหารเสริมเพื่อสุขภาพ,30/48 หมู่ที่ 1  ต.บางศรีเมือง อ.เมืองนนทบุรี จ.นนทบุรี 11000,,
86,0125558028245,บจ.บียูวี จำกัด,30/11/2558," 1,000,000 ",การจัดทำซอฟท์แวร์สำเร็จรูป(ยกเว้นซอฟท์แวร์เกมส์),42/3 ซอยสันติ ถนนกรุงเทพ-นนท์  ต.บางเขน อ.เมืองนนทบุรี จ.นนทบุรี 11000,,
87,0123558005332,หจ.เอ็มทีดี พลัส,5/11/2558," 1,000,000 ",ประกอบกิจการรับบริการสกรีนงานทุกชนิด ออกแบบงาน โลโก้ เครื่องหมายการค้าทุกชนิด,179/571 หมู่ที่ 7  ต.พิมลราช อ.บางบัวทอง จ.นนทบุรี 11110,,
88,0123558005383,หจ.ควอลิตี้ เอ็นจิเนียริ่ง แอนด์ เทรดดิ้ง,9/11/2558," 1,000,000 ",ประกอบกิจการรับเหมาก่อสร้าง เป็นที่ปรึกษา ธุรกิจเกี่ยวกับไฟฟ้า เสาโทรคมนาคม พลังงานไฟฟ้า ฝาย อุโมงค์,60/2 หมู่ที่ 3  ต.บางคูรัด อ.บางบัวทอง จ.นนทบุรี 11110,,
89,0123558005448,หจ.ไดมอนด์ เดนทัล แล็บ,13/11/2558," 1,000,000 ",การผลิตเครื่องมือและอุปกรณ์ทางทันตกรรม วัสดุต่างๆที่ใช้ในทันตกรรมจัดฟัน,8/445 หมู่ที่ 12 ถนนรัตนาธิเบศร์  ต.บางรักพัฒนา อ.บางบัวทอง จ.นนทบุรี 11110,,
90,0123558005511,หจ.เอ็น.เอส.อาร์ เซฟตี้ ซัพพลาย,25/11/2558," 1,000,000 ",ประกอบกิจการซื้อ จัดหา อุปกรณ์ป้องกันภัย ทุกชนิด,14/1273 หมู่ที่ 13  ต.บางบัวทอง อ.บางบัวทอง จ.นนทบุรี 11110,,
91,0123558005553,หจ.กิตติงานหนัง,26/11/2558," 1,000,000 ",ประกอบกิจการซื้อ ขาย ส่งออกเสื้อผ้า,111/309 หมู่ที่ 6  ต.บางรักพัฒนา อ.บางบัวทอง จ.นนทบุรี 11110,,
92,0123558005570,หจ.เอสแอล ควอลิตี้ ซัพพลาย,27/11/2558," 1,000,000 ",ประกอบกิจการค้า เครื่องมือเครื่องใช้ประจำโรงพยาบาล ตลอดจนอะไหล่และอุปกรณ์ของสินค้าดังกล่าว,99/343 หมู่บ้านทิวตะวัน หมู่ที่ 5 ถนนกาญจนาภิเษก  ต.ลำโพ อ.บางบัวทอง จ.นนทบุรี 11110,,
93,0125558026064,บจ.จิ๊กซอว์ โปรดักชั่นส์ จำกัด,2/11/2558," 1,000,000 ",รับจัดงานเปิดตัวสินค้า,199/18 หมู่ที่ 8  ต.บางรักพัฒนา อ.บางบัวทอง จ.นนทบุรี 11110,,
94,0125558026153,บจ.ต้นอ้อ ทรานสปอร์ต จำกัด,3/11/2558," 1,000,000 ",ประกอบกิจการ รับขนส่งพนักงาน คนงาน โดยรถตู้ รับเหมารถตู้ท่องเที่ยวรายวัน,224/7 หมู่ที่ 4  ต.บางบัวทอง อ.บางบัวทอง จ.นนทบุรี 11110,,
95,0125558026226,บจ.แอพเทพ (ประเทศไทย) จำกัด,4/11/2558," 1,000,000 ",ให้คำปรึกษาด้านการตลาด ประชาสัมพันธ์ในสื่อโฆษณาออนไลน์ ทางเว็บไซต์ ดูแลเว็บไซต์ จัดอบรม,109/7 หมู่ที่ 1  ต.ลำโพ อ.บางบัวทอง จ.นนทบุรี 11110,,
96,0125558026285,บจ.เอเชียการ์เดียน จำกัด,4/11/2558," 1,000,000 ",ให้บริการบริการผู้คุ้มกันส่วนบุคคล,55/143 หมู่บ้านทิพย์พิมาน การ์เด้น หมู่ที่ 3  ต.พิมลราช อ.บางบัวทอง จ.นนทบุรี 11110,,
97,0125558026293,บจ.อองริน เซอร์วิส จำกัด,4/11/2558," 1,000,000 ",ประกอบกิจการรับจ้างทำตามวัตถุประสงค์ของบริษัท และรับจ้างทั่วไป,127/147 หมู่ที่ 5 ถนนเทศบาล 7  ต.โสนลอย อ.บางบัวทอง จ.นนทบุรี 11110,,
98,0125558026366,บจ.แสงธรรมอาภา คอนสตรัคชั่น จำกัด,4/11/2558," 1,000,000 ",กิจการค้าเครื่องใช้ไฟฟ้า,78/127 หมู่ที่ 9  ต.ละหาร อ.บางบัวทอง จ.นนทบุรี 11110,,
99,0125558026374,บจ.เอ ออแกไนซ์ 2015 จำกัด,4/11/2558," 1,000,000 ",ประกอบกิจการรับจ้างจัดกิจกรรมส่งเสริมการตลาด,98/255 หมู่ที่ 5  ต.ลำโพ อ.บางบัวทอง จ.นนทบุรี 11110,,
100,0125558026412,บจ.เค.พี.กรวีร์ กรุ๊ป จำกัด,5/11/2558," 1,000,000 ",ให้คำปรึกษาด้านกฎหมาย ว่าความในคดีแพ่ง คดีอาญา และคดีอื่นๆจดทะเบียนจัดตั้งบริษัท,119/28 หมู่ที่ 7 ถนนบ้านกล้วย-ไทรน้อย  ต.พิมลราช อ.บางบัวทอง จ.นนทบุรี 11110,,
101,0125558026447,บจ.เทคโนโลยี แอลอีดี จำกัด,6/11/2558," 1,000,000 ",ประกอบกิจการค้า และให้บริการซ่อมแซมบำรุงรักษา ตรวจสอบ ระบบไฟฟ้าแสงสว่าง,108/259 หมู่ที่ 14  ต.บางรักพัฒนา อ.บางบัวทอง จ.นนทบุรี 11110,,
102,0125558026587,บจ.สนุกดี มีเดีย จำกัด,9/11/2558," 1,000,000 ",ประกอบธุรกิจพาณิชย์อิเล็กทรอนิกส์ เว้นธุรกิจขายตรงและการตลาดแบบตรง,339/68 บ้านเอื้ออาทรบางบัวทองอาคาร34 ชั้นที่ 5 หมู่ที่ 2  ต.บางบัวทอง อ.บางบัวทอง จ.นนทบุรี 11110,,
103,0125558026633,บจ.โชคธนวัฒน์ เอส.เอ.เอ็น.ที จำกัด,9/11/2558," 1,000,000 ",จัดซื้อ จัดจ้าง งานซ่อมแซม ระบบไฟฟ้า ประปา เครื่องจักร เครื่องยนต์ เครื่องสูบน้ำและอุปกรณ์ท่อ,127/93 หมู่ที่ 5  ต.โสนลอย อ.บางบัวทอง จ.นนทบุรี 11110,,
104,0125558026650,บจ.ดับบลิวพี เทรดดิ้ง แอนด์ มาร์เกตติ้ง จำกัด,9/11/2558," 1,000,000 ",ประกอบกิจ นำเข้าและจำหน่ายเครื่องสำอาง,33/25 หมู่ที่ 5  ต.โสนลอย อ.บางบัวทอง จ.นนทบุรี 11110,,
105,0125558026897,บจ.เดอะ กันตะ จำกัด,11/11/2558," 1,000,000 ",ประกอบกิจการบริการรับทำโครงการวิจัยทุกประเภท,78/31 หมู่ที่ 6  ต.บางรักพัฒนา อ.บางบัวทอง จ.นนทบุรี 11110,,
106,0125558027010,บจ.อินเนอร์ เอ็กซ์ทีเรีย คอนสตรัคชั่น จำกัด,12/11/2558," 1,000,000 ",ประกอบกิจการรับออกแบบ รับเหมาก่อสร้างบ้าน,"162/124,126 หมู่ที่ 3  ต.พิมลราช อ.บางบัวทอง จ.นนทบุรี 11110",,
107,0125558027095,บจ.นิวตรอน เพาเวอร์ อิเลคทริค จำกัด,13/11/2558," 1,000,000 ",ขายส่งขายปลีก อุปกรณ์เกี่ยวกับไฟฟ้า รวมทั้งอะไหล่ ทุกชนิดทุกประเภท รับเป็นที่ปรึกษา ตรวจสอบ ซ่อมแซม,4/4 หมู่ที่ 3  ต.ลำโพ อ.บางบัวทอง จ.นนทบุรี 11110,,
108,0125558027125,บจ.บางบัวทอง รับสร้างบ้าน จำกัด,13/11/2558," 1,000,000 ",ประกอบกิจการรับเหมาก่อสร้าง ต่อเติม ซ่อมแซม อาคาร บ้านพักอาศัย สถานที่ทำการ โรงแรม ถนน,55/40 หมู่ที่ 4  ต.บางบัวทอง อ.บางบัวทอง จ.นนทบุรี 11110,,
109,0125558027338,บจ.ฮาร์ท มิดเดิล เมดิคอล จำกัด,17/11/2558," 1,000,000 ",ผลิต จำหน่าย นำเข้าส่งออก เครื่องมือแพทย์ อุปกรณ์ทางการแพทย์ ทุกชนิด,9/77 หมู่ที่ 4  ต.บางรักพัฒนา อ.บางบัวทอง จ.นนทบุรี 11110,,
110,0125558027494,บจ.ทูคอมเซอร์วิส จำกัด,19/11/2558," 1,000,000 ",ให้บริการติดตั้ง ซ่อมบำรุง สื่อสารโทรคมนาคม ระบบไฟฟ้า ระบบกล้องวงจรปิด ระบบเครื่อข่าย ทุกประเภท,36/332 หมู่ที่ 6 ถนนกาญจนาภิเษก  ต.บางรักพัฒนา อ.บางบัวทอง จ.นนทบุรี 11110,,
111,0125558027567,บจ.นารา เซอร์วิส จำกัด,20/11/2558," 1,000,000 ",ให้บริการรับจ้าง รับเหมาทาสี ทุกประเภท เช่นอาคาร ที่พักอาศัย สถานที่ทำการ โรงงานและอื่นๆทุกชนิด,110/230 หมู่บ้านพฤกษาวิลล์ 15 หมู่ที่ 3  ต.บางรักพัฒนา อ.บางบัวทอง จ.นนทบุรี 11110,,
112,0125558027605,บจ.อินโนวา นาโนเทค (ประเทศไทย) จำกัด,23/11/2558," 1,000,000 ",ผลิตและจำหน่ายสารเคมี และผลิตภัณฑ์อื่นที่เกี่ยวข้อง,55/119 หมู่ที่ 3  ต.พิมลราช อ.บางบัวทอง จ.นนทบุรี 11110,,
113,0125558027630,บจ.เอ็ม.ยู.วาย. เอ็นจิเนียริ่ง จำกัด,23/11/2558," 1,000,000 ",ประกอบกิจการประมูลงาน และรับเหมาก่อสร้างอาคาร อาคารพาณิชย์ อาคารที่พักอาศัย,66/239 หมู่ที่ 5  ต.พิมลราช อ.บางบัวทอง จ.นนทบุรี 11110,,
114,0125558027681,บจ.ศุภนันท์  แทรกเตอร์ จำกัด,23/11/2558," 1,000,000 ",ประกอบกิจการให้เช่ารถแมคโครและรถบรรทุก,119/341 หมู่ที่ 8  ต.ลำโพ อ.บางบัวทอง จ.นนทบุรี 11110,,
115,0125558027699,บจ.โคเรีย  บิวตี้เมท จำกัด,23/11/2558," 1,000,000 ",การขายส่งสินค้าทางเภสัชภัณฑ์,108/572 หมู่ที่ 14  ต.บางรักพัฒนา อ.บางบัวทอง จ.นนทบุรี 11110,,
116,0125558027851,บจ.ที.เอช.วาย เฮอเบิล โซพ จำกัด,25/11/2558," 1,000,000 ",ประกอบกิจการค้า แชมพู โฟมล้างหน้า เครื่องสำอางที่มีส่วนผสมจากสมุนไพร พืชผักผลไม้,178/619 หมู่ที่ 7  ต.พิมลราช อ.บางบัวทอง จ.นนทบุรี 11110,,
117,0125558027877,บจ.ไทยเอ็ม แพค จำกัด,25/11/2558," 1,000,000 ",ประกอบกิจการนำเข้าส่งออกเครื่องจักรผลิตบรรจุภัณฑ์ต่างๆวัสดุอะไหล่ที่เกี่ยวข้องกับสินค้าดังกล่าว,75 หมู่ที่ 6  ต.ละหาร อ.บางบัวทอง จ.นนทบุรี 11110,,
118,0125558027907,บจ.โมทีฟ วิลเลจ จำกัด,25/11/2558," 1,000,000 ",รับจ้างผลิตรายการโทรทัศน์ รายการวิทยุ สื่อโฆษณาประชาสัมพันธ์ที่แพร่ภาพออกอากาศทั้งทางวิทยุโทรทัศน์,108/176 หมู่ที่ 4  ต.บางรักพัฒนา อ.บางบัวทอง จ.นนทบุรี 11110,,
119,0125558027915,บจ.ดีทอนิกส์ เฮลท์ จำกัด,25/11/2558," 1,000,000 ",ประกอบกิจการจำหน่ายอาหารเสริม ทุกประเภท,199/98 หมู่บ้านศุภาลัยวิลล์ ราชพฤกษ์-บางบัวทอง หมู่ที่ 2  ต.พิมลราช อ.บางบัวทอง จ.นนทบุรี 11110,,
120,0125558028016,บจ.โปรเกรส ไซเอนซ์ จำกัด,26/11/2558," 1,000,000 ",ประกอบกิจการผลิต จำหน่ายปุ๋ย สารกำจัดวัชพืช ยาฆ่าแมลง,34/1 หมู่ที่ 3  ต.ละหาร อ.บางบัวทอง จ.นนทบุรี 11110,,
121,0125558028041,บจ.บี เอส แอ็คเค้าท์ติ้ง จำกัด,26/11/2558," 1,000,000 ",ประกอบกิจการให้บริการทางด้านบัญชี รับทำบัญชี ที่ปรึกษาทางบัญชี วางระบบบัญชี,98/196 หมู่ที่ 4  ต.บางคูรัด อ.บางบัวทอง จ.นนทบุรี 11110,,
122,0125558028199,บจ.ออโตเมชัน คอนโทรล โซลูชันส์ จำกัด,30/11/2558," 1,000,000 ",ประกอบกิจการอกแบบและติดตั้งระบบไฟฟ้า,14/3196 หมู่บ้านบัวทองธานี หมู่ที่ 14 ถนนตลิ่งชัน-สุพรรณบุรี  ต.บางบัวทอง อ.บางบัวทอง จ.นนทบุรี 11110,,
123,0123558005341,หจ.เอ็นวี เพสท์คอนโทรล,5/11/2558," 1,000,000 ",ให้บริการกำจัดปลวก มด แมลงสาบ หยู แมลงต่างๆและสัตว์ ทุกชนิด,11/61 ถนนป๊อบปูล่า 5  ต.บ้านใหม่ อ.ปากเกร็ด จ.นนทบุรี 11120,,
124,0123558005375,หจ.แอล เอ็ม เฮิร์บ บิวตี้ แคร์,9/11/2558," 1,000,000 ",จำหน่ายผลิตภัณฑ์อาหารเสริมเพื่อบำรุงสุขภาพ สมุนไพร ผลิตภัณฑ์เพื่อบริโภคอุปโภคทุกชนิด,102/13 หมู่ที่ 1  ต.ปากเกร็ด อ.ปากเกร็ด จ.นนทบุรี 11120,,
125,0123558005481,หจ.ทรัพย์ลภัส,20/11/2558," 1,000,000 ",ประกอบธุรกิจให้เช่า บริการดูแลสินทรัพย์ เก็บผลประโยชน์ และจัดการทรัพย์สินทุกประการ,120/1084 หมู่ที่ 9  ต.บางพูด อ.ปากเกร็ด จ.นนทบุรี 11120,,
126,0123558005529,หจ.พี ที เอส เซอร์วิสโปรเทค,25/11/2558," 1,000,000 ",ประกอบกิจการออกแบบและระบบควบบคุม เครื่องจักรบำรุงรักษาอุปกรณ์อิเล็กทรอนิกส์ในงานอุตสาหกรรม,43/83 หมู่ที่ 5  ต.บางพูด อ.ปากเกร็ด จ.นนทบุรี 11120,,
127,0125558026129,บจ.หนูดีกรุ๊ป จำกัด,2/11/2558," 1,000,000 ",ประกอบกิจการรัานอาหาร,99 หมู่ที่ 4 ซอยแจ้งวัฒนะ-ปากเกร็ด 17 ถนนแจ้งวัฒนะ  ต.ปากเกร็ด อ.ปากเกร็ด จ.นนทบุรี 11120,,
128,0125558026161,บจ.เอ เอ็น แอล คอสเมติกส์ สปา จำกัด,3/11/2558," 1,000,000 ",จำหน่าย เครื่องสำอาง อาหารเสริม ทุกประเภท,195/14 หมู่ที่ 5  ต.ปากเกร็ด อ.ปากเกร็ด จ.นนทบุรี 11120,,
129,0125558026196,บจ.เฟิร์สไซท์ แอดเวอร์ไทซิ่ง จำกัด,4/11/2558," 1,000,000 ",บริการทางด้านกฎหมาย ทางบัญชี ทางวิศวกรรม ทางสถาปัตยกรรม รวมทั้งกิจการโฆษณา,79/1 หมู่ที่ 6  ต.ท่าอิฐ อ.ปากเกร็ด จ.นนทบุรี 11120,,
130,0125558026200,บจ.มาย ลิ้งค์ จำกัด,4/11/2558," 1,000,000 ",เป็นนายหน้าและตัวแทนในการติดต่อกับโรงเรียน,27/110 หมู่ที่ 4 ถนนแจ้งวัฒนะ  ต.บางตลาด อ.ปากเกร็ด จ.นนทบุรี 11120,,
131,0125558026234,บจ.แอสซิส อินเตอร์ คอนเนค จำกัด,4/11/2558," 1,000,000 ",จำหน่ายซอฟต์แวร์ คอมพิวเตอร์ อุปกรณ์ไอทีทุกชนิด บริการดูแล ติดตั้ง ซ่อมแซม บำรุงรักษาทุกชนิด,99/726 หมู่ที่ 1  ต.ท่าอิฐ อ.ปากเกร็ด จ.นนทบุรี 11120,,
132,0125558026382,บจ.สถานีก้าวหน้า จำกัด,4/11/2558," 1,000,000 ",ประกอบกิจการสอนกีฬาประเภทต่างๆ,33/11 หมู่ที่ 3 ซอยสามัคคี 29 ถนนสามัคคี  ต.บางตลาด อ.ปากเกร็ด จ.นนทบุรี 11120,,
133,0125558026501,บจ.พีแอนด์พี กู๊ดสตีล จำกัด,6/11/2558," 1,000,000 ",ประกอบธุรกิจคัดแยกวัสดุเหลือใช้ วัสดุไม่ใช้แล้วซึ่งไม่เป็นอันตรายเช่นเศษเหล็ก อลูมิเนียม กระดาษ,36/16 หมู่ที่ 9  ต.บางพูด อ.ปากเกร็ด จ.นนทบุรี 11120,,
134,0125558026668,บจ.ทีพีทูจี จำกัด,9/11/2558," 1,000,000 ",ประกอบกิจการสถานประกอบการเกี่ยวกับการรักษาความปลอดภัย,50/610 หมู่ที่ 9 หมู่บ้านเมืองทองธานี โครงการ 6 ซอย บี 6  ต.บางพูด อ.ปากเกร็ด จ.นนทบุรี 11120,,
135,0125558026714,บจ.ใจกล้า จำกัด,10/11/2558," 1,000,000 ",รับเหมาก่อสร้าง,180/336 หมู่ที่ 5  ต.ปากเกร็ด อ.ปากเกร็ด จ.นนทบุรี 11120,,
136,0125558026749,บจ.ซัคเซส คาร์ เรนทัล จำกัด,10/11/2558," 1,000,000 ",ประกอบกิจการให้เช่ารถยนต์,101/64 หมู่ที่ 1  ต.คลองเกลือ อ.ปากเกร็ด จ.นนทบุรี 11120,,
137,0125558026811,บจ.โซเชียล ออฟ เลิฟ (ประเทศไทย) จำกัด,11/11/2558," 1,000,000 ",ประกอบกิจการจำหน่ายสินค้าทุกชนิดและทุกประเภท,91/133 หมู่ที่ 5 หมู่บ้านพาทิโอ (แจ้งวัฒนะ-เมืองทอง)  ต.บ้านใหม่ อ.ปากเกร็ด จ.นนทบุรี 11120,,
138,0125558026901,บจ.คริสตัล จำกัด,11/11/2558," 1,000,000 ",การขายส่งและอุปกรณ์เสริมใหม่ของยานยนต์,72/39 หมู่ที่ 3 ถนนติวานนท์  ต.บ้านใหม่ อ.ปากเกร็ด จ.นนทบุรี 11120,,
139,0125558026919,บจ.อาร์ช ดีเวลลอปเม้นท์ จำกัด,11/11/2558," 1,000,000 ",ให้บริการออกแบบและเขียนแบบก่อสร้าง,63/293 หมู่ที่ 1  ต.อ้อมเกร็ด อ.ปากเกร็ด จ.นนทบุรี 11120,,
140,0125558027028,บจ.กุ๊กกิ๊ก โปรดักชั่น จำกัด,12/11/2558," 1,000,000 ",บริการผลิตภาพยนตร์วีดีทัศน์และรายการโทรทัศน์การบันทึกเสียงและจำหน่ายหรือดผยแพร่ดนตรี,3/140 ถนนป๊อปปูล่า  ต.บางพูด อ.ปากเกร็ด จ.นนทบุรี 11120,,
141,0125558027036,บจ.บิ๊กบ๊อก เทคโนโลยี จำกัด,12/11/2558," 1,000,000 ",ประกอบกิจการให้บริการติดตั้งระบบโทรคมนาคม และระบบคอมพิวเตอร์,53/49 ชั้นที่ 2 หมู่ที่ 3 ซอยท่าอิฐ ถนนรัตนาธิเบศร์  ต.ท่าอิฐ อ.ปากเกร็ด จ.นนทบุรี 11120,,
142,0125558027052,บจ.บ้านคำหวาน จำกัด,12/11/2558," 1,000,000 ",ประกอบกิจการจำหน่ายผลิตภัณฑ์ขนมปัง,89/17 หมู่ที่ 1  ต.บางตะไนย์ อ.ปากเกร็ด จ.นนทบุรี 11120,,
143,0125558027061,บจ.ภัคสวิตต์ จำกัด,13/11/2558," 1,000,000 ",ประกอบกิจการก่อสร้างอาคารที่พักอาศัย,54/35 หมู่ที่ 5  ต.บางพลับ อ.ปากเกร็ด จ.นนทบุรี 11120,,
144,0125558027079,บจ.คอนเควสชั่น จำกัด,13/11/2558," 1,000,000 ",บริการทางด้านกฎหมาย,89/318 หมู่ที่ 5 ถนนสาย 345  ต.บางตะไนย์ อ.ปากเกร็ด จ.นนทบุรี 11120,,
145,0125558027087,บจ.โก ทู เกรท ครีเอชั่น จำกัด,13/11/2558," 1,000,000 ",ประกอบกิจการค้า สินค้าอุปโภคบริโภคทุกชนิด,94/102 หมู่ที่ 1  ต.บ้านใหม่ อ.ปากเกร็ด จ.นนทบุรี 11120,,
146,0125558027231,บจ.ธณัตชา89 จำกัด,17/11/2558," 1,000,000 ",ประกอบกิจการเป็นที่ปรึกษา ฝึกอบรม การให้ความรู้และคำแนะนำในด้านประกันชีวิต ตัวแทนนายหน้าประกันชีวิต,15/34-35 หมู่ที่ 1  ต.ท่าอิฐ อ.ปากเกร็ด จ.นนทบุรี 11120,,
147,0125558027290,บจ.เตชัส (ประเทศไทย) จำกัด,17/11/2558," 1,000,000 ",ประกอบกิจการซื้อขาย จำหน่ายเครื่องรับสัญญาณโทรทัศน์ โทรศัพท์ เครื่องโทรคมนาคม เครื่องสื่อสารทุกชนิด,83/126 หมู่ที่ 7  ต.ท่าอิฐ อ.ปากเกร็ด จ.นนทบุรี 11120,,
148,0125558027303,บจ.แฟบูลัส (ประเทศไทย) จำกัด,17/11/2558," 1,000,000 ",ประกอบกิจการให้เช่าบ้าน โรงเรือน,5/1635 หมู่ที่ 10 ถนนสามัคคี  ต.บางตลาด อ.ปากเกร็ด จ.นนทบุรี 11120,,
149,0125558027371,บจ.เจทีซีโอ จำกัด,18/11/2558," 1,000,000 ",ผลิตและจำหน่ายอาหารเสริมบำรุงสุขภาพ ความงาม,89/51 หมู่ที่ 9  ต.บางพูด อ.ปากเกร็ด จ.นนทบุรี 11120,,
150,0125558027427,บจ.ไลฟ์แคร์ ซัพพลาย จำกัด,18/11/2558," 1,000,000 ",ขายปลีกยารักษาโรค,99/141 หมู่บ้านคาซ่าแกรนด์ ชัยพฤกษ์-แจ้งวัฒนะ หมู่ที่ 4  ต.คลองพระอุดม อ.ปากเกร็ด จ.นนทบุรี 11120,,
151,0125558027435,บจ.ดีไซน์ บาร์ จำกัด,18/11/2558," 1,000,000 ",ค้า กระดาษ เครื่องเขียน แบบเรียน แบบพิมพ์ หนังสือ อุปกรณ์การเรียนการสอน อุปกรณ์การถ่ายภาพและภาพยนต์,25/118 หมู่ที่ 6  ต.บางตลาด อ.ปากเกร็ด จ.นนทบุรี 11120,,
152,0125558027451,บจ.คริปตัน เอ็นเนอร์จี จำกัด,19/11/2558," 1,000,000 ",ประกอบธุรกิจบริหารจัดการพลังงานทางเลือก และบริหารจัดการขยะประเภทต่างๆ,101/35 หมู่บ้านพงษ์เพชร หมู่ที่ 1 ถนนแจ้งวัฒนะ  ต.คลองเกลือ อ.ปากเกร็ด จ.นนทบุรี 11120,,
153,0125558027478,บจ.กิจการร่วมค้า เอส.เค.วาย. จำกัด,19/11/2558," 1,000,000 ",รับเหมาก่อสร้างและซ่อมแซมบำรุงทางรถไฟ งานก่อสร้างอื่นๆ ทุกชนิด,111/134 หมู่ที่ 9  ต.บางพูด อ.ปากเกร็ด จ.นนทบุรี 11120,,
154,0125558027516,บจ.เอสเคที คอนสตรัคชั่น แอนด์ เซอร์วิส จำกัด,19/11/2558," 1,000,000 ",การก่อสร้างอาคารทุกประเภท,64/118 หมู่ที่ 1  ต.อ้อมเกร็ด อ.ปากเกร็ด จ.นนทบุรี 11120,,
155,0125558027532,บจ.พระเครื่องเมืองไทย จำกัด,19/11/2558," 1,000,000 ",ประกอบกิจการซื้อขาย แลกเปลี่ยน เช่าให้เช่าเช่าซื้อ จำนำจัดหา พระเครื่อง พระพุทธรูป วัตถุโบราณ,90/951 หมู่ที่ 5  ต.ท่าอิฐ อ.ปากเกร็ด จ.นนทบุรี 11120,,
156,0125558027541,บจ.เบเกอรี่ ดีโป้ จำกัด,19/11/2558," 1,000,000 ",ประกอบกิจการจำหน่ายขายปลีกขายส่ง ผลิต นำเข้าส่งออก อุปกรณ์ทำเบอเกอรี่ เครื่องมือเครื่องใช้ วัตถุดิบ,5/6 หมู่ที่ 6 ถนนชัยพฤกษ์  ต.คลองพระอุดม อ.ปากเกร็ด จ.นนทบุรี 11120,,
157,0125558027559,บจ.เซโระ ซูชิ จำกัด,19/11/2558," 1,000,000 ",การบริการอาหารในภัตตาคาร ร้านอาหาร,35/212 หมู่ที่ 8  ต.บางตลาด อ.ปากเกร็ด จ.นนทบุรี 11120,,
158,0125558027621,บจ.เปอร์สเปคทีฟ แอดเวอร์ไทซิ่ง จำกัด,23/11/2558," 1,000,000 ",ประกอบกิจการรับจัดงานอีเว้นท์ ซื้อขายสื่อโฆษณา รับผลิตสื่อทุกชนิด,99/225 หมู่ที่ 5  ต.บางพลับ อ.ปากเกร็ด จ.นนทบุรี 11120,,
159,0125558027664,บจ.เฟิร์ส ออฟ ออล คอร์ปอเรชั่น จำกัด,23/11/2558," 1,000,000 ",ประกอบกิจการจำหน่ายอาหารเสริมให้กับผู้บริโภคทั้งแบบค้าปลีกและค้าส่ง,223/174 หมู่ที่ 4 ซอยแจ้งวัฒนะ-ปากเกร็ด 22  ต.ปากเกร็ด อ.ปากเกร็ด จ.นนทบุรี 11120,,
160,0125558027711,บจ.เกศฤดี จำกัด,23/11/2558," 1,000,000 ",ประกอบธุรกิจบริการเสริมสวย ตัดผม  แต่งผม แต่งเล็บ รวมทั้งจำหน่ายแชมพู น้ำยาสระผม ดัดผม น้ำยาทาเล็บ,99 หมู่ที่1 ห้างสรรพสินค้าโรบินสัน ชั้นที่ 2 ห้องเลขที่ 232 ถนนศรีสมาน  ต.บ้านใหม่ อ.ปากเกร็ด จ.นนทบุรี 11120,,
