นิติบุคคลจัดตั้งเดือนพฤษภาคม  2558,,,,,,
ทั่วประเทศ,,,,,,
ที่,เลขทะเบียน,ชื่อนิติบุคคล,"วันที่
จดทะเบียน"," ทุนจดทะเบียน
(บาท) ",รายละเอียดวัตถุประสงค์,ที่ตั้งสำนักงานใหญ่
3,0135558009224,บจ.เทพสุภรณ์ (888) จำกัด,11/5/2558," 5,000,000 ",ประกอบกิจการให้เช่า การขาย การซื้อและการดำเนินงานด้านอสังหาริมทรัพย์,88/8 หมู่ที่ 7 ถนนพหลโยธิน  ต.หลักหก อ.เมืองปทุมธานี จ.ปทุมธานี 12000
4,0135558009429,บจ.ซัคซีด ยัว คี จำกัด,14/5/2558," 5,000,000 ",ประกอบกิจการขายตรงและตลาดแบบตรง ผลิตภัณฑ์อาหารเสริม เครื่องสำอางและเครื่องอุปโภคบริโภค,147/25 หมู่ที่ 1 ถนนปทุมรังสิต  ต.บ้านกลาง อ.เมืองปทุมธานี จ.ปทุมธานี 12000
5,0135558010036,บจ.บางกอก มิเนอรัล จำกัด,22/5/2558," 5,000,000 ",ประกอบกิจการทำเหมืองแร่-หิน ทำโรงงานแต่งแร่ โรงโม่หิน รวมทั้งซื้อขายแร่ หิน ส่งออก แร่ หิน,129/148 หมู่บ้านศุภาลัย การ์เด้นวิลล์ หมู่ที่ 1  ต.บางขะแยง อ.เมืองปทุมธานี จ.ปทุมธานี 12000
6,0135558010371,บจ.ปฏิพงศ์ อินดัสทรี จำกัด,29/5/2558," 5,000,000 ",ซื้อขาย เครื่องมือทางการเกษตร เครื่องจักรและอุปกรณ์การเกษตร เครื่องจักรอุปกรณ์เกี่ยวกับสิ่งแวดล้อม,123-124 หมู่ที่ 4  ต.บึงสนั่น อ.ธัญบุรี จ.ปทุมธานี 12110
7,0135558009488,บจ.นารุกาว่า ฟู้ดส์ (ไทยแลนด์) จำกัด,15/5/2558," 5,000,000 ",การผลิต จัดซื้อ จัดหา จำหน่าย นำเข้า ส่งออก ซอส น้ำซุป น้ำแกง น้ำจิ้ม และเครื่องปรุงรสอาหารทุกชนิด,9/16 หมู่ที่ 5 ถนนพหลโยธิน  ต.คลองหนึ่ง อ.คลองหลวง จ.ปทุมธานี 12120
8,0135558009712,บจ.พีพีพี โฮเต็ล แอนด์ รีสอร์ท จำกัด,19/5/2558," 5,000,000 ",ประกอบกิจการโรงแรม รีสอร์ทและห้องชุด,31/1208 หมู่ที่ 16  ต.คลองหนึ่ง อ.คลองหลวง จ.ปทุมธานี 12120
9,0135558009984,บจ.เอทีเอส  คอร์ปอเรชั่น  (ประเทศไทย) จำกัด,21/5/2558," 4,000,000 ",กิจการตัวแทนจำหน่ายสินค้าคือเครื่องสำอางอุปกรณ์เครื่องมือเครื่องใช้ เครื่องประดับ เครื่องดื่ม ยา,801/129 หมู่ที่ 8  ต.คูคต อ.ลำลูกกา จ.ปทุมธานี 12130
10,0135558009178,บจ.เพิ่มทรัพย์ เรียลเอสเตท จำกัด,8/5/2558," 3,000,000 ",ประกอบกิจการพัฒนาอสังหาริมทรัพย์,189/190 หมู่บ้านศุภาลัยวิลล์ หมู่ที่ 1  ต.บางขะแยง อ.เมืองปทุมธานี จ.ปทุมธานี 12000
11,0135558009542,บจ.สยาม เกรทซ์ เอ็นเตอร์ไพรส์ จำกัด,15/5/2558," 3,000,000 ",การขนส่งสินค้าที่บรรจุในตู้คอนเทนเนอร์ทางถนน การขนส่งสิ่งของและหีบห่อที่นำมาจัดรวมกันและบรรจุลงในตู้,807/111 หมู่บ้านภุมริน หมู่ที่ 8 ซอยพหลโยธิน 72 ถนนพหลโยธิน  ต.คูคต อ.ลำลูกกา จ.ปทุมธานี 12130
12,0135558008775,บจ.ไทยปลาทอง จำกัด,1/5/2558," 2,000,000 ",ประกอบกิจการค้า นำเข้าส่งออก อาหารสำเร็จรูป แคปหมู และ เครื่องบริโภคอื่นๆ,198/115 หมู่บ้านพฤกษาวิลล์ 40 หมู่ที่ 5  ต.หลักหก อ.เมืองปทุมธานี จ.ปทุมธานี 12000
13,0135558009879,บจ.สไนเปอร์ ครีเอชั่น จำกัด,20/5/2558," 2,000,000 ",ประกอบกิจการรับจ้างผลิตรายการโทรทัศน์,100/269 หมู่ที่ 4 ถนนติวานนท์-รังสิต  ต.บางกะดี อ.เมืองปทุมธานี จ.ปทุมธานี 12000
14,0135558008741,บจ.เอ็น.เอ็น.ดับบลิว คอนสตรัคชั่น จำกัด,1/5/2558," 2,000,000 ",ประกอบกิจการรับเหมาก่อสร้างอาคาร อาคารพาณิชย์,31/533 หมู่ที่ 1  ต.รังสิต อ.ธัญบุรี จ.ปทุมธานี 12110
15,0135558009208,บจ.ดี-เดคโค จำกัด,11/5/2558," 2,000,000 ",จำหน่ายสินค้าจัดสวน เฟอร์นิเจอร์ ต้นไม้ สินค้าตกแต่งทุกชนิด,40/3450 หมู่บ้านพฤกษา B หมู่ที่ 4  ต.คลองสาม อ.คลองหลวง จ.ปทุมธานี 12120
16,0135558009399,บจ.เอ็นทีเค ณัฏฐกันย์ จำกัด,14/5/2558," 2,000,000 ",รับเหมาก่อสร้าง,50/302 หมู่ที่ 4  ต.คลองสาม อ.คลองหลวง จ.ปทุมธานี 12120
17,0135558009411,บจ.ไอเดีย วิลล์ จำกัด,14/5/2558," 2,000,000 ",ประกอบกิจการให้เช่าอพาร์ทเม้นท์,45/5 หมู่ที่ 17  ต.คลองหนึ่ง อ.คลองหลวง จ.ปทุมธานี 12120
18,0135558010460,บจ.เดอะ ควีนส์ อิมปอร์ท แอนด์ เอ็กซ์ปอร์ท จำกัด,29/5/2558," 2,000,000 ",ขายส่งสินค้าทั่วไป เช่น ผักและผลไม้,59/406 หมู่ที่ 7 ซอยบงกช 5  ต.คลองสอง อ.คลองหลวง จ.ปทุมธานี 12120
19,0135558009101,บจ.ศุภมิตร โฮลดิ้ง จำกัด,8/5/2558," 2,000,000 ",ประกอบกิจการบริการทางด้านกฎหมาย ทางบัญชี ทางวิศวกรรม ทางสถาปัตยกรรม,42/8 หมู่ที่ 5  ต.ลำลูกกา อ.ลำลูกกา จ.ปทุมธานี 12150
20,0135558009798,บจ.นาไก กรุ๊ป จำกัด,20/5/2558," 2,000,000 ",นำเข้า จำหน่ายเครื่องใช้ไฟฟ้าและอุปกรณ์ในประเทศและส่งออกไปจำหน่ายต่างประเทศและให้บริการซ่อมบำรุง,46/169 หมู่ที่ 4  ต.บางเตย อ.สามโคก จ.ปทุมธานี 12160
21,0135558009828,บจ.พลิค เวิร์ค จำกัด,20/5/2558," 2,000,000 ",ประกอบกิจการับเหมาก่อสร้างทุกชนิด,138 หมู่ที่ 5  ต.เชียงรากใหญ่ อ.สามโคก จ.ปทุมธานี 12160
22,0135558009895,บจ.รวยพร้อม โฟร์คลิฟท์ แอนด์ เฮฟวี่ แมชีนเนอรี่ จำกัด,20/5/2558," 2,000,000 ",ประกอบกิจการรับจ้าง ซ่อมแซม บำรุงรักษา เครื่องจักร เครื่องจักรกล เครื่องยนต์ ทุกชนิดทุกประเภท,39/2 หมู่ที่ 4  ต.เชียงรากน้อย อ.สามโคก จ.ปทุมธานี 12160
23,0135558009097,บจ.เฌอ-วาด อาคิเทค จำกัด,8/5/2558," 1,500,000 ",ประกอบกิจการรับเหมาก่อสร้างและรับทำงานโยธาทุกชนิด,473 ถนนรังสิต-นครนายก  ต.ประชาธิปัตย์ อ.ธัญบุรี จ.ปทุมธานี 12130
24,0133558002031,หจ.เจ.เอ.โปร อินเตอร์,1/5/2558," 1,000,000 ",ขายอะไหล่ เครื่องจักร อุปกรณ์ไฟฟ้า ประปา,115/132 หมู่ที่ 10  ต.บางคูวัด อ.เมืองปทุมธานี จ.ปทุมธานี 12000
25,0133558002074,หจ.เอฟเอฟพี 2015,8/5/2558," 1,000,000 ",รับเหมาจัดสวน,132/3 หมู่ที่ 1  ต.บ้านกลาง อ.เมืองปทุมธานี จ.ปทุมธานี 12000
26,0133558002112,หจ.เชิงช่าง กรุ๊ป,11/5/2558," 1,000,000 ",ประกอบกิจการรับเหมาก่อสร้าง ออกแบบตกแต่งภายใน,88/21 หมู่ที่ 3  ต.บางเดื่อ อ.เมืองปทุมธานี จ.ปทุมธานี 12000
27,0133558002139,หจ.ร่ำรวยริมน้ำ,11/5/2558," 1,000,000 ",ขายอาหารและเครื่องดื่มทุกชนิด ขายส่งและขายปลีกอาหารสด อาหารแห้งทุกชนิดรวมสินค้าเบ้ดเตล็ด,33/4 หมู่ที่ 5  ต.บ้านกลาง อ.เมืองปทุมธานี จ.ปทุมธานี 12000
28,0133558002279,หจ.ส.เจริญทรัพย์ พาณิชย์,18/5/2558," 1,000,000 ",ประกอบกิจการจำหน่าย นำเข้าและส่งออก รถยนต์ ยานยนต์ไฟฟ้า,70/252 ถนนปทุมสามโคก  ต.บางปรอก อ.เมืองปทุมธานี จ.ปทุมธานี 12000
29,0135558009071,บจ.ก้าวเจริญ (2015) จำกัด,7/5/2558," 1,000,000 ",ให้บริการรับเหมาแรงงานในกิจการทุกประเภท,114/179 หมู่บ้านกฤษณา ติวานนท์ หมู่ที่ 1 ถนนติวานนท์  ต.บ้านใหม่ อ.เมืองปทุมธานี จ.ปทุมธานี 12000
30,0135558009119,บจ.วัชชนี โลจิสติกส์ จำกัด,8/5/2558," 1,000,000 ",ประกอบกิจการขนส่งสินค้าทางถนน,28/5 หมู่ที่ 5  ต.บางพูน อ.เมืองปทุมธานี จ.ปทุมธานี 12000
31,0135558009348,บจ.ซีเอสจี อินเตอร์เนชั่นแนล จำกัด,14/5/2558," 1,000,000 ",ประกอบกิจการรับเหมาก่อสร้าง,222/90 หมู่ที่ 1  ต.บางคูวัด อ.เมืองปทุมธานี จ.ปทุมธานี 12000
32,0135558009372,บจ.เดอะวันเดอร์ฟรุ๊ต จำกัด,14/5/2558," 1,000,000 ",ร้านขายปลีกผักและผลไม้,51/427 หมู่ที่ 7  ต.หลักหก อ.เมืองปทุมธานี จ.ปทุมธานี 12000
33,0135558009445,บจ.เอ.เอ็น.ซี. เอ็นจิเนียริ่งแอนด์คอนสตรัคชั่น จำกัด,14/5/2558," 1,000,000 ",ประกอบกิจการรับจ้างก่อสร้างอาคารที่เป็นที่พักอาศัยทุกประเภท,122/37 หมู่ที่ 1  ต.บ้านกลาง อ.เมืองปทุมธานี จ.ปทุมธานี 12000
34,0135558009461,บจ.เคพี อินทีเรีย จำกัด,15/5/2558," 1,000,000 ",ประกอบกิจการรับเหมาก่อสร้างและรับงานโยธาทุกชนิด,37 หมู่ที่ 2  ต.บางเดื่อ อ.เมืองปทุมธานี จ.ปทุมธานี 12000
35,0135558009500,บจ.ภัตตาคารกุ้งเต้น แอนด์ ซีฟู้ด จำกัด,15/5/2558," 1,000,000 ",ขายอาหารและเครื่องดื่ม ประกอบกิจการภัตตาคาร,49/1-49/4 ถนนปทุมลาดหลุมแก้ว  ต.บางปรอก อ.เมืองปทุมธานี จ.ปทุมธานี 12000
36,0135558009623,บจ.พีพีดี พาร์ท เทค จำกัด,18/5/2558," 1,000,000 ",ประกอบกิจการจำหน่ายเหล็ก ท่อเหล็ก และวัสดุที่ใช้ในโรงงานอุตสาหกรรมทุกชนิด,111/80 หมู่ที่ 7  ต.บางคูวัด อ.เมืองปทุมธานี จ.ปทุมธานี 12000
37,0135558009658,บจ.แปซิฟิก อินเตอร์ คอนสตรัคชั่น จำกัด,19/5/2558," 1,000,000 ",ประกอบกิจการค้า วัสดุก่อสร้าง อุปกรณ์และเครื่องมือเครื่องใช้ในการก่อสร้าง,88/1 หมู่ที่ 7  ต.บางคูวัด อ.เมืองปทุมธานี จ.ปทุมธานี 12000
38,0135558009691,บจ.ดับบลิวทีเอส โพธิ์คำ จำกัด,19/5/2558," 1,000,000 ",รับเหมาก่อสร้าง,203/13 หมู่ที่ 1  ต.หลักหก อ.เมืองปทุมธานี จ.ปทุมธานี 12000
39,0135558009704,บจ.บิลด์โปร ซัพพลาย จำกัด,19/5/2558," 1,000,000 ",ประกอบกิจการรับจ้างทำของ และติดตั้งระบบไฟฟ้าและสิ่งก่อสร้างอื่นๆ,52/198-3 หมู่บ้านเมืองเอก หมู่ที่ 7  ต.หลักหก อ.เมืองปทุมธานี จ.ปทุมธานี 12000
40,0135558009836,บจ.ครบคิด จำกัด,20/5/2558," 1,000,000 ",ประกอบกิจการรับจ้างผลิตรายการโทรทัศน์ อำนวยการผลิตภาพยนตร์ และอื่นๆที่เกี่ยวข้องทุกประเภท,55/704 หมู่ที่ 5  ต.บางคูวัด อ.เมืองปทุมธานี จ.ปทุมธานี 12000
41,0135558009844,บจ.เอทีที โกลบอล มูฟ จำกัด,20/5/2558," 1,000,000 ",ประกอบกิจการขนส่งทุกประเภท,79/234 หมู่ที่ 4 ถนนรังสิต-ปทุมธานี  ต.บางพูน อ.เมืองปทุมธานี จ.ปทุมธานี 12000
42,0135558009852,บจ.เอ็มพี บิสซิเนส กรุ๊ป จำกัด,20/5/2558," 1,000,000 ",ประกอบกิจการจัดจำหน่ายอาหารสัตว์ทุกประเภทรวมไปถึงการนำเข้าส่งออกนอกราชอาณาจักร,199/91 หมู่ที่ 5  ต.หลักหก อ.เมืองปทุมธานี จ.ปทุมธานี 12000
43,0135558009933,บจ.เอ.ที.พี. เอ็นจิเนียริ่ง แอนด์ เซอร์วิส จำกัด,21/5/2558," 1,000,000 ",รับเหมาก่อสร้าง,115/241 หมู่ที่ 10  ต.บางคูวัด อ.เมืองปทุมธานี จ.ปทุมธานี 12000
44,0135558010001,บจ.บีอิง อะ โฮม จำกัด,22/5/2558," 1,000,000 ",ประกอบกิจการติดตั้งส่วนประกอบอาคารและการตกแต่งภายใน,114/195 หมู่ที่ 1 ถนนติวานนท์  ต.บ้านใหม่ อ.เมืองปทุมธานี จ.ปทุมธานี 12000
45,0135558010044,บจ.กานต์สลิล ซัพพลายเออร์ จำกัด,22/5/2558," 1,000,000 ",จำหน่ายสินค้าอุปโภคบริโภคตามความต้องการของลูกค้า,66/1 หมู่ที่ 6  ต.บางเดื่อ อ.เมืองปทุมธานี จ.ปทุมธานี 12000
46,0135558010095,บจ.สุเหม่ง จำกัด,25/5/2558," 1,000,000 ",ประกอบกิจการรับผลิต รายการโทรทัศน์ ทุกชนิด,202/167 หมู่ที่ 1  ต.หลักหก อ.เมืองปทุมธานี จ.ปทุมธานี 12000
47,0135558010117,บจ.เสรีตา จำกัด,25/5/2558," 1,000,000 ",ประกอบกิจการรับปรึกษา และให้คำแนะนำปัญยหาเกี่ยวกับด้านบริหารงาน,52/133 หมู่ที่ 7  ต.หลักหก อ.เมืองปทุมธานี จ.ปทุมธานี 12000
48,0135558010231,บจ.ขุนศรี เทรดดิ้ง จำกัด,27/5/2558," 1,000,000 ",ประกอบกิจการนำเข้าและส่งออก การจัดจำหน่ายสินค้าอุปโภคบริโภค เครื่องมือและวัสดุอุปกรณ์การช่าง,51/220 หมู่ที่ 7  ต.หลักหก อ.เมืองปทุมธานี จ.ปทุมธานี 12000
49,0135558010265,บจ.บีดี พลัส โกลบอล จำกัด,28/5/2558," 1,000,000 ",ประกอบกิจการรับบริการนำของเข้าและออกจากท่าอากาศยานตามพิธีศุลกากร,72/142 หมู่ที่ 11  ต.บางคูวัด อ.เมืองปทุมธานี จ.ปทุมธานี 12000
50,0135558010273,บจ.เอเชีย กรีนเทส จำกัด,28/5/2558," 1,000,000 ",ประกอบกิจการออกแบบ ติดตั้ง และให้บริการทางด้านการทดสอบแผงวงจรอิเล็กทรอนิกส์,126/10 หมู่ที่ 4  ต.สวนพริกไทย อ.เมืองปทุมธานี จ.ปทุมธานี 12000
51,0135558010281,บจ.ออโรร่า เซอร์วิส (ประเทศไทย) จำกัด,28/5/2558," 1,000,000 ",รับจ้างเหมาแรงงานในกิจการ,98/8 หมู่ที่ 5  ต.บางคูวัด อ.เมืองปทุมธานี จ.ปทุมธานี 12000
52,0135558010290,บจ.อิมพลาย โซลูชั่น จำกัด,28/5/2558," 1,000,000 ",ประกอบกิจการให้บริการซ่อม ติดตั้งอุปกรณ์สื่อสารโทรคมนาคม,52/120-4 หมู่ที่ 7  ต.หลักหก อ.เมืองปทุมธานี จ.ปทุมธานี 12000
53,0135558010419,บจ.สวิน  พร็อพเพอร์ตี้ จำกัด,29/5/2558," 1,000,000 ",ประกอบกิจการจัดสรรที่ดิน พัฒนาที่ดิน ซื้อ ขาย เช่า ให้เช่า ให้เช่าซื้อที่ดิน ที่ดินพร้อมสิ่งปลูกสร้า,129/2 หมู่ที่ 1  ต.บางขะแยง อ.เมืองปทุมธานี จ.ปทุมธานี 12000
54,0133558002261,หจ.เอสยูอาร์ โปรฟิทส์,15/5/2558," 1,000,000 ",ประกอบกิจการประมูล ซื้อ ขาย สิ่งปลูกสร้าง วัสดุอุปกรณ์เกี่ยวกับการก่อสร้างทุกชนิด,119/517 หมู่บ้านเรือนสุข 1 หมู่ที่ 1  ต.ลำผักกูด อ.ธัญบุรี จ.ปทุมธานี 12110
55,0133558002422,หจ.โชติธนทรัพย์,27/5/2558," 1,000,000 ",ประกอบกิจการรับเหมาก่อสร้างอาคาร และงานก่อสร้างอย่างอื่นทุกชนิด,66/256 หมู่ที่ 2  ต.บึงน้ำรักษ์ อ.ธัญบุรี จ.ปทุมธานี 12110
56,0135558008783,บจ.สุจินดาขนส่ง จำกัด,1/5/2558," 1,000,000 ",ประกอบกิจการขนส่งสินค้า,42/21 หมู่ที่ 4 ซอยนวลศรี ถนนรังสิต-นครนายก (คลองสิบ)  ต.บึงสนั่น อ.ธัญบุรี จ.ปทุมธานี 12110
57,0135558008830,บจ.ธนชัยรุ่งเรือง จำกัด,1/5/2558," 1,000,000 ",ประกอบกิจการรับเป็นที่ปนึกษา และให้การฝึกอบรมให้คำแนะนำในด้านการตลาด การขาย ตลอดจนการประชุมสัมนา,31/525 หมู่ที่ 1  ต.รังสิต อ.ธัญบุรี จ.ปทุมธานี 12110
58,0135558008929,บจ.โฟร์ฮาว เปเปอร์ จำกัด,6/5/2558," 1,000,000 ",ประกอบกิจการขนส่งและขนถ่ายสินค้า ทั้งภายในและระหว่างประเทศ,189/21 หมู่บ้านปิยทรัพย์ หมู่ที่ 3  ต.บึงสนั่น อ.ธัญบุรี จ.ปทุมธานี 12110
59,0135558008961,บจ.เอ็นพี โฮม จำกัด,6/5/2558," 1,000,000 ",ประกอบกิจการค้าขายปลีก-ขายส่งวัสดุก่อสร้าง,77/3 หมู่ที่ 2 ถนนรังสิต-นครนายก  ต.บึงสนั่น อ.ธัญบุรี จ.ปทุมธานี 12110
60,0135558009054,บจ.เอสเอบีวาย จำกัด,7/5/2558," 1,000,000 ",ให้บริการเช่าโกดังสินค้า โรงงาน อสังหาริมทรัพย์ เช่ารถยนต์พาหนะ,52/11 หมู่ที่ 1  ต.รังสิต อ.ธัญบุรี จ.ปทุมธานี 12110
61,0135558009259,บจ.วริศรา  เอ็นจิเนียริ่ง จำกัด,11/5/2558," 1,000,000 ",ประกอบกิจการค้า รับจ้างทำโครงสร้างที่ทำด้วยเหล็ก อลูมิเนียม สแตนเลส ทองเหลือง ทองแดง,38/121 หมู่ที่ 1  ต.รังสิต อ.ธัญบุรี จ.ปทุมธานี 12110
62,0135558009470,บจ.มนทักษิณ จำกัด,15/5/2558," 1,000,000 ",ประกอบกิจการ จำหน่ายและติดตั้ง อุปกรณ์ของระบบไฟฟ้าแรงสูง ระบบไฟฟ้าแรงต่ำ,90/159 หมู่ที่ 1  ต.บึงสนั่น อ.ธัญบุรี จ.ปทุมธานี 12110
63,0135558009615,บจ.ฐิติยา เอ็นเทอร์ไพรส์ จำกัด,18/5/2558," 1,000,000 ",ประกอบกิจการเหมืองแร่ และดูแลสิ่งแวดล้อมเหมืองแร่,234/254 หมู่บ้านดิสคอฟเวอรี่ เพลส หมู่ที่ 1  ต.ลำผักกูด อ.ธัญบุรี จ.ปทุมธานี 12110
64,0135558009747,บจ.หวังกุศล เอ็นจิเนียริ่ง จำกัด,19/5/2558," 1,000,000 ",ประกอบกิจการรับหุ้มฉนวนท่อน้ำร้อน น้ำเย็น ทุกชนิด,40/736 หมู่ที่ 2 ถนนรังสิต-นครนายก  ต.บึงน้ำรักษ์ อ.ธัญบุรี จ.ปทุมธานี 12110
65,0135558009861,บจ.เวิร์คพลัส ดีไซน์ จำกัด,20/5/2558," 1,000,000 ",ประกอบกิจการรับจ้างออกแบบและก่อสร้างงานนิทรรศการ งานกิจกรรมส่งเสริมการขายของบริษัท,261/6 หมู่บ้านซื่อตรง หมู่ที่ 4  ต.รังสิต อ.ธัญบุรี จ.ปทุมธานี 12110
66,0135558010214,บจ.คลอง 9  ซอร์ทติ้ง รังสิต จำกัด,27/5/2558," 1,000,000 ",การขายส่งของเสียและเศษวัสดุเพื่อนำกลับมาใช้ใหม่รวมถึงการเก็บ การแยกชนิด,92/2 หมู่ที่ 1  ต.บึงสนั่น อ.ธัญบุรี จ.ปทุมธานี 12110
67,0133558002121,หจ.เพิ่มทรัพย์ ไทย เทรดดิ้ง,11/5/2558," 1,000,000 ",ประกอบกิจการขายส่งและการขายปลีก,48/435 หมู่ที่ 4  ต.คลองสาม อ.คลองหลวง จ.ปทุมธานี 12120
68,0133558002171,หจ.ชนะนันท์ 07,12/5/2558," 1,000,000 ",ประกอบกิจการรับเหมาก่อสร้างทุกชนิด,60/189 หมู่ที่ 5  ต.คลองห้า อ.คลองหลวง จ.ปทุมธานี 12120
69,0133558002244,หจ.บีบี การ์เด้นท์ แคร์,15/5/2558," 1,000,000 ",ประกอบกิจการรับเหมก่อสร้าง,23/41 หมู่บ้านพฤกษา 81 หมู่ที่ 11  ต.คลองหนึ่ง อ.คลองหลวง จ.ปทุมธานี 12120
70,0133558002252,หจ.ดีดี พาร์ท สเตชั่น,15/5/2558," 1,000,000 ",การจัดสร้าง ซ่อมบำรุงรักษา อะไหล่เครื่องมือ เครื่องจักรกล ออกแบบชิ้นงาน จัดหาตามความต้องการของลูกค้า,11/23 หมู่บ้านบ้านสวนรีสอร์ท หมู่ที่ 14 ถนนเลียบคลองห้า  ต.คลองห้า อ.คลองหลวง จ.ปทุมธานี 12120
71,0133558002325,หจ.เอส บี เอส วิศวกรรมบริการ,19/5/2558," 1,000,000 ",การก่อสร้างอาคารที่ไม่ใช่ที่พักอาศัย,40/03242 อาคาร32 หมู่ที่ 13  ต.คลองหนึ่ง อ.คลองหลวง จ.ปทุมธานี 12120
72,0133558002333,หจ.ทรี พาโกดา,21/5/2558," 1,000,000 ",นำเข้า ส่งออก ขายปลีก อุปกรณ์และอะไหล่รถยนต์ ทุกชนิด,23/76 หมู่ที่ 6 ถนนพหลโยธิน  ต.คลองสี่ อ.คลองหลวง จ.ปทุมธานี 12120
73,0133558002406,หจ.ชัย เอส อาร์ คอนสตรัคชั่น,26/5/2558," 1,000,000 ",ประกอบกิจการค้าเครื่องใช้สำนักงาน,44/19 หมู่ที่ 4  ต.คลองสอง อ.คลองหลวง จ.ปทุมธานี 12120
74,0135558008759,บจ.ฟรุต แอนด์ เวจ วิลเลจ จำกัด,1/5/2558," 1,000,000 ",ประกอบกิจการจำหน่ายข้าวสาร ข้าวกล้อง และปลาข้าวบรรจุถุง,49/352 หมู่ที่ 7  ต.คลองสอง อ.คลองหลวง จ.ปทุมธานี 12120
75,0135558008767,บจ.ไต๋เล๋งอ๋วง จำกัด,1/5/2558," 1,000,000 ",ประกอบกิจการซื้อ ขาย และเป็นตัวแทนจำหน่าย พลังงานสะอาด พลังงานทดแทน พลังงานเชื้อเพลิง,39/21 หมู่ที่ 1  ต.คลองเจ็ด อ.คลองหลวง จ.ปทุมธานี 12120
76,0135558008813,บจ.เอ พลัส แอคเคานท์ติ้ง แอนด์ คอนซัลแตนท์ จำกัด,1/5/2558," 1,000,000 ",ประกอบกิจการเกี่ยวกับบัญชีการทำบัญชีและการตรวจสอบบัญชี การให้คำปรึกษาด้านภาษี,31/688 หมู่บ้านพฤกษา 12 หมู่ที่ 2  ต.คลองสาม อ.คลองหลวง จ.ปทุมธานี 12120
77,0135558008821,บจ.ซี เซเว่น ดีไซน์ จำกัด,1/5/2558," 1,000,000 ",รับเหมาก่อสร้างอาคาร อาคารพาณิชย์ อาคารที่พักอาศัย สถานที่ทำการ,31/1473 หมู่บ้านพฤกษา 12 หมู่ที่ 2  ต.คลองสาม อ.คลองหลวง จ.ปทุมธานี 12120
78,0135558008856,บจ.สมาร์ท  เมดิซิน จำกัด,1/5/2558," 1,000,000 ",ประกอบกิจการซื้อ ขาย ยา ยารักษาโรค เภสัชภัณฑ์ เคมีภัณฑ์ เครื่องเวชภัณฑ์ เคมีภัณฑ์ เครื่องมือเครื่องเ,90/153 หมู่ที่ 19  ต.คลองหนึ่ง อ.คลองหลวง จ.ปทุมธานี 12120
79,0135558008872,บจ.พระรามลักษมิ์ จำกัด,1/5/2558," 1,000,000 ",ประกอบกิจการให้คำปรึกษาด้านกฎหมาย ว่าความ ฟ้องร้องดำเนินคดี การทำนิติกรรมสัญญา,40/399 หมู่บ้านพฤกษา บี หมู่ที่ 4  ต.คลองสาม อ.คลองหลวง จ.ปทุมธานี 12120
80,0135558008902,บจ.เพ็ญภาค เอ็กซ์ปอร์ต อิมปอร์ต จำกัด,6/5/2558," 1,000,000 ",ค้ายาแผนโบราณ ยาแผนปัจจุบัน เครื่องดื่มเกลือแร่ เครื่องดื่มชูกำลัง เครื่องดื่มเพื่อสุขภาพ,999 หมู่ที่ 18 ซอยทรัพย์ไพลิน ถนนธรรมศาสตร์-เชียงราก  ต.คลองหนึ่ง อ.คลองหลวง จ.ปทุมธานี 12120
81,0135558008911,บจ.อาร์ แอนด์ เค การ์เม้นท์ 2558 จำกัด,6/5/2558," 1,000,000 ",ปรกอบกิจการ ตัดเย็บผ้าทุกชนิด,99/214 หมู่ที่ 2  ต.คลองหนึ่ง อ.คลองหลวง จ.ปทุมธานี 12120
82,0135558009011,บจ.สมาร์ท อีซี่ โซลูชั่น จำกัด,7/5/2558," 1,000,000 ",จำหน่ายออกแบบติดตั้ง อุปกรณ์อิเล็กทรอนิกส์ อุปกรณ์คอมพิวเตอร์และซอฟต์แวร์,37/26 หมู่ที่ 4  ต.คลองสาม อ.คลองหลวง จ.ปทุมธานี 12120
83,0135558009046,บจ.แคเรีย เซฟตี้ แอนด์ เซอร์วิส จำกัด,7/5/2558," 1,000,000 ",บริการให้คำปรึกษา แนะนำ กำกับ ดูแล วิเคราะห์ ด้านวิศวกรรมความปลอดภัย,12/3 หมู่ที่ 9  ต.คลองห้า อ.คลองหลวง จ.ปทุมธานี 12120
84,0135558009151,บจ.เที่ยวเก่ง ทราเวล แอนด์ เซอร์วิส จำกัด,8/5/2558," 1,000,000 ",จำหน่าย ตัวแทนจำหน่าย บัตรโดยสารรถยนต์ รถไฟ เครื่องบิน ทั้งภายในและต่างประเทศ,17/45 หมู่ที่ 8  ต.คลองห้า อ.คลองหลวง จ.ปทุมธานี 12120
85,0135558009160,บจ.เอส ซี พี พรีซิชั่น พาร์ทส์ จำกัด,8/5/2558," 1,000,000 ",ให้บริการขึ้นรูปโลหะแผ่น เชื่อม ประกอบ กลึง กัดไส เจียร งานตามบบทุกชนิด,26/91 หมู่ที่ 18  ต.คลองหนึ่ง อ.คลองหลวง จ.ปทุมธานี 12120
86,0135558009330,บจ.บีซีพี ซัพพลาย จำกัด,12/5/2558," 1,000,000 ",ประกอบกิจการผลิต รับจ้างผลิตตามแบบสั่งทำด้วยเครื่องจักร งานชิ้นส่วนอุปกรณ์ เครื่องจักร และซ่อม,9/76 หมู่บ้านแบบบี หมู่ที่ 8  ต.คลองหนึ่ง อ.คลองหลวง จ.ปทุมธานี 12120
