นิติบุคคลจัดตั้งเดือนสิงหาคม  2558,,,,,,,,
ทั่วประเทศ,,,,,,,,
ที่,เลขทะเบียน,ชื่อนิติบุคคล,"วันที่
จดทะเบียน"," ทุนจดทะเบียน
(บาท) ",รายละเอียดวัตถุประสงค์,ที่ตั้งสำนักงานใหญ่,,
11,0135558014821,บจ.ฮอนเนสท์ เมดิคอล เอเชีย จำกัด,5/8/2558," 4,000,000 ",ประกอกบิจการผลิตและจำหน่าย ยา เครื่องมือและอุปกรณ์ในทางการแพทย์,95/2 หมู่ที่ 13  ต.คลองหนึ่ง อ.คลองหลวง จ.ปทุมธานี 12120,,
12,0135558014902,บจ.เทชิ โพลีเมอร์ส จำกัด,6/8/2558," 4,000,000 ",นำเข้าวัตถุดิบเกี่ยวกับพลาสติก,61/12 หมู่ที่ 6  ต.บึงคำพร้อย อ.ลำลูกกา จ.ปทุมธานี 12150,,
13,0135558015488,บจ.วงศ์สุวรรณธร จำกัด,18/8/2558," 3,000,000 ",ประกอบกิจการรับเหมา ออกแบบ ติดตั้ง ตรวจสอบ บำรุงรักษา ระบบอากาศ ระบบไฟฟ้า ระบบประปา,7/1 หมู่ที่ 1  ต.บ้านกลาง อ.เมืองปทุมธานี จ.ปทุมธานี 12000,,
14,0135558016263,บจ.กู๊ดเนส วิท ฮอนเนส จำกัด,27/8/2558," 3,000,000 ",ประกอบกิจการรับจ้างเหมาแรงงาน,151/22 หมู่บ้านเพอร์เฟคมาสเตอร์พีซ รังสิต หมู่ที่ 1  ต.บ้านกลาง อ.เมืองปทุมธานี จ.ปทุมธานี 12000,,
15,0135558015178,บจ.ไฮสเปค แมชชีน แอนด์ ทูลส์ จำกัด,10/8/2558," 3,000,000 ",ประกอบกิจการบริการซ่อมอะไหล่เครื่องกลึงโลหะ,26/20-21 หมู่ที่ 18  ต.คลองหนึ่ง อ.คลองหลวง จ.ปทุมธานี 12120,,
16,0135558016191,บจ.ดิ ออโต้ คลับ จำกัด,27/8/2558," 3,000,000 ",ประกอบกิจการให้บริการล้าง ทำความสะอาด ขัดเงา เคลือบสี และดูแลรักษารถทุกชนิด,108/17 หมู่ที่ 6  ต.คูคต อ.ลำลูกกา จ.ปทุมธานี 12130,,
17,0135558016077,บจ.ศุภกร วูด จำกัด,25/8/2558," 3,000,000 ",ผลิตและจำหน่ายสินค้าประเภท วงกบ ประตู หน้าต่าง และไม้พื้นทุกชนิด รับจ้างผลิตสินค้าประเภทไม้พื้น วงกบ,69/62 หมู่ที่ 6  ต.บึงคำพร้อย อ.ลำลูกกา จ.ปทุมธานี 12150,,
18,0135558015437,บจ.ปลามังกร คอนสตรัคชั่น จำกัด,18/8/2558," 2,000,000 ",รับเหมาก่อสร้างงานก่อสร้างทุกชนิด รวมทั้งงานโยธาทุกประเภท,3/24 หมู่ที่ 4 ซอยข้างธนาคาร ธกส. ถนนรังสิต-นครนายก  ต.ลำผักกูด อ.ธัญบุรี จ.ปทุมธานี 12110,,
19,0135558014651,บจ.เอเซีย ไฮฟลาย เทรดดิ้ง จำกัด,3/8/2558," 2,000,000 ",ประกอบกิจการจำหน่ายสินค้าเครื่องอุปโภคในครัวเรือนทุกชนิดทุกประเภท,91/32 หมู่ที่ 9  ต.คลองหนึ่ง อ.คลองหลวง จ.ปทุมธานี 12120,,
20,0135558016018,บจ.อาริยา เทรดดิ้ง 2559 จำกัด,25/8/2558," 2,000,000 ",เป็นตัวแทนจำหน่าย บุหรี่,59/19 หมู่ที่ 4  ต.คลองสาม อ.คลองหลวง จ.ปทุมธานี 12120,,
21,0133558003950,หจ.ไทย กรีน ไลท์,25/8/2558," 2,000,000 ",ประกอบกิจการซื้อมาขายไปอุปกรณ์ไฟฟ้า ประปา และอุปกรณ์ก่อสร้าง,111/10 หมู่บ้านภัณฑิรา ซอยรังสิต-นครนายก 8  ต.ประชาธิปัตย์ อ.ธัญบุรี จ.ปทุมธานี 12130,,
22,0135558014856,บจ.ไชน์นิ่ง ไลค์ สตาร์ จำกัด,5/8/2558," 2,000,000 ",ประกอบธุรกิจให้บริการนักแสดงสำหรับสื่อต่างๆในวงการบันเทิง เช่น นักแสดง นักร้อง พิธีกร เป็นต้น,94 อาคารศูนย์การค้าฟิวเจอร์พาร์ค รังสิต ถนนพหลโยธิน  ต.ประชาธิปัตย์ อ.ธัญบุรี จ.ปทุมธานี 12130,,
23,0135558015160,บจ.เอ็น แอล คอฟฟี่ เทรดดิ้ง (รังสิต) จำกัด,10/8/2558," 2,000,000 ",ซื้อขายกาแฟทุกชนิด,"58,60 ซอยรังสิต-ปทุมธานี 8  ต.ประชาธิปัตย์ อ.ธัญบุรี จ.ปทุมธานี 12130",,
24,0135558016131,บจ.ดราก้อน 4 จำกัด,26/8/2558," 2,000,000 ",ประกอบกิจการจัดหาสถานที่เพื่อจัดตั้งตลาด แผงค้า รับเหมาก่อสร้าง ตกแต่งภายในภายนอกอาคาร,20/15 หมู่บ้านศุชญา หมู่ที่ 4  ต.บึงยี่โถ อ.ธัญบุรี จ.ปทุมธานี 12130,,
25,0135558016221,บจ.เฉินหลง (ไทยแลนด์) จำกัด,27/8/2558," 2,000,000 ",ประกอบกิจการค้า นำเข้า ขายส่ง อาหารแช่แข็ง ทุกชนิด,69/1151 หมู่ที่ 3 ถนนรังสิต - นครนายก  ต.บึงยี่โถ อ.ธัญบุรี จ.ปทุมธานี 12130,,
26,0133558004069,หจ.จีเอ็น.เอ็นจิเนียริ่ง แอนด์ คอนแทรคเตอร์,28/8/2558," 2,000,000 ",รับเหมางานระบบไฟฟ้า,37/48 หมู่บ้านเอซี เฮาส์ 3 หมู่ที่ 4  ต.ลาดสวาย อ.ลำลูกกา จ.ปทุมธานี 12150,,
27,0135558014970,บจ.ที แอนด์ ที มีบุญ เอ็นจิเนียริ่ง จำกัด,7/8/2558," 2,000,000 ",ประกอบกิจการให้บริการด้านงานออกแบบงานด้านสถาปัตกรรมและงานวิศวกรรมทุกประเภท,65/73 หมู่ที่ 4  ต.ลาดสวาย อ.ลำลูกกา จ.ปทุมธานี 12150,,
28,0135558016328,บจ.เคทีเอส เฟรช อินเตอร์เทรด จำกัด,28/8/2558," 2,000,000 ",นำเข้าส่งออก ค้าขายสินค้าเกษตรกรรม,12/136 หมู่ที่ 6  ต.ลาดสวาย อ.ลำลูกกา จ.ปทุมธานี 12150,,
29,0132558000062,หส.911 สกุ๊ตเตอร์ การาจ,19/8/2558," 1,000,000 ",การบำรุงรักษาและการซ่อมจักรยานยนต์,27/22-27/23 ถนนปทุมสัมพันธ์  ต.บางปรอก อ.เมืองปทุมธานี จ.ปทุมธานี 12000,,
30,0133558003844,หจ.สกาย แพลทินั่ม,14/8/2558," 1,000,000 ",ประกอบกิจการให้คำปรึกษาทางด้านกฎหมาย และเป็นตัวแทนแนะนำ,84/105 หมู่ที่ 5  ต.บางพูน อ.เมืองปทุมธานี จ.ปทุมธานี 12000,,
31,0135558014627,บจ.โรจน์ไพศาล เอ็นจิเนียริ่ง แอนด์ ซัพพลาย จำกัด,3/8/2558," 1,000,000 ",การก่อสร้างอาคาร,115/148 หมู่ที่ 10  ต.บางคูวัด อ.เมืองปทุมธานี จ.ปทุมธานี 12000,,
32,0135558014635,บจ.อควา แอนด์ แอสโซซิเอทส์ จำกัด,3/8/2558," 1,000,000 ",รับเหมางานตกแต่งภายใน และรับเขียนแบบ,88/71 หมู่ที่ 3  ต.บางเดื่อ อ.เมืองปทุมธานี จ.ปทุมธานี 12000,,
33,0135558014953,บจ.พีดี  พลัส  แมเนจเม้นท์ จำกัด,7/8/2558," 1,000,000 ",ประกอบกิจการเป็นนายหน้าตัวแทน นายแบบ นางแบบ นักแสดงทั้งไทยและต่างประเทศ พิธีกรเพื่องานโฆณา ประชาสัมพ,63/11 หมู่ที่ 1  ต.หลักหก อ.เมืองปทุมธานี จ.ปทุมธานี 12000,,
34,0135558015003,บจ.อิมแพ็ค เคมีคอล อินดัสเตรียล จำกัด,7/8/2558," 1,000,000 ",ประกอบกิจการผลิตและจำหน่าย เคมีภัณฑ์สำหรับพื้นสนามกีฬา และอาคาร,909 หมู่ที่ 1  ต.หลักหก อ.เมืองปทุมธานี จ.ปทุมธานี 12000,,
35,0135558015097,บจ.อาเจนด้า 21 โปรเจค จำกัด,10/8/2558," 1,000,000 ",ประกอบให้คำปรึกษาด้านสิ่งแวดล้อม,26/1 หมู่ที่ 2  ต.บางพูน อ.เมืองปทุมธานี จ.ปทุมธานี 12000,,
36,0135558015101,บจ.เอเวอรี่ธิง โอเค โอเค จำกัด,10/8/2558," 1,000,000 ",ประกอบกิจการร้านกาแฟ และเครื่องดื่มที่ไม่มีแอลกอฮอล์,52/475 หมู่ที่ 7  ต.หลักหก อ.เมืองปทุมธานี จ.ปทุมธานี 12000,,
37,0135558015283,บจ.ทีดับบลิวเอ เอ็นจิเนียริ่ง จำกัด,11/8/2558," 1,000,000 ",ประกอบกิจการค้าเครื่องจักรและอุปกรณ์,199/186 หมู่บ้านพฤกษาวิลเลจ 32 หมู่ที่ 5  ต.หลักหก อ.เมืองปทุมธานี จ.ปทุมธานี 12000,,
38,0135558015364,บจ.สว่างวรรณ คันทรี โฮม จำกัด,17/8/2558," 1,000,000 ",กิจกรรมการบริหารและบริการสนับสนุน,115/19 หมู่ที่ 1  ต.บ้านกลาง อ.เมืองปทุมธานี จ.ปทุมธานี 12000,,
39,0135558015372,บจ.สว่างวรรณ คันทรี กอล์ฟ จำกัด,17/8/2558," 1,000,000 ",ประกอบกิจการบริหารและบริการสนับสนุน,115/9 หมู่ที่ 1  ต.บ้านกลาง อ.เมืองปทุมธานี จ.ปทุมธานี 12000,,
40,0135558015381,บจ.หัวหิน กอล์ฟ ออนเดอะฮิลส์ จำกัด,17/8/2558," 1,000,000 ",กิจกรรมการบริหารและบริการสนับสนุน,115/19 หมู่ที่ 1  ต.บ้านกลาง อ.เมืองปทุมธานี จ.ปทุมธานี 12000,,
41,0135558015399,บจ.สว่างวรรณ กรีน ซีนนิค จำกัด,17/8/2558," 1,000,000 ",กิจกรรมการบริการด้านอื่นๆ,115/19 หมู่ที่ 1  ต.บ้านใหม่ อ.เมืองปทุมธานี จ.ปทุมธานี 12000,,
42,0135558015518,บจ.เขียนดี จำกัด,19/8/2558," 1,000,000 ",จัดทำและจำหน่าย งานเขียน หนังสือ นิตยสาร วารสาร และสิ่งพิมพ์ทุกชนิด,51/437 หมู่ที่ 7  ต.หลักหก อ.เมืองปทุมธานี จ.ปทุมธานี 12000,,
43,0135558015607,บจ.ธงตวัน จำกัด,19/8/2558," 1,000,000 ",ก่อสร้าง และการให้คำปรึกษาทางด้านเทคนิค,109/36 หมู่ที่ 5  ต.บางคูวัด อ.เมืองปทุมธานี จ.ปทุมธานี 12000,,
44,0135558015658,บจ.ฟองเจริญฟู้ดการไข่ จำกัด,19/8/2558," 1,000,000 ",ประกอบกิจการค้าไข่ไก่,60/15 หมู่ที่ 2  ต.บ้านฉาง อ.เมืองปทุมธานี จ.ปทุมธานี 12000,,
45,0135558015682,บจ.โรจชนะดรายฟิชโปรดักส์ จำกัด,20/8/2558," 1,000,000 ",ซื้อขาย นำเข้าส่งออก สินค้าทะเลตากแห้ง ปลาแห้ง,67/316 หมู่ที่ 3  ต.หลักหก อ.เมืองปทุมธานี จ.ปทุมธานี 12000,,
46,0135558015712,บจ.ซิกเนเจอร์ โกลบอล ไลน์ จำกัด,20/8/2558," 1,000,000 ",ประกอบกิจการจัดจำหน่ายผลิตภัณฑ์เวชสำอางทุกชนิด ผ่านตัวแทนจำหน่ายทั้งในและต่างประเทศ,116/11 หมู่ที่ 1  ต.บางคูวัด อ.เมืองปทุมธานี จ.ปทุมธานี 12000,,
47,0135558015755,บจ.เบดศรีภูมิ จำกัด,20/8/2558," 1,000,000 ",ประกอบกิจการการเช่าและดำเนินการเกี่ยวกับอสังหาริมทรัพย์ที่เป็นของตนเองเพื่อเป็นที่พักอาศัย,52/171 หมู่ที่ 7  ต.หลักหก อ.เมืองปทุมธานี จ.ปทุมธานี 12000,,
48,0135558015810,บจ.อาร์ตมาสเตอร์ กรุ๊ป อินเตอร์เนชั่นแนล (ประเทศไทย) จำกัด,21/8/2558," 1,000,000 ",ประกอบกิจการ เป็นผู้ผลิตและผู้จำหน่ายหุ่นจำลอง อุปกรณ์ประกอบฉาก แสง สี เสียงสำหรับการถ่ายทำภาพยนตร์,72/3 หมู่ที่ 1  ต.บ้านกระแชง อ.เมืองปทุมธานี จ.ปทุมธานี 12000,,
49,0135558015844,บจ.เจโกะ พลัส จำกัด,21/8/2558," 1,000,000 ",การขายส่งเครื่องสำอาง,71/282 หมู่ที่ 4  ต.หลักหก อ.เมืองปทุมธานี จ.ปทุมธานี 12000,,
50,0135558015895,บจ.เคเอ็นพีอาร์ เทรดดิ้ง จำกัด,21/8/2558," 1,000,000 ",การขายส่งและขายปลีก สินค้านำเข้าและส่งออก,53/5 หมู่ที่ 3  ต.บ้านกระแชง อ.เมืองปทุมธานี จ.ปทุมธานี 12000,,
51,0135558015917,บจ.จมูกแดง จำกัด,24/8/2558," 1,000,000 ",ประกอบกิจการรับทำแผ่นป้ายโฆษณา บิลบอร์ด,67/320 หมู่ที่ 3  ต.หลักหก อ.เมืองปทุมธานี จ.ปทุมธานี 12000,,
52,0135558015933,บจ.เอสทีเอส อิมปอร์ต แอนด์ เอ็กซ์ปอร์ต จำกัด,24/8/2558," 1,000,000 ",ประกอบกิจการค้าเครื่องจักรและอะไหล่ อุปกรณ์หล่อลื่น ยางรถทุกชนิด สายพานลำเลียง ไวล์ตลับลูกปืน รถยนต์,72/15 หมู่ที่ 6  ต.บางพูน อ.เมืองปทุมธานี จ.ปทุมธานี 12000,,
53,0135558015950,บจ.มงคล เฟอร์นิเจอร์ (บางพูน) จำกัด,24/8/2558," 1,000,000 ",ประกอบกิจการผลิตและจำหน่าย นำเข้าเฟอร์นิเจอร์ทุกชนิด,38/1 หมู่ที่ 1  ต.บ้านกลาง อ.เมืองปทุมธานี จ.ปทุมธานี 12000,,
54,0135558015984,บจ.เค แอนด์ ซี เซอร์วิส (2015) จำกัด,24/8/2558," 1,000,000 ",รับเหมาก่อสร้าง,59/176 หมู่ที่ 3  ต.บางกะดี อ.เมืองปทุมธานี จ.ปทุมธานี 12000,,
55,0135558016034,บจ.อะกู๊ดเพลย์ออฟ เซอร์เวย์แอนด์เอ็นจิเนียริ่ง จำกัด,25/8/2558," 1,000,000 ",ประกอบกิจการสำรวจและงานรับเหมาก่อสร้างทุกประเภท,88/129 หมู่ที่ 3  ต.บางกะดี อ.เมืองปทุมธานี จ.ปทุมธานี 12000,,
56,0135558016051,บจ.ลิงค์ อินฟินิตี้ ซัคเซส จำกัด,25/8/2558," 1,000,000 ",ประกอบกิจการ ให้คำปรึกษา เกี่ยวกับธุรกิจพลังงานทดแทน,177/124 หมู่ที่ 1  ต.หลักหก อ.เมืองปทุมธานี จ.ปทุมธานี 12000,,
57,0135558016093,บจ.ธนา สากลก่อสร้าง จำกัด,25/8/2558," 1,000,000 ",ประกอบกิจการรับเหมาก่อสร้างทุกชนิด,99/365 หมู่บ้านภัสสร 31(เดอะแพลนท์-ติวานนท์) หมู่ที่ 4  ต.บางกะดี อ.เมืองปทุมธานี จ.ปทุมธานี 12000,,
58,0135558016166,บจ.แร็พ เน็ตโซลูชั่น จำกัด,27/8/2558," 1,000,000 ",ทำธุรกิจเกี่ยวกับคอมพิวเตอร์ ขายฮาร์ดแวร์ (Hardware) และซอฟต์แวร์ (Software),148/35 หมู่บ้านมณีรินทร์ พาร์ค 2 รังสิต หมู่ที่ 1  ต.บ้านกลาง อ.เมืองปทุมธานี จ.ปทุมธานี 12000,,
59,0135558016247,บจ.ไม้วา 31 จำกัด,27/8/2558," 1,000,000 ",ประกอบกิจการรับเหมาก่อสร้างและออกแบบอาคาร,128/21 หมู่ที่ 1  ต.บ้านกลาง อ.เมืองปทุมธานี จ.ปทุมธานี 12000,,
60,0135558016425,บจ.ปัญนิพัฒน์ วิศวกรรม จำกัด,28/8/2558," 1,000,000 ",ประกอบกิจการรับออกแบบ ติดตั้งซ่อมแซม งานระบบไฟฟ้า,119/161 หมู่ที่ 1  ต.บางขะแยง อ.เมืองปทุมธานี จ.ปทุมธานี 12000,,
61,0135558016468,บจ.สบายมายด์ จำกัด,31/8/2558," 1,000,000 ",ผลิตและจำหน่ายผลิตภัณฑ์เสริมอาหาร เครื่องสำอาง,150/107 หมู่ที่ 1 ถนนรังสิต-ปทุมธานี  ต.บ้านกลาง อ.เมืองปทุมธานี จ.ปทุมธานี 12000,,
62,0135558016506,บจ.นิมิตรเทพ อิเลคทริค แอนด์ ซัพพลาย จำกัด,31/8/2558," 1,000,000 ",ประกอบกิจการซื้อ-ขาย อุปกรณ์ไอที คอมพิวเตอร์,89/2 หมู่ที่ 4  ต.บ้านใหม่ อ.เมืองปทุมธานี จ.ปทุมธานี 12000,,
63,0133558003763,หจ.กัณภาส์ก่อสร้าง,7/8/2558," 1,000,000 ",ประกอบกิจการรับเหมาก่อสร้าง,66/569 หมู่ที่ 2  ต.บึงน้ำรักษ์ อ.ธัญบุรี จ.ปทุมธานี 12110,,
64,0135558014848,บจ.ปรมะ คอนสตรัคชั่น จำกัด,5/8/2558," 1,000,000 ",ประกอบกิจการบริการวางระบบไฟฟ้า ประปา,99/332 หมู่ที่ 3  ต.บึงสนั่น อ.ธัญบุรี จ.ปทุมธานี 12110,,
65,0135558015429,บจ.เคดับเบิ้ลยูเอส เทคโนโลยี จำกัด,17/8/2558," 1,000,000 ",ประกอบกิจการค้า อุปกรณ์รักษาความปลอดภัย กล้องวงจรปิดทุกชนิดทุกประเภท,55/213 หมู่ที่ 2 ถนนรังสิต-นครนายก  ต.ลำผักกูด อ.ธัญบุรี จ.ปทุมธานี 12110,,
66,0135558015542,บจ.เพชรแพรว มอเตอร์ จำกัด,19/8/2558," 1,000,000 ",ประกอบกิจการซ่อมและตกแต่งยานยนต์ เช่น รถกะบะ รถบรรทุก และรถทุกประเภท พร้อมทั้งอะไหล่และอุปกรณ์,250/252 หมู่ที่ 1  ต.ลำผักกูด อ.ธัญบุรี จ.ปทุมธานี 12110,,
67,0135558015691,บจ.89 เอนเนอร์จี คอร์ปอเรชั่น จำกัด,20/8/2558," 1,000,000 ",ประกอบกิจการให้บริการปั๊มแก๊ส ซื้อขาย จำหน่ายแก๊สแอลพีจี สำหรับรถยนต์,81/4 หมู่ที่ 4  ต.ลำผักกูด อ.ธัญบุรี จ.ปทุมธานี 12110,,
68,0135558015879,บจ.เจ.ท๊อป เกรทเทสต์ จำกัด,21/8/2558," 1,000,000 ",รับออกแบบผลิตเสื้อผ้าเครื่องนุ่งห่มทุกชนิด,39/448 หมู่ที่ 1  ต.บึงน้ำรักษ์ อ.ธัญบุรี จ.ปทุมธานี 12110,,
69,0135558015925,บจ.เอสแอลเค ซันสตาร์ จำกัด,24/8/2558," 1,000,000 ",ประกอบกิจการค้า เครื่องจักร เครื่องยนต์ เครื่องมือกล เครื่องมือเครื่องใช้ในโรงงานอุตสาหกรรม,234/83 หมู่ที่ 1  ต.ลำผักกูด อ.ธัญบุรี จ.ปทุมธานี 12110,,
70,0135558015976,บจ.คัสโตเมอร์ โอเรียนเต็ด โซลูชั่น จำกัด,24/8/2558," 1,000,000 ",ประกอบกิจการค้าและจ้างประกอบ ติดตั้งระบบควบคุมคอนโทรล ระบบไฟฟ้า และเครื่องมือวัดอุตสาหกรรม,99/346 หมู่ที่ 3  ต.บึงสนั่น อ.ธัญบุรี จ.ปทุมธานี 12110,,
71,0135558016140,บจ.บ้านรักเด็กโมเดลลิ่ง จำกัด,26/8/2558," 1,000,000 ",รับเหมาแรงงานนักแสดง เพื่อถ่ายโฆษณา งานละคร อีเว้นท์ ถ่ายแบบ เดินแบบ,31/233 หมู่ที่ 1 ถนนรังสิต-นครนายก  ต.รังสิต อ.ธัญบุรี จ.ปทุมธานี 12110,,
72,0135558016204,บจ.ไทย ไอดีโอกราฟ จำกัด,27/8/2558," 1,000,000 ",ให้บริการผลิต จำหน่ายสินค้า สื่อสิ่งพิมพ์ ภาพ ภาพดิจิตอล ภาพยนต์ สื่อสารสนเทศทุกชนิด,261/99 หมู่ที่ 1  ต.ลำผักกูด อ.ธัญบุรี จ.ปทุมธานี 12110,,
73,0135558016239,บจ.ประจันบาล จำกัด,27/8/2558," 1,000,000 ",ประกอบกิจการจำหน่าย พืชสมุนไพร พืช ผัก ผลไม้ สด อบแห้ง ข้าวสาร ทุกชนิด,177/35 หมู่ที่ 4  ต.รังสิต อ.ธัญบุรี จ.ปทุมธานี 12110,,
74,0133558003691,หจ.พีบี ซีคู เทรดดิ้ง,5/8/2558," 1,000,000 ",ประกอบกิจการ ส่งออก ของชำร่วยทุกชนิด อาหารทุกชนิด,40/795 หมู่ที่ 4  ต.คลองสาม อ.คลองหลวง จ.ปทุมธานี 12120,,
75,0133558003712,หจ.สุริยัน อรชร คอนสตรัคชั่น,5/8/2558," 1,000,000 ",ประกอบกิจการรับเหมาก่อสร้างอาคาร อาคารพาณิชย์ อาคารที่พักอาศัย,16/11639 หมู่ที่ 10  ต.คลองหนึ่ง อ.คลองหลวง จ.ปทุมธานี 12120,,
76,0133558003721,หจ.กรนิพนธ์,5/8/2558," 1,000,000 ",การบริการที่พักแรมประเภมอื่นๆ ซึ่งมิได้จัดประเภทไว้ในที่อื่น,75/14 หมู่ที่ 9  ต.คลองหนึ่ง อ.คลองหลวง จ.ปทุมธานี 12120,,
77,0133558003739,หจ.เจริญชัยมงคลออโต้เซอร์วิส,5/8/2558," 1,000,000 ",ประกอบกิจการ บริการรถยก รถสไลด์ออน รวมถึงการบริการลากรถออกจากถนน,1/5 หมู่ที่ 4  ต.คลองเจ็ด อ.คลองหลวง จ.ปทุมธานี 12120,,
78,0133558003828,หจ.ศรีบุญเรืองทรัพย์เจริญ,13/8/2558," 1,000,000 ",ประกอบกิจการขนส่งและขนถ่ายสินค้า,9/56 หมู่ที่ 14  ต.คลองหนึ่ง อ.คลองหลวง จ.ปทุมธานี 12120,,
79,0133558003861,หจ.เอสบีพี ทรานสปอร์ต เซอร์วิส,18/8/2558," 1,000,000 ",กิจการขนส่งและขนถ่ายสินค้า รวมถึงคนโดยสารทั้งทางบก ทางน้ำ ทางอากาศ ทั้งภายในประเทศและระหว่างประเทศ,37/211 หมู่ที่ 7  ต.คลองสอง อ.คลองหลวง จ.ปทุมธานี 12120,,
80,0133558003968,หจ.ป.แสนสุข,25/8/2558," 1,000,000 ",การขนส่งผู้โดยสารทางรถยนต์โดยสารประจำทางในกรุงเทพและปริมณฑล,53/532 หมู่ที่ 13  ต.คลองหนึ่ง อ.คลองหลวง จ.ปทุมธานี 12120,,
81,0133558003976,หจ.ดับบลิว.ซี.เค ออโต้พาร์ท,26/8/2558," 1,000,000 ",ประกอบกิจการผลิตชิ้นส่วนแม่พิมพ์ เครื่องมือตัด ตัวยึดจับ งานตามแบบ ที่ใช้ในโรงงานอุตสาหกรรมทุกชนิด,117/63 หมู่ที่ 18  ต.คลองหนึ่ง อ.คลองหลวง จ.ปทุมธานี 12120,,
82,0133558004051,หจ.ไอคิว ดีเวลลอปเม้นท์แอนด์เซอร์วิส,28/8/2558," 1,000,000 ",ประกอบกิจการให้คำปรึกษา ออกแบบ รับเหมา ติดตั้ง ซ่อมบำรุงทั่วไปในอาคารโรงงาน,5/6 หมู่ที่ 15  ต.คลองสอง อ.คลองหลวง จ.ปทุมธานี 12120,,
83,0135558014601,บจ.แก้วมณี อินเตอร์ ฟรุตส์ จำกัด,3/8/2558," 1,000,000 ",ประกอบกิจการซื้อมาขายไปสินค้าพืชผักและผลไม้สด,88/91 หมู่ที่ 9  ต.คลองห้า อ.คลองหลวง จ.ปทุมธานี 12120,,
84,0135558014686,บจ.ร้านบิ๊กเต้ จำกัด,3/8/2558," 1,000,000 ",ขายปลีกสิ้นค้าตามวัตถุประสงค์ในร้านค้าทั่วไป,88/45 ชั้นที่ 1 ห้องเลขที่ 2112 หมู่ที่ 8 ถนนเชียงราก  ต.คลองหนึ่ง อ.คลองหลวง จ.ปทุมธานี 12120,,
85,0135558014694,บจ.ปัญญา พร็อพเพอร์ตี้ เอเจน จำกัด,4/8/2558," 1,000,000 ",ประกอบกิจการซื้อ ขาย เช่า โกดัง โรงงาน มินิแฟคตอรี่ (โรงงานขนาดเล็ก) อสังหาริมทรัพย์,35/453 หมู่ที่ 3  ต.คลองสาม อ.คลองหลวง จ.ปทุมธานี 12120,,
86,0135558014775,บจ.สยามมหานที จำกัด,4/8/2558," 1,000,000 ",ประกอบกิจการรับเหมาก่อสร้าง อาคารพาณิชย์ อาคารที่พักอาศัย สถานที่ทำการ ถนน สะพาน,29/1694 หมู่ที่ 2 ถนนเลียบคลองสาม  ต.คลองสาม อ.คลองหลวง จ.ปทุมธานี 12120,,
87,0135558014830,บจ.ดาวเรือง คอนสตรัคชั่น จำกัด,5/8/2558," 1,000,000 ",ประกอบกิจการรับเหมาก่อสร้าง ออกแบบ ตกแต่ง และต่อเติมอาคาร,39/338 หมู่บ้านพฤกษา 64/1 หมู่ที่ 5  ต.คลองสาม อ.คลองหลวง จ.ปทุมธานี 12120,,
88,0135558014864,บจ.ดี-แซ็ททิสแฟคชั่น ซิสเต็ม จำกัด,5/8/2558," 1,000,000 ",ประกอบกิจการรับจ้าง ออกแบบ พัฒนาปรับปรุง ดัดแปลง และซ่อมแซม ของอุปกรณ์และเครื่องมือต่างๆ,16/10212 หมู่ที่ 10 ถนนพหลโยธิน  ต.คลองหนึ่ง อ.คลองหลวง จ.ปทุมธานี 12120,,
89,0135558014899,บจ.ดีดี เอคเซล พลัส จำกัด,6/8/2558," 1,000,000 ",ผลิตและนำเข้า จัดจำหน่าย น้ำมันเครื่อง สารหล่อลื่นในเครื่องยนต์ อุปกรณ์ ชิ้นส่วนยานยนต์,43/105 หมู่ที่ 7  ต.คลองสาม อ.คลองหลวง จ.ปทุมธานี 12120,,
90,0135558014988,บจ.สโนว์ คอปอร์เรชั่น จำกัด,7/8/2558," 1,000,000 ",จำหน่ายน้ำดื่ม และผลิตภัณฑ์เกี่ยวกับน้ำทุกชนิด,55/306 หมู่ที่ 4  ต.คลองสาม อ.คลองหลวง จ.ปทุมธานี 12120,,
91,0135558014996,บจ.เซลคอมพิวเตอร์ ไอที จำกัด,7/8/2558," 1,000,000 ",นำเข้า จำหน่าย ซึ่งสินค้าโสตทัศนูปกรณ์ทุกชนิด,16/14703 หมู่ที่ 10  ต.คลองหนึ่ง อ.คลองหลวง จ.ปทุมธานี 12120,,
92,0135558015038,บจ.น้ำหมากกระจาย เอ็นเตอร์เทนเม้นท์ จำกัด,7/8/2558," 1,000,000 ",ประกอบกิจการ รับจัดงานสังสรรค์ สื่อโฆษณา สิ่งพิมพ์ โทรทัศน์ วิทยุ,26/87 หมู่ที่ 14  ต.คลองสอง อ.คลองหลวง จ.ปทุมธานี 12120,,
93,0135558015071,บจ.จีแอลอี เอ็นจิเนียริ่ง แอนด์ ซัพพลาย จำกัด,10/8/2558," 1,000,000 ",ประกอบกิจการรับเหมาติดตั้งระบบไฟฟ้า ประปาและสุขภิบาลถึงการให้คำปรึกษาเกี่ยวกับงานดังกล่าว,41/29 หมู่ที่ 2  ต.คลองสี่ อ.คลองหลวง จ.ปทุมธานี 12120,,
94,0135558015127,บจ.วี.เอ็น. ฟู้ด แอนด์ มาร์เก็ตติ้ง จำกัด,10/8/2558," 1,000,000 ",ประกอบกิจการ ผลิตและจำหน่ายเครื่องดื่มและอาหาร,91/70 หมู่ที่ 9  ต.คลองหนึ่ง อ.คลองหลวง จ.ปทุมธานี 12120,,
